Faculty,Department,UTME_Score,Post_UTME_Score,Aggregate,Cutoff,Olevel_Valid,olevel_avg_points,admitted_numeric
Environmental Sciences,Quantity Surveying,334,22,82.55,50.0,1,3.76,2
Law,Law,318,27,83.15,68.65,1,3.28,2
Social Sciences,Psychology,385,23,83.12,67.4,1,2.4,2
Basic Medical Sciences,Pharmacology,397,24,88.83,72.625,1,3.04,2
Management Sciences,Accounting,396,1,66.1,74.1,1,3.12,0
Arts,Creative Arts,267,8,54.98,67.05,1,2.72,0
Clinical Sciences,Medicine and Surgery,291,12,62.77,80.8,1,2.88,1
Pharmacy,Pharmacy,389,15,80.03,76.125,1,3.28,2
Education,Education Yoruba,371,4,67.17,50.0,1,3.36,0
Arts,History & Strategic Studies,246,29,74.55,68.6,1,2.96,2
Clinical Sciences,Physiotherapy,169,8,43.12,73.75,1,2.8,0
Management Sciences,Insurance,354,24,83.05,67.125,1,2.96,2
Engineering,Computer Engineering,211,26,65.17,50.0,1,2.56,2
Environmental Sciences,Urban & Regional Planning,385,4,67.72,50.0,1,3.12,0
Science,Mathematics,364,12,75.9,50.0,1,3.68,2
Pharmacy,Pharmacy,393,12,77.53,76.125,1,3.28,2
Clinical Sciences,Nursing,384,11,72.2,70.875,1,2.64,0
Science,Cell Biology & Genetics,307,18,71.17,50.0,1,2.96,2
Social Sciences,Psychology,252,16,61.9,67.4,1,2.88,1
Clinical Sciences,Nursing,302,1,51.95,70.875,1,2.64,0
Pharmacy,Pharmacy,275,23,71.38,76.125,1,2.8,1
Social Sciences,Social Work,281,13,61.33,50.0,1,2.64,2
Management Sciences,Finance,381,22,82.03,68.9,1,2.48,2
Arts,Russian,343,7,62.27,67.65,1,2.48,0
Clinical Sciences,Medicine and Surgery,308,4,59.3,80.8,1,3.36,0
Law,Law,285,22,72.03,68.65,1,2.88,2
Clinical Sciences,Medicine and Surgery,330,3,58.65,80.8,1,2.88,0
Basic Medical Sciences,Physiology,188,10,49.1,71.55,1,3.12,0
Arts,History & Strategic Studies,217,13,54.52,68.6,1,2.88,1
Dental Sciences,Dentistry,272,23,69.0,77.4,1,2.4,1
Dental Sciences,Dentistry,141,25,57.83,77.4,1,3.04,0
Science,Botany,375,21,83.47,50.0,1,3.12,2
Arts,Creative Arts,145,21,53.92,67.05,1,2.96,0
Law,Law,269,0,48.02,68.65,1,2.88,0
Clinical Sciences,Physiotherapy,392,12,76.6,73.75,1,3.12,2
Law,Law,144,7,39.4,68.65,1,2.88,0
Management Sciences,Accounting,352,19,78.6,74.1,1,3.12,2
Social Sciences,Economics,327,17,72.67,69.95,1,2.96,2
Management Sciences,Business Administration,247,6,53.27,68.65,1,3.28,0
Education,Human Kinetics Education,232,27,68.8,50.0,1,2.56,2
Basic Medical Sciences,Pharmacology,167,12,47.27,72.625,1,2.88,0
Education,Education Islamic Religious Studies,237,5,50.62,50.0,1,3.2,0
Clinical Sciences,Radiography,237,27,72.22,72.525,1,3.12,1
Social Sciences,Psychology,179,23,58.98,67.4,1,2.72,0
Science,Zoology,299,25,79.17,50.0,1,3.36,2
Arts,Islamic Religious Studies,348,15,74.9,60.225,1,3.28,2
Engineering,Systems Engineering,335,8,65.08,50.0,1,3.04,0
Management Sciences,Insurance,346,25,83.45,67.125,1,3.04,2
Pharmacy,Pharmacy,370,24,85.45,76.125,1,3.04,2
Arts,Christian Religious Studies,396,13,74.9,61.625,1,2.48,2
Management Sciences,Finance,308,25,79.1,68.9,1,3.12,2
Clinical Sciences,Radiography,335,14,70.67,72.525,1,2.96,1
Arts,Chinese,182,11,48.15,66.7,1,2.88,0
Environmental Sciences,Quantity Surveying,394,27,91.05,50.0,1,2.96,2
Pharmacy,Pharmacy,274,16,63.05,76.125,1,2.56,1
Education,Education Physics,340,10,66.1,50.0,1,2.72,0
Environmental Sciences,Quantity Surveying,330,0,55.25,50.0,1,2.8,0
Clinical Sciences,Medicine and Surgery,308,30,83.7,80.8,1,3.04,2
Law,Law,277,27,76.83,68.65,1,3.04,2
Environmental Sciences,Quantity Surveying,174,30,63.75,50.0,1,2.4,0
Arts,Christian Religious Studies,392,5,69.2,61.625,1,3.04,0
Law,Law,397,21,84.22,68.65,1,2.72,2
Social Sciences,Economics,250,7,54.25,69.95,1,3.2,0
Engineering,Electrical & Electronics Engineering,302,23,73.15,50.0,1,2.48,2
Environmental Sciences,Urban & Regional Planning,165,23,57.23,50.0,1,2.72,0
Environmental Sciences,Architecture,263,1,46.67,50.0,1,2.56,0
Education,Education Chemistry,288,3,55.0,50.0,1,3.2,0
Law,Law,241,22,68.12,68.65,1,3.2,1
Engineering,Systems Engineering,333,20,76.42,50.0,1,2.96,2
Law,Law,297,8,57.12,68.65,1,2.4,0
Basic Medical Sciences,Pharmacology,193,30,68.92,72.625,1,2.96,0
Environmental Sciences,Urban & Regional Planning,344,30,87.0,50.0,1,2.8,2
Education,Education Physics,203,23,60.77,50.0,1,2.48,2
Science,Cell Biology & Genetics,351,20,81.47,50.0,1,3.52,2
Education,Education Biology,342,9,66.95,50.0,1,3.04,0
Basic Medical Sciences,Pharmacology,365,0,58.02,72.625,1,2.48,0
Pharmacy,Pharmacy,256,2,46.4,76.125,1,2.48,0
Pharmacy,Pharmacy,238,2,48.15,76.125,1,3.28,0
Dental Sciences,Dentistry,217,22,64.33,77.4,1,3.04,1
Management Sciences,Business Administration,385,22,83.33,68.65,1,2.64,2
Science,Industrial Mathematics,187,9,47.58,50.0,1,3.04,0
Law,Law,181,10,46.23,68.65,1,2.72,0
Dental Sciences,Dentistry,325,22,76.62,77.4,1,2.8,1
Engineering,Chemical & Petroleum Engineering,146,9,41.25,50.0,1,2.8,0
Engineering,Metallurgical & Material Engineering,389,23,86.83,50.0,1,3.04,2
Pharmacy,Pharmacy,336,14,71.2,76.125,1,3.04,1
Dental Sciences,Dentistry,270,7,55.15,77.4,1,2.88,0
Science,Geology,152,28,61.8,50.0,1,2.96,0
Dental Sciences,Dentistry,233,21,65.72,77.4,1,3.12,1
Environmental Sciences,Building,392,27,90.0,50.0,1,2.8,2
Basic Medical Sciences,Physiology,372,0,59.7,71.55,1,2.64,0
Pharmacy,Pharmacy,260,22,67.7,76.125,1,2.64,1
Dental Sciences,Dentistry,354,28,88.65,77.4,1,3.28,2
Education,Educational Administration,177,16,52.92,50.0,1,2.96,0
Arts,French,265,12,61.52,66.55,1,3.28,1
Law,Law,357,5,67.62,68.65,1,3.6,0
Clinical Sciences,Medicine and Surgery,145,9,42.33,80.8,1,3.04,0
Clinical Sciences,Radiography,151,12,45.67,72.525,1,2.96,0
Pharmacy,Pharmacy,148,4,37.7,76.125,1,3.04,0
Engineering,Chemical & Petroleum Engineering,234,24,65.25,50.0,1,2.4,2
Science,Industrial Mathematics,234,11,55.85,50.0,1,3.12,0
Management Sciences,IRPM,281,4,52.33,50.0,1,2.64,0
Clinical Sciences,Nursing,224,12,53.2,70.875,1,2.64,1
Arts,History & Strategic Studies,217,6,49.12,68.6,1,3.2,0
Pharmacy,Pharmacy,318,15,70.35,76.125,1,3.12,1
Arts,Chinese,264,11,60.8,66.7,1,3.36,0
Law,Law,279,0,48.48,68.65,1,2.72,0
Environmental Sciences,Architecture,229,10,55.42,50.0,1,3.36,0
Law,Law,162,10,46.25,68.65,1,3.2,0
Law,Law,214,12,53.95,68.65,1,3.04,1
Science,Microbiology,347,12,70.58,50.0,1,3.04,2
Dental Sciences,Dentistry,176,0,35.2,77.4,1,2.64,0
Dental Sciences,Dentistry,182,21,55.35,77.4,1,2.32,0
Dental Sciences,Dentistry,191,19,59.67,77.4,1,3.36,0
Basic Medical Sciences,Medical Laboratory Science,279,21,72.67,74.675,1,3.36,1
Social Sciences,Mass Communication,332,11,69.3,72.35,1,3.36,0
Clinical Sciences,Medicine and Surgery,383,20,85.08,80.8,1,3.44,2
Engineering,Surveying & Geoinformatics Engineering,280,29,78.4,50.0,1,2.88,2
Arts,Russian,215,11,51.88,67.65,1,2.8,0
Dental Sciences,Dentistry,390,14,77.95,77.4,1,3.04,2
Law,Law,248,4,47.8,68.65,1,2.56,0
Pharmacy,Pharmacy,265,20,66.72,76.125,1,2.72,1
Arts,History & Strategic Studies,247,10,54.08,68.6,1,2.64,0
Management Sciences,IRPM,377,9,73.72,50.0,1,3.52,0
Education,Education Yoruba,397,12,78.03,50.0,1,3.28,2
Clinical Sciences,Radiography,176,13,50.6,72.525,1,3.12,0
Environmental Sciences,Estate Management,167,7,44.67,50.0,1,3.36,0
Pharmacy,Pharmacy,223,26,68.67,76.125,1,2.96,1
Pharmacy,Pharmacy,307,3,55.77,76.125,1,2.88,0
Law,Law,335,1,56.08,68.65,1,2.64,0
Clinical Sciences,Nursing,379,1,62.77,70.875,1,2.88,0
Education,Education Geography,351,15,72.47,50.0,1,2.72,2
Education,Educational Foundations,380,6,70.3,50.0,1,3.36,0
Science,Geology,228,2,44.5,50.0,1,2.8,0
Management Sciences,Business Administration,357,6,66.22,68.65,1,3.12,0
Law,Law,203,27,69.58,68.65,1,3.44,2
Clinical Sciences,Nursing,225,25,71.53,70.875,1,3.68,2
Management Sciences,Finance,351,18,78.67,68.9,1,3.36,2
Basic Medical Sciences,Pharmacology,222,24,65.75,72.625,1,2.8,1
Management Sciences,Insurance,164,25,58.7,67.125,1,2.64,0
Pharmacy,Pharmacy,191,13,50.88,76.125,1,2.8,0
Social Sciences,Mass Communication,377,15,77.33,72.35,1,3.04,2
Clinical Sciences,Medicine and Surgery,364,11,72.9,80.8,1,3.28,0
Clinical Sciences,Radiography,257,22,66.92,72.525,1,2.56,1
Education,Technology Education,172,6,41.1,50.0,1,2.72,0
Arts,Creative Arts,236,2,43.1,67.05,1,2.32,0
Engineering,Metallurgical & Material Engineering,169,7,40.92,50.0,1,2.56,0
Science,Geophysics,398,4,68.95,50.0,1,3.04,0
Clinical Sciences,Medicine and Surgery,237,15,60.23,80.8,1,3.12,1
Engineering,Civil & Environmental Engineering,274,21,71.25,50.0,1,3.2,2
Environmental Sciences,Architecture,248,25,73.6,50.0,1,3.52,2
Pharmacy,Pharmacy,298,6,60.45,76.125,1,3.44,0
Education,Education Mathematics,145,6,38.92,50.0,1,2.96,0
Environmental Sciences,Urban & Regional Planning,175,22,58.67,50.0,1,2.96,0
Arts,Islamic Religious Studies,347,24,86.58,60.225,1,3.84,2
Law,Law,163,14,50.77,68.65,1,3.28,0
Pharmacy,Pharmacy,390,28,94.35,76.125,1,3.52,2
Engineering,Electrical & Electronics Engineering,393,17,83.72,50.0,1,3.52,2
Management Sciences,Actuarial Science,161,17,53.12,61.875,1,3.2,0
Science,Microbiology,164,4,40.9,50.0,1,3.28,0
Management Sciences,Finance,360,5,66.4,68.9,1,3.28,0
Pharmacy,Pharmacy,269,18,64.83,76.125,1,2.64,1
Science,Mathematics,208,18,59.2,50.0,1,3.04,2
Engineering,Civil & Environmental Engineering,187,13,52.77,50.0,1,3.28,0
Science,Botany,312,12,68.2,50.0,1,3.44,2
Clinical Sciences,Physiotherapy,318,2,56.15,73.75,1,2.88,0
Arts,Chinese,158,5,39.95,66.7,1,3.04,0
Basic Medical Sciences,Pharmacology,247,3,50.67,72.625,1,3.36,0
Basic Medical Sciences,Medical Laboratory Science,322,17,70.05,74.675,1,2.56,1
Social Sciences,Political Science,304,6,60.0,68.6,1,3.2,0
Management Sciences,IRPM,178,24,60.65,50.0,1,2.88,0
Engineering,Electrical & Electronics Engineering,304,20,73.6,50.0,1,3.12,2
Dental Sciences,Dentistry,304,28,83.2,77.4,1,3.44,2
Environmental Sciences,Architecture,164,27,66.3,50.0,1,3.76,0
Science,Statistics,344,8,67.4,50.0,1,3.28,0
Social Sciences,Mass Communication,298,22,72.85,72.35,1,2.72,2
Environmental Sciences,Urban & Regional Planning,343,13,71.88,50.0,1,3.2,2
Education,Educational Administration,163,17,50.58,50.0,1,2.64,0
Clinical Sciences,Nursing,201,23,64.92,70.875,1,3.36,1
Dental Sciences,Dentistry,272,9,57.0,77.4,1,2.8,0
Dental Sciences,Dentistry,147,15,47.38,77.4,1,2.8,0
Engineering,Electrical & Electronics Engineering,210,25,64.85,50.0,1,2.72,2
Clinical Sciences,Radiography,230,19,64.55,72.525,1,3.36,1
Law,Law,178,12,49.05,68.65,1,2.96,0
Social Sciences,Social Work,385,12,74.12,50.0,1,2.8,2
Basic Medical Sciences,Physiology,372,0,63.7,71.55,1,3.44,0
Science,Geology,354,8,71.05,50.0,1,3.76,0
Social Sciences,Geography,371,30,94.38,50.0,1,3.6,2
Management Sciences,Accounting,210,22,63.45,74.1,1,3.04,1
Law,Law,180,4,40.5,68.65,1,2.8,0
Science,Industrial Mathematics,180,17,53.5,50.0,1,2.8,0
Engineering,Electrical & Electronics Engineering,229,18,62.23,50.0,1,3.12,2
Dental Sciences,Dentistry,387,11,76.17,77.4,1,3.36,0
Social Sciences,Economics,287,11,60.08,69.95,1,2.64,0
Environmental Sciences,Urban & Regional Planning,332,13,73.3,50.0,1,3.76,2
Basic Medical Sciences,Physiology,237,14,59.23,71.55,1,3.12,1
Environmental Sciences,Quantity Surveying,378,23,85.85,50.0,1,3.12,2
Management Sciences,Actuarial Science,204,19,61.7,61.875,1,3.44,1
Environmental Sciences,Estate Management,197,12,50.62,50.0,1,2.8,0
Basic Medical Sciences,Physiology,164,0,36.5,71.55,1,3.2,0
Arts,Christian Religious Studies,328,24,79.0,61.625,1,2.8,2
Science,Botany,277,17,64.42,50.0,1,2.56,2
Pharmacy,Pharmacy,147,17,51.77,76.125,1,3.28,0
Pharmacy,Pharmacy,151,17,51.08,76.125,1,3.04,0
Dental Sciences,Dentistry,150,17,50.95,77.4,1,3.04,0
Science,Industrial Mathematics,192,6,46.0,50.0,1,3.2,0
Pharmacy,Pharmacy,330,22,76.05,76.125,1,2.56,1
Education,Technology Education,189,8,49.62,50.0,1,3.6,0
Arts,Russian,224,7,49.0,67.65,1,2.8,0
Pharmacy,Pharmacy,303,12,65.47,76.125,1,3.12,1
Pharmacy,Pharmacy,173,17,52.62,76.125,1,2.8,0
Arts,Philosophy,311,9,61.48,67.4,1,2.72,0
Arts,History & Strategic Studies,258,17,65.65,68.6,1,3.28,1
Social Sciences,Geography,274,18,67.05,50.0,1,2.96,2
Dental Sciences,Dentistry,384,22,87.6,77.4,1,3.52,2
Management Sciences,Finance,387,23,85.38,68.9,1,2.8,2
Dental Sciences,Dentistry,244,8,54.5,77.4,1,3.2,0
Education,Technology Education,229,7,51.62,50.0,1,3.2,0
Social Sciences,Geography,344,29,85.2,50.0,1,2.64,2
Pharmacy,Pharmacy,358,16,77.55,76.125,1,3.36,2
Science,Chemistry,237,4,50.42,50.0,1,3.36,0
Basic Medical Sciences,Pharmacology,212,1,43.9,72.625,1,3.28,0
Engineering,Metallurgical & Material Engineering,359,18,80.47,50.0,1,3.52,2
Dental Sciences,Dentistry,300,20,70.3,77.4,1,2.56,1
Clinical Sciences,Medicine and Surgery,384,18,80.8,80.8,1,2.96,2
Engineering,Biomedical Engineering,189,22,60.83,50.0,1,3.04,0
Management Sciences,IRPM,288,12,64.0,50.0,1,3.2,2
Engineering,Electrical & Electronics Engineering,151,13,45.88,50.0,1,2.8,0
Clinical Sciences,Medicine and Surgery,153,4,35.12,80.8,1,2.4,0
Basic Medical Sciences,Physiology,238,17,63.95,71.55,1,3.44,1
Law,Law,236,27,73.3,68.65,1,3.36,2
Clinical Sciences,Physiotherapy,227,22,63.98,73.75,1,2.72,1
Law,Law,142,27,60.75,68.65,1,3.2,0
Science,Industrial Mathematics,267,6,54.98,50.0,1,3.12,0
Management Sciences,Actuarial Science,158,4,39.75,61.875,1,3.2,0
Dental Sciences,Dentistry,328,5,62.4,77.4,1,3.28,0
Pharmacy,Pharmacy,336,26,84.4,76.125,1,3.28,2
Environmental Sciences,Estate Management,263,18,65.67,50.0,1,2.96,2
Dental Sciences,Dentistry,196,2,41.3,77.4,1,2.96,0
Education,Education Islamic Religious Studies,236,7,50.5,50.0,1,2.8,0
Social Sciences,Mass Communication,362,24,84.85,72.35,1,3.12,2
Environmental Sciences,Urban & Regional Planning,214,26,67.15,50.0,1,2.88,2
Clinical Sciences,Radiography,357,25,84.42,72.525,1,2.96,2
Law,Law,224,2,47.6,68.65,1,3.52,0
Basic Medical Sciences,Physiology,342,10,66.75,71.55,1,2.8,0
Social Sciences,Social Work,161,28,64.92,50.0,1,3.36,0
Science,Marine Biology,305,8,60.92,50.0,1,2.96,0
Environmental Sciences,Building,237,19,63.83,50.0,1,3.04,2
Law,Law,310,22,74.75,68.65,1,2.8,2
Clinical Sciences,Nursing,376,7,70.0,70.875,1,3.2,0
Basic Medical Sciences,Medical Laboratory Science,179,19,58.17,74.675,1,3.36,0
Dental Sciences,Dentistry,312,15,69.2,77.4,1,3.04,1
Management Sciences,Accounting,227,9,51.38,74.1,1,2.8,0
Law,Law,193,21,59.52,68.65,1,2.88,0
Environmental Sciences,Estate Management,394,28,94.45,50.0,1,3.44,2
Management Sciences,Business Administration,268,9,55.7,68.65,1,2.64,0
Management Sciences,IRPM,228,5,47.9,50.0,1,2.88,0
Science,Fisheries,175,16,52.27,50.0,1,2.88,0
Education,Education Physics,201,8,46.33,50.0,1,2.64,0
Education,Health Education,284,0,47.9,50.0,1,2.48,0
Law,Law,374,12,74.75,68.65,1,3.2,2
Arts,Christian Religious Studies,205,5,43.83,61.625,1,2.64,0
Law,Law,213,25,66.42,68.65,1,2.96,1
Basic Medical Sciences,Pharmacology,206,0,41.35,72.625,1,3.12,0
Education,Education History,336,29,85.0,50.0,1,2.8,2
Dental Sciences,Dentistry,251,7,53.17,77.4,1,2.96,0
Arts,French,256,23,69.4,66.55,1,2.88,2
Education,Education Biology,154,29,60.25,50.0,1,2.4,0
Dental Sciences,Dentistry,266,2,51.65,77.4,1,3.28,0
Dental Sciences,Dentistry,339,9,67.78,77.4,1,3.28,0
Environmental Sciences,Quantity Surveying,281,28,79.12,50.0,1,3.2,2
Arts,Islamic Religious Studies,384,5,66.2,60.225,1,2.64,0
Clinical Sciences,Medicine and Surgery,303,22,73.47,80.8,1,2.72,1
Education,Health Education,195,11,52.17,50.0,1,3.36,0
Education,Adult Education,144,16,49.6,50.0,1,3.12,0
Management Sciences,Accounting,159,18,53.48,74.1,1,3.12,0
Pharmacy,Pharmacy,222,22,63.35,76.125,1,2.72,1
Arts,English,233,19,66.12,68.175,1,3.6,1
Clinical Sciences,Physiotherapy,330,5,61.85,73.75,1,3.12,0
Management Sciences,Accounting,399,27,91.28,74.1,1,2.88,2
Clinical Sciences,Medicine and Surgery,218,1,41.85,80.8,1,2.72,0
Arts,Philosophy,374,30,92.35,67.4,1,3.12,2
Environmental Sciences,Urban & Regional Planning,143,10,41.08,50.0,1,2.64,0
Basic Medical Sciences,Pharmacology,185,12,49.52,72.625,1,2.88,0
Pharmacy,Pharmacy,258,6,55.05,76.125,1,3.36,0
Clinical Sciences,Physiotherapy,325,18,73.03,73.75,1,2.88,1
Clinical Sciences,Radiography,324,20,73.3,72.525,1,2.56,2
Arts,French,329,8,67.53,66.55,1,3.68,0
Social Sciences,Social Work,391,23,87.47,50.0,1,3.12,2
Management Sciences,Accounting,347,18,78.58,74.1,1,3.44,2
Science,Botany,198,6,42.75,50.0,1,2.4,0
Management Sciences,IRPM,293,23,75.22,50.0,1,3.12,2
Law,Law,144,11,43.0,68.65,1,2.8,0
Science,Industrial Mathematics,326,0,55.55,50.0,1,2.96,0
Basic Medical Sciences,Medical Laboratory Science,398,17,81.95,74.675,1,3.04,2
Arts,English,212,23,63.9,68.175,1,2.88,1
Engineering,Systems Engineering,217,21,64.53,50.0,1,3.28,2
Dental Sciences,Dentistry,262,3,49.75,77.4,1,2.8,0
Arts,Islamic Religious Studies,204,24,65.9,60.225,1,3.28,2
Clinical Sciences,Nursing,350,5,64.75,70.875,1,3.2,0
Clinical Sciences,Nursing,293,4,54.62,70.875,1,2.8,0
Environmental Sciences,Building,361,13,72.53,50.0,1,2.88,2
Environmental Sciences,Architecture,275,12,61.58,50.0,1,3.04,2
Environmental Sciences,Estate Management,242,9,53.65,50.0,1,2.88,0
Clinical Sciences,Radiography,254,6,51.75,72.525,1,2.8,0
Science,Mathematics,182,20,59.15,50.0,1,3.28,0
Social Sciences,Sociology,230,8,51.95,66.15,1,3.04,0
Clinical Sciences,Nursing,149,7,41.62,70.875,1,3.2,0
Science,Mathematics,249,7,52.12,50.0,1,2.8,0
Clinical Sciences,Medicine and Surgery,379,28,89.38,80.8,1,2.8,2
Engineering,Computer Engineering,189,20,59.23,50.0,1,3.12,0
Science,Industrial Mathematics,382,20,84.55,50.0,1,3.36,2
Social Sciences,Sociology,374,28,89.15,66.15,1,2.88,2
Clinical Sciences,Nursing,161,5,41.52,70.875,1,3.28,0
Management Sciences,Business Administration,227,3,48.58,68.65,1,3.44,0
Law,Law,323,20,76.78,68.65,1,3.28,2
Dental Sciences,Dentistry,140,18,51.5,77.4,1,3.2,0
Education,Education Geography,227,7,50.17,50.0,1,2.96,0
Pharmacy,Pharmacy,332,30,84.7,76.125,1,2.64,2
Law,Law,333,11,69.42,68.65,1,3.36,0
Dental Sciences,Dentistry,174,3,37.95,77.4,1,2.64,0
Social Sciences,Geography,142,26,58.95,50.0,1,3.04,0
Environmental Sciences,Building,150,30,64.35,50.0,1,3.12,0
Dental Sciences,Dentistry,274,18,67.85,77.4,1,3.12,1
Science,Geology,342,7,66.55,50.0,1,3.36,0
Arts,French,385,15,78.72,66.55,1,3.12,2
Clinical Sciences,Nursing,251,24,68.97,70.875,1,2.72,1
Basic Medical Sciences,Medical Laboratory Science,276,10,60.5,74.675,1,3.2,0
Social Sciences,Mass Communication,146,21,51.65,72.35,1,2.48,0
Management Sciences,Business Administration,160,30,64.0,68.65,1,2.8,0
Dental Sciences,Dentistry,162,10,46.25,77.4,1,3.2,0
Environmental Sciences,Building,399,0,64.67,50.0,1,2.96,0
Management Sciences,Finance,275,21,70.17,68.9,1,2.96,2
Engineering,Electrical & Electronics Engineering,257,13,61.12,50.0,1,3.2,2
Pharmacy,Pharmacy,268,11,58.5,76.125,1,2.8,0
Science,Physics,392,17,80.4,50.0,1,2.88,2
Clinical Sciences,Nursing,378,13,73.85,70.875,1,2.72,2
Social Sciences,Sociology,232,26,70.6,66.15,1,3.12,2
Science,Botany,148,1,32.7,50.0,1,2.64,0
Basic Medical Sciences,Medical Laboratory Science,243,12,57.58,74.675,1,3.04,1
Law,Law,390,2,65.95,68.65,1,3.04,0
Education,Education History,334,7,62.75,50.0,1,2.8,0
Social Sciences,Political Science,192,8,48.4,68.6,1,3.28,0
Engineering,Computer Engineering,213,20,58.62,50.0,1,2.4,2
Science,Geology,338,23,81.25,50.0,1,3.2,2
Science,Statistics,145,20,54.12,50.0,1,3.2,0
Social Sciences,Political Science,182,4,42.35,68.6,1,3.12,0
Environmental Sciences,Estate Management,211,16,57.98,50.0,1,3.12,2
Engineering,Biomedical Engineering,369,0,60.92,50.0,1,2.96,0
Basic Medical Sciences,Pharmacology,354,7,63.25,72.625,1,2.4,0
Basic Medical Sciences,Medical Laboratory Science,177,28,62.52,74.675,1,2.48,0
Science,Botany,226,0,43.85,50.0,1,3.12,0
Management Sciences,Finance,184,5,45.2,68.9,1,3.44,0
Law,Law,321,11,65.53,68.65,1,2.88,0
Social Sciences,Geography,301,16,68.83,50.0,1,3.04,2
Law,Law,219,7,51.17,68.65,1,3.36,0
Dental Sciences,Dentistry,227,3,44.98,77.4,1,2.72,0
Pharmacy,Pharmacy,164,23,57.9,76.125,1,2.88,0
Clinical Sciences,Radiography,313,12,66.33,72.525,1,3.04,1
Science,Botany,256,16,61.6,50.0,1,2.72,2
Education,Education Mathematics,300,4,56.7,50.0,1,3.04,0
Pharmacy,Pharmacy,328,14,69.4,76.125,1,2.88,1
Engineering,Surveying & Geoinformatics Engineering,249,1,49.33,50.0,1,3.44,0
Science,Cell Biology & Genetics,294,28,77.55,50.0,1,2.56,2
Arts,Islamic Religious Studies,342,19,78.15,60.225,1,3.28,2
Social Sciences,Economics,389,26,90.22,69.95,1,3.12,2
Environmental Sciences,Urban & Regional Planning,375,1,62.27,50.0,1,2.88,0
Engineering,Surveying & Geoinformatics Engineering,170,22,59.65,50.0,1,3.28,0
Management Sciences,Insurance,377,1,61.33,67.125,1,2.64,0
Education,Education Physics,284,29,78.5,50.0,1,2.8,2
Basic Medical Sciences,Physiology,284,18,69.9,71.55,1,3.28,1
Environmental Sciences,Architecture,326,14,68.75,50.0,1,2.8,2
Clinical Sciences,Nursing,293,29,81.62,70.875,1,3.2,2
Law,Law,142,30,62.55,68.65,1,2.96,0
Management Sciences,Insurance,367,11,73.28,67.125,1,3.28,0
Social Sciences,Political Science,159,11,46.08,68.6,1,3.04,0
Education,Business Education,360,11,73.2,50.0,1,3.44,0
Clinical Sciences,Physiotherapy,385,6,70.12,73.75,1,3.2,0
Management Sciences,Actuarial Science,243,13,56.98,61.875,1,2.72,1
Education,Education French,294,8,60.75,50.0,1,3.2,0
Basic Medical Sciences,Medical Laboratory Science,318,8,62.95,74.675,1,3.04,0
Arts,Creative Arts,315,29,83.17,67.05,1,2.96,2
Engineering,Metallurgical & Material Engineering,166,5,39.35,50.0,1,2.72,0
Science,Statistics,298,16,68.05,50.0,1,2.96,2
Basic Medical Sciences,Medical Laboratory Science,140,0,31.5,74.675,1,2.8,0
Dental Sciences,Dentistry,399,29,94.08,77.4,1,3.04,2
Pharmacy,Pharmacy,279,5,55.48,76.125,1,3.12,0
Law,Law,176,12,50.0,68.65,1,3.2,0
Management Sciences,Actuarial Science,393,28,91.92,61.875,1,2.96,2
Social Sciences,Mass Communication,258,22,68.65,72.35,1,2.88,1
Dental Sciences,Dentistry,210,8,50.25,77.4,1,3.2,0
Education,Business Education,349,5,63.42,50.0,1,2.96,0
Education,Education Biology,357,7,67.22,50.0,1,3.12,0
Social Sciences,Mass Communication,169,15,53.73,72.35,1,3.52,0
