Faculty,Department,UTME_Score,UTME_Cutoff,Aggregate_Score,Aggregate_Cutoff,Olevel_Valid,Sittings,Admission_Status,Olevel_Grades
Communications and Media Studies,Broadcasting,201,150,55.15,64.0,True,1,not admitted,"B2, C4, C6, C6, B2"
Law,Law,298,240,60.7,55.0,True,2,admitted,"B3, B3, C6, C6, A1"
Management Sciences,Public Administration,337,160,80.55,55.0,True,1,admitted,"C5, C4, C4, A1, A1"
Environmental Design and Management,Quantity Surveying,306,170,68.9,60.5,True,2,admitted,"B2, B3, B2, A1, C4"
Science,Mathematics,240,150,52.0,55.5,True,2,not admitted,"C6, B3, B2, C4, C4"
Management Sciences,Finance,273,160,56.95,55.0,True,2,admitted,"B2, C6, C6, C4, A1"
Agriculture,Hospitality and Tourism Management,159,150,54.85,58.45,True,1,not admitted,"A1, B3, B3, A1, C6"
Social Sciences,Psychology,191,150,54.65,64.5,True,1,not admitted,"C4, C6, A1, B2, C6"
Environmental Design and Management,Architecture,251,210,55.65,66.25,True,2,not admitted,"C4, A1, B3, B3, C6"
Environmental Design and Management,Urban and Regional Planning,234,150,60.1,56.0,True,2,admitted,"B2, B2, A1, A1, C4"
Basic Medical Science,Radiology and Radiography,149,200,34.35,71.3,True,2,not admitted,"C5, B3, C6, B3, C6"
Communications and Media Studies,Pulic Relations,271,150,59.65,55.0,True,2,admitted,"C5, A1, C4, B3, B3"
Education,Guidance and Counselling,180,150,46.0,59.05,True,2,not admitted,"C6, A1, B3, B2, C4"
Arts,Theatre and Media Arts,228,200,52.2,65.8,True,2,not admitted,"B3, C5, C5, B3, A1"
Education,Physics Education,256,150,52.4,53.6,True,2,not admitted,"C6, C6, C4, A1, C4"
College of Medicine,Medicine and Surgery,220,260,64.0,55.0,True,1,not admitted,"B2, B3, B2, B3, C4"
Agriculture,Fisheries and Aquaculture,271,150,54.65,50.3,True,2,admitted,"C5, C6, A1, C4, C5"
Basic Medical Science,Medical Laboratory Science,270,200,72.5,72.3,True,1,admitted,"B3, A1, B2, A1, C6"
Basic Medical Science,Medical Laboratory Science,189,200,50.35,72.3,True,2,not admitted,"A1, B2, C5, B3, B2"
Agriculture,Agricultural Economics and Extension,187,150,48.05,57.8,True,2,not admitted,"C4, A1, C5, B2, B3"
Communications and Media Studies,Mass Communication,230,220,58.5,66.3,True,1,not admitted,"C4, C6, B3, B2, C6"
Management Sciences,Finance,343,160,81.45,55.0,True,1,admitted,"C6, C4, A1, B3, A1"
Law,Law,264,240,71.6,55.0,True,1,admitted,"C5, B2, B2, A1, B3"
Engineering,Agricultural and Bio-Resources Engineering,283,160,64.45,55.0,True,2,admitted,"A1, C4, B2, C4, B2"
Social Sciences,Geography,246,150,68.9,55.0,True,1,admitted,"B2, C6, A1, B2, B2"
Environmental Design and Management,Estate Management,325,160,77.75,57.5,True,1,admitted,"A1, B2, C4, C5, C4"
Communications and Media Studies,Broadcasting,221,150,56.15,64.0,True,2,not admitted,"A1, B3, B3, C4, A1"
Agriculture,Soil Science and Land Resources Management,187,150,45.05,55.0,True,2,not admitted,"C5, C5, A1, C5, B2"
College of Medicine,Medicine and Surgery,271,260,69.65,55.0,True,1,admitted,"B2, C6, C5, B2, A1"
Arts, English and Literary Studies,300,150,62.0,55.0,True,2,admitted,"A1, B2, C5, C6, C4"
Science,Industrial Chemistry,145,150,53.75,60.5,True,1,not admitted,"C6, A1, A1, C4, A1"
Arts, English and Literary Studies,161,150,46.15,55.0,True,1,not admitted,"C6, A1, C4, C6, C6"
Communications and Media Studies,Broadcasting,337,150,67.55,64.0,True,2,admitted,"C4, C5, C5, A1, B3"
Science,Microbiology,348,180,81.2,65.75,True,1,admitted,"C6, C6, B2, A1, A1"
Environmental Design and Management,Urban and Regional Planning,229,150,60.35,56.0,True,1,admitted,"C6, A1, C6, B3, B3"
Environmental Design and Management,Architecture,252,210,49.8,66.25,True,2,not admitted,"B3, C4, C5, C6, C5"
Agriculture,Water Resources Management and Agrometeorology,230,150,60.5,55.0,True,1,admitted,"B3, C5, C4, A1, C6"
Agriculture,Fisheries and Aquaculture,151,150,38.65,50.3,True,2,not admitted,"C5, C5, B2, B3, C4"
College of Medicine,Medicine and Surgery,269,260,66.35,55.0,True,1,admitted,"C5, B2, C4, C6, B2"
Agriculture,Animal Production and Health,154,150,37.1,61.3,True,2,not admitted,"C5, A1, C6, C5, C4"
College of Medicine,Medicine and Surgery,281,260,69.15,55.0,True,1,admitted,"B2, B3, B3, C5, C5"
Arts,Linguistics and Language,279,150,72.85,55.0,True,1,admitted,"C4, B3, B3, A1, B3"
Environmental Design and Management,Building,347,170,79.05,57.5,True,1,admitted,"B2, B3, C5, B3, C5"
Arts,Theatre and Media Arts,298,200,71.7,65.8,True,1,admitted,"C6, C6, C4, A1, A1"
Management Sciences,Public Administration,212,160,51.8,55.0,True,2,not admitted,"A1, B2, C5, B2, C5"
Arts, English and Literary Studies,290,150,64.5,55.0,True,2,admitted,"B2, C6, A1, B2, B3"
Agriculture,Animal Production and Health,148,150,31.2,61.3,True,2,not admitted,"C5, C6, B3, C6, C6"
Pharmacy,Doctor of Pharmacy,201,240,47.15,55.0,True,2,not admitted,"B2, C6, A1, B3, C6"
College of Medicine,Medicine and Surgery,312,260,73.8,55.0,True,1,admitted,"C4, C5, B2, B3, C4"
Social Sciences,Sociology,234,160,50.1,63.95,True,2,not admitted,"B2, A1, C5, C6, C6"
Agriculture,Crop Science and Horticulture,272,150,63.8,57.3,True,1,admitted,"C5, C4, C6, B2, C5"
Engineering,Electrical and Electronics Engineering,148,200,42.2,63.3,True,2,not admitted,"B2, B2, C6, A1, C4"
Education,Library and Information Science,174,150,49.1,64.5,True,2,not admitted,"A1, A1, C5, B3, B2"
Science,Computer Science,262,200,54.3,65.3,True,2,not admitted,"C4, A1, C6, C6, B3"
Communications and Media Studies,Journalism,250,150,70.5,64.0,True,1,admitted,"A1, A1, B2, B3, C5"
Law,Law,237,240,46.55,55.0,True,2,not admitted,"C6, C5, C5, C6, B2"
Education,Biology Education,184,150,44.6,55.0,True,2,not admitted,"C5, B3, A1, C6, B3"
Agriculture,Water Resources Management and Agrometeorology,273,150,72.95,55.0,True,1,admitted,"B3, B3, A1, C5, A1"
Communications and Media Studies,Pulic Relations,168,150,36.2,55.0,True,2,not admitted,"C6, C4, C5, C5, C4"
Basic Medical Science,Radiology and Radiography,276,200,71.4,71.3,True,1,admitted,"C5, C5, B2, A1, B2"
Basic Medical Science,Anatomy,287,180,53.05,63.3,True,2,not admitted,"C6, C6, C4, C5, C4"
Agriculture,Crop Science and Horticulture,223,150,52.45,57.3,True,2,not admitted,"A1, C6, C4, B3, B2"
Management Sciences,Business Administration,210,200,54.5,55.0,True,1,not admitted,"B3, C4, C4, C6, C5"
Law,Law,345,240,81.75,55.0,True,1,admitted,"C5, C5, A1, B2, B2"
Law,Law,287,240,63.05,55.0,True,2,admitted,"C4, B2, C4, B3, B2"
Science,Zoology,169,150,44.35,55.5,True,2,not admitted,"C4, B3, B2, C4, B3"
Science,Microbiology,250,180,51.5,65.75,True,2,not admitted,"C4, B2, B3, C6, C6"
College of Medicine,Medicine and Surgery,246,260,70.9,55.0,True,1,not admitted,"A1, B2, C4, A1, B3"
Arts,Linguistics and Language,197,150,51.55,55.0,True,2,not admitted,"B2, B2, B3, A1, C5"
Environmental Design and Management,Survey and Geo-informatics,258,150,56.7,55.0,True,2,admitted,"A1, C5, C6, A1, C4"
Communications and Media Studies,Broadcasting,288,150,68.2,64.0,True,1,admitted,"C5, C4, B2, C5, C4"
Management Sciences,Accounting,239,200,60.85,55.0,True,1,admitted,"B3, C4, B3, C6, C4"
Communications and Media Studies,Mass Communication,193,220,52.95,66.3,True,1,not admitted,"C6, C6, B2, C5, B2"
Engineering,Electrical and Electronics Engineering,320,200,66.0,63.3,True,2,admitted,"C5, A1, B2, C4, C5"
Arts,Linguistics and Language,349,150,72.35,55.0,True,2,admitted,"C6, B3, A1, B2, B3"
Basic Medical Science,Nursing Science,215,150,55.25,55.0,True,1,admitted,"C6, B2, C6, B3, C5"
College of Medicine,Medicine and Surgery,202,260,56.3,55.0,True,1,not admitted,"B2, B2, C6, C6, B3"
Pharmacy,Doctor of Pharmacy,241,240,49.15,55.0,True,2,not admitted,"C5, B3, C6, C6, B2"
Basic Medical Science,Physiology,194,180,47.1,61.5,True,2,not admitted,"B2, C4, C4, C5, B2"
Law,Law,256,240,57.4,55.0,True,2,admitted,"C5, B2, A1, C5, B3"
Engineering,Computer Engineering,291,200,59.65,64.3,True,2,not admitted,"C4, C6, B3, B3, B3"
Environmental Design and Management,Quantity Surveying,195,170,49.25,60.5,True,2,not admitted,"C5, A1, C4, B2, B3"
Arts, English and Literary Studies,252,150,58.8,55.0,True,2,admitted,"B3, C4, A1, C4, B2"
Management Sciences,Public Administration,201,160,49.15,55.0,True,2,not admitted,"A1, C6, A1, C4, C4"
Management Sciences,Business Administration,278,200,60.7,55.0,True,2,admitted,"C5, C4, B2, C4, A1"
Education,Biology Education,340,150,76.0,55.0,True,1,admitted,"C6, C5, A1, C4, C4"
Environmental Design and Management,Urban and Regional Planning,171,150,38.65,56.0,True,2,not admitted,"B3, C6, A1, C6, C6"
Engineering,Computer Engineering,334,200,81.1,64.3,True,1,admitted,"C5, A1, A1, A1, C6"
College of Medicine,Medicine and Surgery,346,260,83.9,55.0,True,1,admitted,"A1, A1, C6, B3, B2"
Social Sciences,Geography,156,150,47.4,55.0,True,1,not admitted,"A1, C6, C5, C5, C4"
Social Sciences,Criminology and Security Studies,242,200,51.3,55.0,True,2,not admitted,"C6, B3, C5, A1, C5"
Environmental Design and Management,Quantity Surveying,169,170,50.35,60.5,True,1,not admitted,"C4, C5, B3, C4, C4"
Social Sciences,Demography and Social Statistics,346,150,70.9,60.5,True,2,admitted,"C5, C6, A1, A1, B3"
Social Sciences,Geography,346,150,83.9,55.0,True,1,admitted,"B3, B3, A1, C4, B2"
Agriculture,Crop Science and Horticulture,226,150,69.9,57.3,True,1,admitted,"B3, A1, B3, A1, A1"
Education,Library and Information Science,293,150,68.95,64.5,True,1,admitted,"C5, C4, C6, B2, B3"
Education,Mathematics Education,294,150,68.1,55.5,True,1,admitted,"C5, B3, C6, C4, B3"
Science,Microbiology,271,180,73.65,65.75,True,1,admitted,"C4, A1, B2, B3, B2"
Environmental Design and Management,Quantity Surveying,201,170,59.15,60.5,True,1,not admitted,"B2, B3, C6, B2, B3"
Environmental Design and Management,Estate Management,276,160,65.4,57.5,True,2,admitted,"B2, B2, A1, C5, A1"
Environmental Design and Management,Estate Management,295,160,63.25,57.5,True,2,admitted,"B3, A1, C5, C6, A1"
College of Medicine,Medicine and Surgery,237,260,48.55,55.0,True,2,not admitted,"C6, C4, C4, C6, B2"
Environmental Design and Management,Survey and Geo-informatics,349,150,66.35,55.0,True,2,admitted,"C6, C5, B2, B3, C5"
Law,Law,267,240,56.05,55.0,True,2,admitted,"C5, B3, C6, A1, C4"
Pharmacy,Doctor of Pharmacy,274,240,57.1,55.0,True,2,admitted,"B3, A1, C5, C5, C5"
Education,Chemistry Education,330,150,69.5,55.0,True,2,admitted,"A1, C5, C5, A1, B3"
Education,Chemistry Education,249,150,57.35,55.0,True,2,admitted,"B2, A1, C5, B2, C5"
Social Sciences,Sociology,337,160,66.55,63.95,True,2,admitted,"C5, C5, C5, B2, B2"
Arts,Theatre and Media Arts,203,200,55.45,65.8,True,1,not admitted,"C4, B2, B2, C6, C6"
Environmental Design and Management,Building,237,170,59.55,57.5,True,1,admitted,"C4, C6, C6, B2, B3"
College of Medicine,Medicine and Surgery,277,260,66.55,55.0,True,1,admitted,"C5, C6, A1, C6, B2"
Basic Medical Science,Medical Laboratory Science,321,200,65.15,72.3,True,2,not admitted,"C4, C4, C6, B3, A1"
Management Sciences,Public Administration,159,160,49.85,55.0,True,1,not admitted,"C5, B2, C4, B2, C6"
Management Sciences,Public Administration,198,160,44.7,55.0,True,2,not admitted,"C4, B2, C5, C5, C4"
Engineering,Mechanical Engineering,182,200,44.3,65.0,True,2,not admitted,"A1, B3, C6, B2, C6"
Environmental Design and Management,Quantity Surveying,343,170,78.45,60.5,True,1,admitted,"A1, C4, C6, B3, C4"
Basic Medical Science,Anatomy,256,180,59.4,63.3,True,2,not admitted,"B3, C4, B2, C4, A1"
College of Medicine,Medicine and Surgery,141,260,40.15,55.0,True,2,not admitted,"B2, C4, B3, C4, B3"
Law,Law,346,240,68.9,55.0,True,2,admitted,"C5, B2, A1, C4, C6"
Environmental Design and Management,Quantity Surveying,234,170,69.1,60.5,True,1,admitted,"A1, B2, B2, A1, C5"
Education,Biology Education,247,150,50.05,55.0,True,2,not admitted,"C4, C4, C4, C4, C6"
Pharmacy,Doctor of Pharmacy,282,240,58.3,55.0,True,2,admitted,"C4, B3, C4, C5, B3"
Education,Physics Education,283,150,71.45,53.6,True,1,admitted,"A1, B3, C4, B3, C5"
Arts,Linguistics and Language,341,150,76.15,55.0,True,1,admitted,"B3, C6, A1, C4, C6"
College of Medicine,Medicine and Surgery,210,260,45.5,55.0,True,2,not admitted,"C4, C5, C4, C5, B3"
Social Sciences,Criminology and Security Studies,237,200,48.55,55.0,True,2,not admitted,"B3, C6, C4, C6, B3"
Management Sciences,Accounting,257,200,59.55,55.0,True,2,admitted,"B2, C6, B2, A1, B3"
Pharmacy,Doctor of Pharmacy,241,240,62.15,55.0,True,1,admitted,"C4, B2, C4, C5, C4"
College of Medicine,Medicine and Surgery,263,260,64.45,55.0,True,2,admitted,"A1, C5, A1, B2, A1"
Basic Medical Science,Medical Laboratory Science,191,200,41.65,72.3,True,2,not admitted,"C6, C6, B3, C5, B2"
Science,Industrial Chemistry,166,150,54.9,60.5,True,1,not admitted,"C4, C4, B3, B2, B2"
Agriculture,Food Science and Technology,331,150,78.65,58.0,True,1,admitted,"C4, C5, B2, B2, B3"
Education,Guidance and Counselling,224,150,49.6,59.05,True,2,not admitted,"B3, C4, B3, C5, C4"
Education,Human Kinetics,197,150,58.55,54.9,True,1,admitted,"A1, C6, B2, C4, B3"
Arts,History and International Studies,222,180,56.3,67.8,True,1,not admitted,"A1, C6, C6, B3, C6"
Law,Law,332,240,74.8,55.0,True,1,admitted,"C5, C4, A1, C6, C4"
College of Medicine,Medicine and Surgery,334,260,67.1,55.0,True,2,admitted,"C4, C4, B3, A1, C6"
Arts,History and International Studies,212,180,55.8,67.8,True,1,not admitted,"C4, C5, C6, C5, A1"
College of Medicine,Medicine and Surgery,188,260,60.2,55.0,True,1,not admitted,"C5, A1, B3, A1, B3"
Arts,Theatre and Media Arts,178,200,48.7,65.8,True,1,not admitted,"C5, B3, B3, C6, C6"
Environmental Design and Management,Urban and Regional Planning,298,150,66.7,56.0,True,1,admitted,"B3, C6, C5, C4, C5"
Basic Medical Science,Nursing Science,273,150,60.95,55.0,True,2,admitted,"C6, A1, C5, B2, A1"
College of Medicine,Medicine and Surgery,190,260,46.5,55.0,True,2,not admitted,"B3, C5, B2, B3, C4"
Basic Medical Science,Physiology,259,180,63.85,61.5,True,1,admitted,"C5, C6, C4, A1, C4"
Agriculture,Hospitality and Tourism Management,205,150,51.75,58.45,True,2,not admitted,"A1, C4, C4, B2, B3"
Environmental Design and Management,Estate Management,179,160,46.85,57.5,True,2,not admitted,"B2, C5, B3, B3, B2"
Environmental Design and Management,Architecture,295,210,56.25,66.25,True,2,not admitted,"C4, C6, C6, A1, C6"
Management Sciences,Public Administration,269,160,67.35,55.0,True,1,admitted,"B3, C4, C5, C5, A1"
Engineering,Electrical and Electronics Engineering,170,200,40.5,63.3,True,2,not admitted,"B3, B3, C6, C6, B2"
Law,Law,235,240,67.25,55.0,True,1,not admitted,"B2, B3, C4, A1, B3"
Social Sciences,Demography and Social Statistics,251,150,72.65,60.5,True,1,admitted,"A1, C4, A1, B2, B2"
Communications and Media Studies,Pulic Relations,240,150,51.0,55.0,True,2,not admitted,"C5, C4, A1, C5, C5"
Law,Law,283,240,73.45,55.0,True,1,admitted,"A1, A1, C4, C4, C4"
Agriculture,Hospitality and Tourism Management,209,150,60.35,58.45,True,1,admitted,"B2, B3, C4, C5, B2"
Arts,Linguistics and Language,155,150,53.25,55.0,True,1,not admitted,"B2, C6, A1, B3, B3"
Communications and Media Studies,Mass Communication,294,220,64.1,66.3,True,1,not admitted,"C6, C6, A1, C6, C6"
Pharmacy,Doctor of Pharmacy,226,240,62.9,55.0,True,1,not admitted,"C6, B2, B3, B2, B3"
Science,Chemistry,141,150,34.15,62.5,True,2,not admitted,"C6, B3, C4, C6, B3"
Law,Law,147,240,50.05,55.0,True,1,not admitted,"B3, B3, B3, B3, C5"
Law,Law,276,240,62.4,55.0,True,1,admitted,"C6, B3, C6, C5, C4"
College of Medicine,Medicine and Surgery,308,260,77.2,55.0,True,1,admitted,"B3, C4, C5, A1, A1"
Environmental Design and Management,Estate Management,242,160,52.3,57.5,True,2,not admitted,"C4, A1, B3, C5, C6"
Engineering,Computer Engineering,214,200,48.1,64.3,True,2,not admitted,"C6, C5, A1, A1, C6"
Pharmacy,Doctor of Pharmacy,255,240,57.25,55.0,True,2,admitted,"A1, C4, C6, B3, B2"
Pharmacy,Doctor of Pharmacy,148,240,51.2,55.0,True,1,not admitted,"B3, A1, B3, C5, C4"
Engineering,Agricultural and Bio-Resources Engineering,286,160,63.9,55.0,True,2,admitted,"B3, A1, A1, C6, B3"
Arts,History and International Studies,143,180,46.45,67.8,True,1,not admitted,"C5, C5, B2, C6, B2"
Management Sciences,Business Administration,156,200,46.4,55.0,True,2,not admitted,"C4, B3, B2, B2, A1"
Education,Biology Education,289,150,73.35,55.0,True,1,admitted,"A1, B2, B3, C6, B3"
Management Sciences,Business Administration,205,200,61.75,55.0,True,1,admitted,"C4, C4, B3, A1, B2"
Engineering,Civil Engineering,166,200,45.9,65.0,True,2,not admitted,"B3, B2, B3, C5, A1"
Pharmacy,Doctor of Pharmacy,234,240,64.1,55.0,True,1,not admitted,"C5, C5, A1, B3, B2"
College of Medicine,Medicine and Surgery,326,260,65.9,55.0,True,2,admitted,"B3, C6, C4, B3, B2"
Law,Law,149,240,45.35,55.0,True,2,not admitted,"A1, A1, B2, C6, B2"
Social Sciences,Sociology,178,160,42.7,63.95,True,2,not admitted,"A1, C6, C4, B3, C5"
Communications and Media Studies,Pulic Relations,211,150,50.65,55.0,True,2,not admitted,"A1, B3, C6, B3, B3"
Environmental Design and Management,Urban and Regional Planning,194,150,53.1,56.0,True,1,not admitted,"C6, B3, B3, C5, C4"
Engineering,Computer Engineering,318,200,74.7,64.3,True,1,admitted,"B2, C5, B3, C5, B3"
College of Medicine,Medicine and Surgery,190,260,56.5,55.0,True,1,not admitted,"B3, A1, C4, C5, C4"
Basic Medical Science,Nursing Science,311,150,80.65,55.0,True,1,admitted,"B2, B2, A1, B3, B3"
Agriculture,Food Science and Technology,173,150,62.95,58.0,True,1,admitted,"A1, B3, A1, B2, A1"
Education,Biology Education,283,150,59.45,55.0,True,2,admitted,"C4, C5, B2, C6, A1"
Pharmacy,Doctor of Pharmacy,232,240,46.8,55.0,True,2,not admitted,"B3, C5, C6, C4, C5"
Agriculture,Water Resources Management and Agrometeorology,161,150,41.15,55.0,True,2,not admitted,"C4, B3, C6, A1, C4"
Science,Zoology,238,150,55.7,55.5,True,2,admitted,"A1, C5, C5, B3, A1"
Arts,History and International Studies,337,180,77.55,67.8,True,1,admitted,"C4, C5, A1, C4, C4"
Pharmacy,Doctor of Pharmacy,309,240,65.35,55.0,True,2,admitted,"C6, A1, B2, B2, C5"
Engineering,Electrical and Electronics Engineering,144,200,50.6,63.3,True,1,not admitted,"B3, B2, C4, B2, C5"
Basic Medical Science,Anatomy,248,180,60.2,63.3,True,1,not admitted,"C6, A1, C4, C5, C6"
Pharmacy,Doctor of Pharmacy,163,240,52.45,55.0,True,1,not admitted,"B2, A1, B3, C6, C5"
College of Medicine,Medicine and Surgery,280,260,63.0,55.0,True,2,admitted,"B2, B2, A1, C6, B3"
Law,Law,228,240,55.2,55.0,True,1,not admitted,"B2, C4, C6, C6, C6"
Basic Medical Science,Radiology and Radiography,260,200,64.0,71.3,True,2,not admitted,"B3, A1, B2, A1, B3"
Management Sciences,Accounting,282,200,70.3,55.0,True,1,admitted,"B2, C4, B3, B3, C5"
Science,Mathematics,207,150,50.05,55.5,True,2,not admitted,"C4, B3, B3, C5, A1"
Environmental Design and Management,Quantity Surveying,271,170,62.65,60.5,True,2,admitted,"C4, A1, C4, A1, B3"
Social Sciences,Political Science,199,180,56.85,62.5,True,1,not admitted,"A1, C4, C5, B2, C6"
College of Medicine,Medicine and Surgery,151,260,49.65,55.0,True,1,not admitted,"B3, B2, C5, C5, B3"
College of Medicine,Medicine and Surgery,350,260,84.5,55.0,True,1,admitted,"B3, A1, C6, B2, A1"
Management Sciences,Public Administration,281,160,69.15,55.0,True,1,admitted,"C4, B3, B3, B3, C5"
Social Sciences,Psychology,262,150,76.3,64.5,True,1,admitted,"B2, A1, B2, B2, A1"
Environmental Design and Management,Quantity Surveying,297,170,57.55,60.5,True,2,not admitted,"C5, C6, B2, B3, C6"
Law,Law,236,240,60.4,55.0,True,1,not admitted,"B3, C4, C5, C5, B3"
Law,Law,276,240,66.4,55.0,True,1,admitted,"C5, B3, C6, C4, B2"
Arts,Linguistics and Language,219,150,57.85,55.0,True,1,admitted,"B3, C6, C6, B3, B2"
Engineering,Mechanical Engineering,204,200,46.6,65.0,True,2,not admitted,"C5, A1, A1, C6, C6"
Science,Microbiology,334,180,64.1,65.75,True,2,not admitted,"C6, B2, B3, C5, C5"
Environmental Design and Management,Building,332,170,63.8,57.5,True,2,admitted,"C5, C4, C5, C4, B3"
Pharmacy,Doctor of Pharmacy,342,240,69.3,55.0,True,2,admitted,"C4, C4, C5, B3, A1"
College of Medicine,Medicine and Surgery,276,260,69.4,55.0,True,1,admitted,"A1, C6, C6, B3, A1"
Science,Computer Science,280,200,71.0,65.3,True,1,admitted,"B3, B2, B2, C5, C4"
Social Sciences,Sociology,313,160,75.95,63.95,True,1,admitted,"B2, A1, C6, C5, B2"
