Faculty,Department,UTME_Score,Post_UTME_Score,Aggregate_Score,Olevel_Valid,Sittings,Admission_Status,Olevel_Grades
Agriculture,Agricultural Economics and Farm Management,248,20.46,65.06,True,1,admitted,"C6, C5, B2, B2, C6"
Law,Law,265,5.97,58.3,True,1,admitted,"A1, B3, A1, A1, A1"
Communication and Information Sciences,Library and Information Science,379,13.74,73.52,True,1,admitted,"C6, B3, C5, C6, C4"
Agriculture,Agronomy,222,22.3,62.05,True,1,admitted,"C6, C6, C5, C4, C4"
Management Sciences,Industrial Relations and Personnel Management,307,7.92,61.9,True,1,admitted,"C4, B3, C6, A1, B2"
Management Sciences,Finance,305,28.97,85.09,True,1,admitted,"B2, C5, A1, A1, A1"
Veterinary Medicine,Veterinary Medicine,167,24.51,61.39,True,2,not admitted,"B2, B2, B3, B2, C6"
Environmental Sciences,Architecture,227,13.96,56.73,True,1,admitted,"C4, A1, C5, C5, C4"
Basic Medical Sciences,Anatomy,284,18.43,67.53,True,1,admitted,"C5, C6, C4, C4, B2"
Social Sciences,Geography,389,25.83,89.25,True,1,admitted,"C5, B3, C6, B2, B2"
Clinical Sciences,Nursing Science,330,8.49,62.14,True,1,admitted,"B2, C6, C6, C5, C5"
Communication and Information Sciences,Telecommunication Science,276,18.3,66.0,True,2,admitted,"B3, C6, C6, B2, C5"
Clinical Sciences,Nursing Science,181,26.41,64.63,True,1,admitted,"A1, B2, C6, C5, B2"
Agriculture and Renewable Natural Resources,Forestry and Wildlife Management,365,26.99,90.22,True,2,admitted,"A1, B3, C5, A1, A1"
Communication and Information Sciences,Computer Science,195,17.11,54.28,True,2,admitted,"C5, C6, C5, B2, C5"
Communication and Information Sciences,Library and Information Science,248,27.07,73.67,True,2,admitted,"C5, C4, B2, C4, A1"
Engineering and Technology,Computer Engineering,327,5.29,64.56,True,2,admitted,"B3, B3, A1, A1, A1"
Life Sciences,Microbiology,268,10.79,61.89,True,2,admitted,"C5, B3, A1, A1, A1"
Agriculture,Forest Resources Management,313,1.15,58.27,True,2,admitted,"B2, B3, B3, A1, A1"
Clinical Sciences,Nursing Science,223,23.81,66.09,True,1,admitted,"B2, C5, B3, B3, C6"
Engineering and Technology,Computer Engineering,285,26.58,79.81,True,2,admitted,"B2, C4, B2, B2, A1"
Pharmaceutical Sciences,Pharmacy,345,24.5,81.62,True,1,admitted,"C4, C5, C6, C4, A1"
Arts,English,236,0.3,43.4,True,1,not admitted,"B2, C5, C6, B2, C6"
Management Sciences,Industrial Relations and Personnel Management,275,11.18,62.36,True,1,admitted,"C6, B3, A1, A1, B2"
Communication and Information Sciences,Information and Communication Science,329,11.89,70.22,True,2,admitted,"B2, C4, A1, A1, C4"
Pharmaceutical Sciences,Pharmacy,275,5.15,57.52,True,1,admitted,"B2, B3, B2, A1, B2"
Physical Sciences,Statistics,309,7.85,62.08,True,2,admitted,"B2, C5, A1, B3, C5"
Life Sciences,Plant Biology,288,5.61,56.01,True,1,admitted,"B3, C5, B2, C6, B3"
Veterinary Medicine,Veterinary Medicine,181,9.36,49.59,True,2,not admitted,"A1, B2, C4, B2, B2"
Arts,Performing Arts,248,19.09,63.69,True,1,admitted,"C6, B3, C6, B3, B3"
Education,Arts Education,331,4.42,61.8,True,1,admitted,"C4, A1, B2, B3, C5"
Clinical Sciences,Medicine and Surgery,207,13.14,55.81,True,2,admitted,"A1, C5, C4, A1, B2"
Arts,Arabic,257,9.36,55.88,True,1,admitted,"C5, C4, B2, B2, C6"
Agriculture and Renewable Natural Resources,Forestry and Wildlife Management,236,8.8,52.3,True,1,admitted,"C5, C4, B3, C6, B2"
Management Sciences,Business Administration,328,14.97,69.57,True,2,admitted,"C6, B2, C4, C6, B3"
Veterinary Medicine,Veterinary Medicine,393,2.13,64.45,True,2,admitted,"C5, C4, C6, B3, C4"
Basic Medical Sciences,Biomedical Science,279,22.11,72.19,True,1,admitted,"B3, C5, C4, C4, A1"
Education,Human Kinetics Education,237,4.64,52.27,True,2,admitted,"C4, B2, A1, A1, B2"
Engineering and Technology,Civil Engineering,167,16.43,51.3,True,1,not admitted,"B3, A1, C4, C6, C6"
Arts,Linguistics and Nigerian Languages,152,0.25,33.65,True,2,not admitted,"C4, A1, B3, C6, C5"
Life Sciences,Plant Biology,311,8.11,61.38,True,2,admitted,"C5, C5, B3, C4, B2"
Law,Law,362,10.93,72.98,True,1,admitted,"B2, A1, C5, A1, C4"
Education,Health Promotion and Environmental Health Education,183,0.33,39.2,True,2,not admitted,"B3, B3, B2, B3, C4"
Social Sciences,Sociology,241,17.72,64.64,True,2,admitted,"C4, C4, A1, B2, B2"
Pharmaceutical Sciences,Pharmacy,275,27.71,75.28,True,2,admitted,"C5, C5, B3, C5, C4"
Agriculture,Crop Protection,303,12.06,65.94,True,1,admitted,"A1, A1, B3, C6, C4"
Communication and Information Sciences,Telecommunication Science,262,20.21,66.96,True,1,admitted,"C5, B2, B2, C6, C5"
Physical Sciences,Physics,328,16.05,71.45,True,2,admitted,"C4, C4, B3, B2, C6"
Agriculture,Agricultural Extension and Rural Development,332,26.44,82.74,True,1,admitted,"B3, B3, C4, C4, C4"
Engineering and Technology,Food & Bioprocess Engineering,304,2.34,54.74,True,2,admitted,"C6, C5, B2, A1, C5"
Life Sciences,Zoology,256,16.39,63.99,True,2,admitted,"A1, B3, C6, B2, C4"
Education,Arts Education,329,11.07,67.8,True,2,admitted,"C4, A1, C5, C4, B2"
Veterinary Medicine,Veterinary Medicine,150,10.5,42.45,True,1,not admitted,"C4, C6, C4, C5, B3"
Pharmaceutical Sciences,Pharmacy,149,8.61,42.03,True,1,not admitted,"C4, B3, B2, C6, B3"
Arts,Linguistics and Nigerian Languages,209,20.95,61.48,True,2,admitted,"C4, A1, B2, C6, C6"
Basic Medical Sciences,Anatomy,183,9.65,45.72,True,1,not admitted,"C5, B2, C5, C4, C6"
Agriculture and Renewable Natural Resources,Fisheries and Aquaculture,353,5.01,64.33,True,1,admitted,"B2, C4, C5, A1, C5"
Clinical Sciences,Medicine and Surgery,172,3.76,40.86,True,2,not admitted,"B2, B3, C5, C4, B2"
Management Sciences,Public Administration,368,27.74,88.94,True,1,admitted,"B3, A1, C6, C5, B2"
Physical Sciences,Physics,197,0.95,41.17,True,2,not admitted,"B2, B3, C4, B2, C5"
Agriculture,Aquaculture and Fisheries,299,29.83,82.41,True,1,admitted,"C4, C5, C4, B3, A1"
Social Sciences,Psychology,317,14.94,68.97,True,1,admitted,"C6, C4, B2, B2, C5"
Communication and Information Sciences,Computer Science,225,28.87,69.8,True,2,admitted,"C6, C6, C4, C6, A1"
Law,Law,253,11.33,56.16,True,1,admitted,"B3, C4, B3, C6, C6"
Physical Sciences,Industrial Chemistry,236,22.04,64.34,True,2,admitted,"C6, C4, C5, C5, B3"
Communication and Information Sciences,Telecommunication Science,318,10.05,65.8,True,2,admitted,"B3, B2, C6, B3, A1"
Life Sciences,Plant Biology,398,15.11,78.06,True,2,admitted,"C5, A1, C6, C4, C6"
Management Sciences,Accounting,333,17.42,73.05,True,1,admitted,"C5, C4, C4, B2, C5"
Physical Sciences,Computer Science,232,1.3,45.5,True,2,not admitted,"B3, C6, C5, A1, B2"
Social Sciences,Political Science,243,10.42,57.2,True,1,admitted,"C4, B2, A1, C4, B3"
Environmental Sciences,Architecture,243,2.44,49.62,True,1,not admitted,"C4, A1, B2, C4, B2"
Education,Counsellor Education,168,18.8,54.2,True,1,not admitted,"C5, C4, C4, C4, B2"
Communication and Information Sciences,Information and Communication Science,249,14.32,60.25,True,2,admitted,"C5, B2, C5, C4, B2"
Education,Counsellor Education,230,3.96,45.11,True,1,not admitted,"C6, C6, C4, B3, C5"
Agriculture,Agricultural Extension and Rural Development,157,18.53,52.55,True,2,not admitted,"C6, A1, C5, C6, A1"
Law,Law,289,18.36,66.08,True,1,admitted,"B3, C6, C6, C5, C6"
Engineering and Technology,Materials & Metallurgical Engineering,274,25.5,73.35,True,1,admitted,"C5, B2, C6, C4, C4"
Education,Counsellor Education,269,21.01,69.84,True,1,admitted,"C6, B2, B2, B3, C4"
Engineering and Technology,Materials & Metallurgical Engineering,381,14.87,78.89,True,2,admitted,"B2, C5, C4, B2, A1"
Social Sciences,Sociology,393,10.74,74.67,True,2,admitted,"C5, C5, B3, B3, B2"
Agriculture and Renewable Natural Resources,Forestry and Wildlife Management,229,3.82,46.84,True,1,not admitted,"B2, C4, B3, C4, C6"
Agriculture,Agricultural Extension and Rural Development,361,8.34,71.47,True,1,admitted,"B3, B2, B3, A1, A1"
Education,Arts Education,340,26.74,86.44,True,1,admitted,"C4, B2, B2, B3, A1"
Law,Law,219,5.57,44.95,True,1,not admitted,"C6, B3, C5, C5, C6"
Pharmaceutical Sciences,Pharmacy,291,22.77,73.54,True,1,admitted,"A1, C6, B2, C6, C4"
Environmental Sciences,Estate Management,176,1.88,40.68,True,2,not admitted,"C4, B3, C4, A1, A1"
Veterinary Medicine,Veterinary Medicine,359,25.14,84.81,True,2,admitted,"A1, C6, B3, C5, B3"
Life Sciences,Biochemistry,217,21.83,64.16,True,1,admitted,"C4, B2, B3, C5, B3"
Basic Medical Sciences,Anatomy,219,13.42,55.59,True,1,admitted,"C5, B2, C5, A1, C5"
Law,Law,210,23.1,66.15,True,1,admitted,"A1, C4, B3, A1, C4"
Communication and Information Sciences,Information and Communication Science,236,7.08,48.18,True,1,not admitted,"C6, C4, C6, C5, C5"
Environmental Sciences,Surveying and Geo-informatics,290,13.74,65.59,True,2,admitted,"C5, B3, B2, C4, B2"
Law,Law,332,2.47,58.37,True,2,admitted,"C5, B2, C4, C5, B3"
Environmental Sciences,Architecture,221,20.98,65.41,True,2,admitted,"C5, B3, A1, B3, A1"
Social Sciences,Social Work,175,4.62,41.3,True,2,not admitted,"B2, C5, B3, C4, C4"
Veterinary Medicine,Veterinary Medicine,332,2.59,54.89,True,1,admitted,"C6, C5, C5, C6, C6"
Agriculture and Renewable Natural Resources,Fisheries and Aquaculture,155,7.02,42.0,True,1,not admitted,"C5, C4, B2, B2, B3"
Physical Sciences,Statistics,198,6.84,46.79,True,2,not admitted,"A1, C6, A1, C6, B3"
Agriculture and Renewable Natural Resources,Forestry and Wildlife Management,362,18.92,78.97,True,1,admitted,"B3, C5, B3, C6, A1"
Management Sciences,Industrial Relations and Personnel Management,368,20.04,79.24,True,1,admitted,"C6, C4, B2, C6, C4"
Agriculture and Renewable Natural Resources,Fisheries and Aquaculture,144,27.27,61.27,True,1,not admitted,"B3, B3, B3, C5, A1"
Management Sciences,Business Administration,212,1.8,45.5,True,1,not admitted,"B2, A1, B3, C4, B2"
Life Sciences,Zoology,355,13.91,72.69,True,1,admitted,"A1, B3, C4, C6, C5"
Social Sciences,Psychology,219,26.65,67.62,True,2,admitted,"C5, C5, C4, B3, C4"
Social Sciences,Geography,376,22.1,83.9,True,2,admitted,"C4, C4, B2, C5, B3"
Basic Medical Sciences,Physiology,142,2.37,33.72,True,1,not admitted,"C6, C4, C5, C4, B2"
Physical Sciences,Geophysics,143,22.14,56.02,True,1,not admitted,"B3, A1, B3, C5, B3"
Life Sciences,Microbiology,147,21.43,55.0,True,1,not admitted,"A1, C4, B2, C6, C4"
Engineering and Technology,Electrical and Electronics Engineering,206,23.95,63.7,True,2,admitted,"C6, C4, B2, C4, C4"
Clinical Sciences,Nursing Science,204,9.94,49.04,True,2,not admitted,"A1, C6, C5, C6, B3"
Basic Medical Sciences,Physiology,400,10.58,76.18,True,1,admitted,"A1, A1, C6, B3, C5"
Education,Educational Technology,219,6.62,48.8,True,2,not admitted,"B2, A1, C4, C5, C6"
Agriculture and Renewable Natural Resources,Forestry and Wildlife Management,292,23.72,75.82,True,1,admitted,"A1, A1, C6, C6, B2"
Engineering and Technology,Chemical Engineering,186,6.17,42.62,True,2,not admitted,"C4, C4, C4, C5, C5"
Agriculture and Renewable Natural Resources,Fisheries and Aquaculture,263,23.15,69.62,True,1,admitted,"C4, C5, B2, C4, C6"
Physical Sciences,Mathematics,220,23.66,65.16,True,1,admitted,"B3, B3, C5, B3, C6"
Agriculture and Renewable Natural Resources,Forestry and Wildlife Management,296,12.34,67.74,True,1,admitted,"C4, A1, B2, A1, A1"
Education,Counsellor Education,316,10.51,65.61,True,2,admitted,"B3, A1, C6, C5, A1"
Law,Law,322,11.52,64.97,True,2,admitted,"B2, C4, C4, C6, C6"
Social Sciences,Economics,350,4.39,65.34,True,1,admitted,"C4, A1, C4, A1, B2"
Life Sciences,Microbiology,174,1.45,37.2,True,2,not admitted,"C4, C6, C6, B2, B2"
Basic Medical Sciences,Biomedical Science,228,0.3,42.8,True,1,not admitted,"C6, B2, B2, C6, C4"
Physical Sciences,Mathematics,202,10.62,48.27,True,1,not admitted,"C6, C6, C4, B2, C6"
Physical Sciences,Geology,303,29.6,84.67,True,1,admitted,"B2, B2, B2, A1, C5"
Social Sciences,Economics,165,5.55,40.58,True,2,not admitted,"C6, A1, C5, B2, C5"
Basic Medical Sciences,Physiology,379,21.44,82.81,True,1,admitted,"C4, A1, C5, C4, C6"
Communication and Information Sciences,Telecommunication Science,232,20.62,66.82,True,2,admitted,"B2, B2, A1, C5, B2"
Physical Sciences,Mathematics,171,11.28,49.45,True,2,not admitted,"A1, A1, C6, B3, B2"
Environmental Sciences,Surveying and Geo-informatics,326,9.39,67.34,True,1,admitted,"B3, A1, B3, C4, A1"
Management Sciences,Finance,203,26.82,64.99,True,1,admitted,"C5, C5, A1, C6, C6"
Education,Educational Technology,317,24.22,77.05,True,1,admitted,"B2, C6, B2, C6, C6"
Environmental Sciences,Surveying and Geo-informatics,167,9.84,45.52,True,1,not admitted,"B3, C5, A1, C5, C4"
Communication and Information Sciences,Information and Communication Science,398,9.91,72.86,True,1,admitted,"C6, C4, C5, B3, C4"
Communication and Information Sciences,Information and Communication Science,337,0.56,57.89,True,2,admitted,"B2, A1, C4, C5, C5"
Pharmaceutical Sciences,Pharmacy,218,16.19,58.24,True,1,admitted,"A1, C5, C6, B3, B3"
Veterinary Medicine,Veterinary Medicine,152,5.47,38.07,True,2,not admitted,"C6, B2, B2, C6, C5"
Environmental Sciences,Quantity Surveying,276,23.73,72.23,True,2,admitted,"C6, C4, B2, C5, B3"
Education,Educational Technology,174,7.31,42.66,True,1,not admitted,"C5, C4, C5, C4, B3"
Clinical Sciences,Nursing Science,319,21.36,77.23,True,1,admitted,"B2, B3, C4, B2, C4"
Management Sciences,Industrial Relations and Personnel Management,270,3.76,51.11,True,2,admitted,"A1, C5, C6, C4, C5"
Veterinary Medicine,Veterinary Medicine,282,24.61,71.86,True,1,admitted,"C6, C6, C6, C4, B3"
Physical Sciences,Statistics,360,4.5,61.9,True,1,admitted,"C4, B3, C6, C6, C5"
Basic Medical Sciences,Physiology,172,10.65,46.15,True,2,not admitted,"B2, C6, C4, C5, B3"
Veterinary Medicine,Veterinary Medicine,230,4.17,48.92,True,1,not admitted,"B3, C5, B3, B2, B2"
Management Sciences,Business Administration,263,23.65,69.33,True,2,admitted,"C5, C6, C5, C6, A1"
Management Sciences,Marketing,294,8.66,58.21,True,2,admitted,"C4, C6, C4, C4, C5"
Basic Medical Sciences,Anatomy,375,2.4,64.88,True,1,admitted,"C4, C4, A1, C6, A1"
Veterinary Medicine,Veterinary Medicine,341,11.12,70.94,True,1,admitted,"A1, C4, B2, B2, B3"
Clinical Sciences,Nursing Science,285,4.32,51.55,True,2,admitted,"C5, C6, C4, C5, C6"
Education,Counsellor Education,326,20.35,77.1,True,1,admitted,"C5, C4, B3, A1, B2"
Basic Medical Sciences,Biomedical Science,306,4.47,55.52,True,2,admitted,"C6, C6, C5, C5, A1"
Management Sciences,Business Administration,305,29.84,82.77,True,2,admitted,"B3, B3, C6, C4, B2"
Life Sciences,Biochemistry,337,29.85,84.38,True,2,admitted,"C5, C5, B3, C5, C6"
Life Sciences,Microbiology,268,26.91,74.41,True,1,admitted,"C6, C6, B3, B2, B3"
Basic Medical Sciences,Biomedical Science,170,1.25,37.7,True,2,not admitted,"C4, B3, B2, C6, B2"
Physical Sciences,Geology,226,15.07,60.52,True,2,admitted,"A1, C4, B3, B3, A1"
Engineering and Technology,Mechanical Engineering,364,25.47,83.77,True,1,admitted,"C6, C6, C4, A1, C6"
Law,Law,250,8.84,54.89,True,1,admitted,"C4, B3, C5, C4, B2"
Engineering and Technology,Materials & Metallurgical Engineering,338,9.41,69.26,True,1,admitted,"B3, B2, C4, A1, A1"
Life Sciences,Biochemistry,206,29.4,67.55,True,1,admitted,"C6, C4, C4, C6, C4"
Law,Law,355,25.13,85.91,True,1,admitted,"C4, B2, B3, C4, A1"
Clinical Sciences,Medicine and Surgery,233,7.38,50.11,True,1,admitted,"C6, B3, B2, C6, C4"
Life Sciences,Zoology,317,21.05,76.28,True,2,admitted,"B2, B3, B3, C6, B2"
Life Sciences,Plant Biology,379,23.39,84.36,True,1,admitted,"A1, C5, C4, C6, C5"
Basic Medical Sciences,Biomedical Science,262,6.88,52.83,True,2,admitted,"C6, B2, B2, C6, C6"
Physical Sciences,Statistics,324,14.42,72.12,True,2,admitted,"C4, A1, B2, B3, B2"
Law,Law,273,8.2,57.93,True,2,admitted,"C4, B2, B3, C6, A1"
Social Sciences,Economics,325,17.32,73.14,True,1,admitted,"C5, B2, C4, A1, C5"
Clinical Sciences,Medicine and Surgery,146,25.45,58.1,True,2,not admitted,"B3, C4, A1, C6, C5"
Basic Medical Sciences,Anatomy,170,1.39,35.84,True,2,not admitted,"C6, C5, C4, A1, C6"
Law,Law,271,29.5,78.17,True,2,admitted,"C6, B3, A1, C6, B2"
Environmental Sciences,Architecture,312,9.27,63.47,True,1,admitted,"C5, B3, C4, B2, B3"
Social Sciences,Political Science,196,24.8,66.1,True,2,admitted,"B2, A1, B2, C6, B2"
Agriculture and Renewable Natural Resources,Fisheries and Aquaculture,380,25.97,90.27,True,2,admitted,"B2, B3, C4, B2, B2"
Communication and Information Sciences,Library and Information Science,175,17.95,52.62,True,1,not admitted,"C5, C6, C5, B2, C5"
Engineering and Technology,Agricultural and Biosystems Engineering,275,24.48,72.45,True,1,admitted,"C4, B3, B3, C5, C6"
Veterinary Medicine,Veterinary Medicine,354,13.98,74.23,True,1,admitted,"C6, C5, B2, A1, A1"
Environmental Sciences,Surveying and Geo-informatics,219,15.52,60.09,True,1,admitted,"B3, B2, B3, A1, B3"
Law,Law,219,9.14,51.31,True,2,admitted,"B2, C5, A1, C4, C6"
Agriculture,Agricultural Economics and Farm Management,218,23.42,67.07,True,2,admitted,"B2, A1, C6, B2, B3"
Life Sciences,Plant Biology,302,14.59,67.54,True,1,admitted,"A1, C5, B3, C6, B2"
Management Sciences,Finance,241,4.29,51.22,True,1,admitted,"C6, B3, A1, B2, A1"
Arts,English,155,16.82,53.8,True,2,not admitted,"C4, A1, A1, B3, B2"
Pharmaceutical Sciences,Pharmacy,208,9.85,51.85,True,2,admitted,"A1, C5, C6, B2, A1"
Life Sciences,Microbiology,354,9.91,67.36,True,2,admitted,"C5, C6, C4, C5, B2"
Agriculture and Renewable Natural Resources,Fisheries and Aquaculture,354,12.57,72.82,True,1,admitted,"C4, A1, B2, C6, B2"
Pharmaceutical Sciences,Pharmacy,299,27.01,75.59,True,2,admitted,"C5, C6, C4, C6, C6"
Education,Educational Management,307,0.58,51.75,True,2,admitted,"C5, C6, C5, A1, C6"
Social Sciences,Psychology,272,17.27,65.67,True,1,admitted,"B2, C4, A1, C6, C6"
Engineering and Technology,Food & Bioprocess Engineering,288,11.24,63.64,True,2,admitted,"B3, B2, C4, B3, B2"
Clinical Sciences,Nursing Science,286,0.05,50.2,True,2,admitted,"C6, C6, C5, A1, A1"
Social Sciences,Psychology,326,6.58,58.93,True,1,admitted,"C5, C5, C6, C6, C4"
Communication and Information Sciences,Information and Communication Science,175,7.97,45.45,True,1,not admitted,"B2, C4, C4, C5, A1"
Education,Educational Technology,363,2.8,62.97,True,1,admitted,"C5, B2, C6, B3, B2"
Environmental Sciences,Urban and Regional Planning,301,19.05,73.07,True,1,admitted,"C4, B3, C4, A1, B2"
Education,Counsellor Education,199,17.51,59.99,True,2,admitted,"B2, A1, B3, B2, B3"
Social Sciences,Geography,148,5.47,38.37,True,1,not admitted,"C6, C6, C4, B2, A1"
Law,Law,246,25.9,70.65,True,1,admitted,"A1, C6, C6, A1, C6"
Pharmaceutical Sciences,Pharmacy,264,25.91,73.71,True,2,admitted,"C5, B3, B3, C5, B2"
Veterinary Medicine,Veterinary Medicine,383,26.5,89.58,True,1,admitted,"C5, B3, A1, C6, B2"
Law,Law,224,11.61,52.01,True,1,admitted,"C6, C4, C5, C4, C5"
Social Sciences,Geography,207,20.6,62.07,True,1,admitted,"C4, C4, A1, B2, C5"
Education,Science Education,201,13.65,55.97,True,2,admitted,"B2, B3, A1, C5, A1"
Veterinary Medicine,Veterinary Medicine,205,14.55,56.57,True,1,admitted,"B2, B2, B2, C4, C4"
Life Sciences,Biochemistry,202,2.2,43.45,True,1,not admitted,"B2, B2, C5, C4, B2"
Clinical Sciences,Nursing Science,390,8.02,72.77,True,1,admitted,"B2, B2, B2, B3, C6"
Life Sciences,Plant Biology,399,10.6,74.08,True,1,admitted,"B3, C6, C5, C4, B3"
Agriculture and Renewable Natural Resources,Fisheries and Aquaculture,232,27.23,74.63,True,2,admitted,"A1, B3, B3, A1, A1"
Social Sciences,Psychology,310,0.16,52.91,True,1,admitted,"C6, C4, A1, B3, C6"
Clinical Sciences,Medicine and Surgery,348,23.54,83.84,True,1,admitted,"C5, A1, C5, A1, A1"
Basic Medical Sciences,Anatomy,396,13.41,78.11,True,2,admitted,"C6, B3, C5, A1, B2"
Basic Medical Sciences,Anatomy,389,15.01,81.23,True,2,admitted,"A1, B3, B2, B3, B2"
Engineering and Technology,Biomedical Engineering,154,20.58,50.23,True,1,not admitted,"C6, C6, C5, C6, C6"
Pharmaceutical Sciences,Pharmacy,321,23.69,79.81,True,1,admitted,"A1, A1, B2, C6, C5"
Agriculture,Home Economics and Food Science,152,17.25,52.25,True,2,not admitted,"C5, B2, C4, B3, A1"
Social Sciences,Geography,352,21.7,81.7,True,2,admitted,"B2, C5, B2, C4, B2"
Management Sciences,Public Administration,255,25.47,72.94,True,1,admitted,"B2, B3, B3, B3, C5"
Engineering and Technology,Computer Engineering,278,13.9,61.45,True,2,admitted,"C4, C6, C6, B2, C5"
Basic Medical Sciences,Biomedical Science,374,22.07,85.22,True,1,admitted,"B2, C4, B3, B3, B2"
Engineering and Technology,Water Resources & Environmental Engineering,210,22.85,63.5,True,1,admitted,"B3, C4, A1, C5, C6"
Pharmaceutical Sciences,Pharmacy,387,23.05,85.82,True,1,admitted,"C5, C6, B2, C4, B2"
