<<<<<<< HEAD
faculty,department,utme_score,screening_score,olevel_passed,admitted,olevel_grades
Agriculture,Agricultural Economics,339,86.38,True,admitted,"B2, B2, A1, B2, C4"
Scool of Library Archival and Information Science,Library and information Science,300,72.5,True,admitted,"C6, B3, B3, C5, B3"
Law,Common/Islamic Law,352,84.0,True,admitted,"A1, C5, C4, A1, C4"
Science,Biochemistry,290,72.25,True,admitted,"C4, B2, B3, C6, C4"
Law,Common/Civil Law,392,86.0,False,not admitted,"B3, C4, B3, B3, C5"
Law,Common/Civil Law,384,79.0,False,not admitted,"C5, C6, B3, C6, C4"
Education,Political Science Education,121,52.12,False,not admitted,"A1, C6, A1, C4, C6"
Arts,Theatre Arts,220,58.5,True,admitted,"C6, B3, B3, C6, C6"
Scool of Library Archival and Information Science,Library and information Science,356,77.5,True,admitted,"C4, B3, C5, C4, C6"
Social Sciences,Economics,127,46.88,False,not admitted,"C5, C5, B2, C6, C6"
Engineering,Industrial Enginerring,242,69.25,True,admitted,"C4, A1, B3, C4, C4"
Agriculture,Agricultural Economics,223,66.88,True,admitted,"B3, A1, C6, B2, C4"
Management Sciences,Marketing,174,57.75,True,not admitted,"C5, B3, C5, C4, B2"
Environmental Science,Industrial Design,399,89.88,True,admitted,"C4, C4, B3, A1, B3"
Engineering,Mechanical Engineering,292,68.5,True,admitted,"C5, C5, C6, B2, C5"
Law,Common/Islamic Law,139,47.38,True,not admitted,"C5, C5, C5, C5, C5"
College of MEdicine,Pharmacy,278,70.75,True,admitted,"C4, C6, C5, B3, A1"
Management Sciences,Business Administration,187,53.38,True,not admitted,"C4, C6, C5, C5, C5"
Scool of Library Archival and Information Science,Library and information Science,350,78.75,False,not admitted,"C6, C4, C4, A1, C5"
Scool of Library Archival and Information Science,Library and information Science,390,83.75,True,admitted,"B3, B3, C6, C6, B2"
College of MEdicine,Nursing,243,67.38,True,admitted,"A1, C6, B3, C5, B3"
Environmental Science,Quantity Surveying,246,70.75,True,admitted,"B3, C4, A1, A1, C6"
Arts,Christian Religious Studies,287,76.88,True,admitted,"B3, B2, A1, B3, C5"
Arts,Yoruba,245,65.62,True,admitted,"C4, C5, B3, C6, B2"
Environmental Science,Industrial Design,157,54.62,True,not admitted,"C6, A1, C6, A1, C6"
Education,Mathematics Education,283,70.38,False,not admitted,"C4, C6, A1, B3, C6"
Social Sciences,Sociology,277,77.62,False,not admitted,"C4, A1, B3, B2, B2"
Scool of Transport,Logistics and Supply Chain Management,347,79.38,True,admitted,"C6, A1, C6, C4, B2"
Scool of Library Archival and Information Science,Library and information Science,332,80.5,True,admitted,"C5, A1, C4, B2, C4"
Scool of Library Archival and Information Science,Library and information Science,301,74.62,False,not admitted,"A1, C6, B3, C5, B3"
Management Sciences,Insurance,133,45.62,True,not admitted,"C5, C6, C6, C4, C5"
Scool of Transport,Transport Management and Operations,312,79.0,True,admitted,"C6, B3, B2, A1, B3"
College of MEdicine,Pharmacy,381,86.62,False,not admitted,"B2, A1, C5, B3, C5"
College of MEdicine,Medicine & Surgery,283,77.38,True,admitted,"B2, C6, B2, B2, A1"
Management Sciences,Local Government Development and Administration,263,65.88,False,not admitted,"C5, B3, C5, C5, C4"
Social Sciences,Geography and Planning,300,71.5,True,admitted,"C6, C6, C4, B2, B3"
Science,Botany,156,66.5,True,not admitted,"A1, A1, B2, B2, B2"
Scool of Library Archival and Information Science,Library and information Science,310,70.75,True,admitted,"C6, C6, C4, C5, B2"
Scool of Transport,Transport Management and Operations,335,82.88,False,not admitted,"C4, C4, B2, B2, B2"
Social Sciences,Sociology,127,54.88,False,not admitted,"C4, A1, C6, C4, A1"
Management Sciences,Banking and Finance,263,62.88,False,not admitted,"C6, A1, C6, C6, C6"
Education,Islamic Studies Education,184,55.0,True,not admitted,"C5, C4, C6, C5, B3"
Agriculture,Animal Science,200,66.0,True,admitted,"C5, B2, B3, A1, B3"
Scool of Transport,Transport Management and Operations,203,66.38,True,admitted,"A1, C4, C4, C4, A1"
Environmental Science,Environmental Management,243,66.38,True,admitted,"C5, A1, C4, C4, C5"
Scool of Library Archival and Information Science,Library and information Science,249,64.12,False,not admitted,"C6, C6, C6, B3, A1"
Social Sciences,Economics,315,74.38,True,admitted,"C4, C4, C5, A1, C6"
Communication and Media Studies,Mass Communication,397,86.62,True,admitted,"C4, C6, A1, C6, A1"
College of MEdicine,Medical Laboratory Science,139,55.38,False,not admitted,"A1, C6, B3, A1, C6"
College of MEdicine,Physiology,269,69.62,False,not admitted,"C5, C5, C4, B2, B3"
Management Sciences,Local Government Development and Administration,120,54.0,False,not admitted,"B3, B2, B3, C5, B3"
Scool of Library Archival and Information Science,Library and information Science,231,60.88,False,not admitted,"B2, C4, C5, C6, C6"
Arts,Portuguese / English,361,76.12,False,not admitted,"C6, C5, C6, C6, A1"
Communication and Media Studies,Mass Communication,146,64.25,False,not admitted,"B3, A1, B2, B2, A1"
Science,Computer Science,170,60.25,False,not admitted,"C6, A1, B2, C4, B3"
Scool of Transport,Transport Management and Operations,214,57.75,True,admitted,"C5, C6, C5, B3, C5"
Education,Islamic Studies Education,361,84.12,False,not admitted,"C5, A1, B2, C6, B2"
Scool of Transport,Logistics and Supply Chain Management,394,85.25,True,admitted,"B3, B3, C4, C5, C4"
Engineering,Civil Engineering,252,68.5,False,not admitted,"C6, A1, C6, B3, B2"
Arts,Music,370,86.25,True,admitted,"B3, B3, A1, C5, B3"
Environmental Science,Fine Arts,343,76.88,False,not admitted,"B2, C6, C5, C5, B3"
Management Sciences,Marketing,277,73.62,False,not admitted,"A1, C4, B3, C6, B2"
Law,Common/Civil Law,335,73.88,True,admitted,"C5, C4, C4, C6, C4"
College of MEdicine,Nursing,263,76.88,True,admitted,"C4, A1, B2, B3, A1"
Management Sciences,Marketing,318,76.75,True,admitted,"C4, C4, A1, C5, C4"
Education,Political Science Education,187,67.38,True,not admitted,"A1, B2, C6, A1, A1"
Engineering,Civil Engineering,253,62.62,True,admitted,"B3, C6, C5, C5, C5"
Scool of Transport,Logistics and Supply Chain Management,176,57.0,True,not admitted,"C4, C5, C4, B2, C5"
Arts,Christian Religious Studies,140,49.5,True,not admitted,"C5, B2, C6, C4, C6"
Management Sciences,Taxation,351,81.88,True,admitted,"C5, C4, C4, B3, A1"
Engineering,Industrial Enginerring,273,68.12,True,admitted,"B3, C5, A1, C6, C6"
Agriculture,Animal Science,214,68.75,False,not admitted,"B2, C4, B3, B2, B2"
Arts,Portuguese / English,289,72.12,True,admitted,"C4, C4, B3, C4, C4"
Scool of Library Archival and Information Science,Library and information Science,351,77.88,True,admitted,"C6, B3, C6, B2, C4"
Education,Technology & Vocational Education,335,77.88,True,admitted,"C6, B2, B3, C4, C4"
Environmental Science,Quantity Surveying,337,78.12,True,admitted,"C6, C5, A1, B2, C5"
Law,Common/Islamic Law,285,64.62,True,admitted,"C4, C6, C6, C5, C5"
Scool of Library Archival and Information Science,Library and information Science,137,52.12,True,not admitted,"C6, B2, B3, C6, B3"
Arts,Islamic Studies,382,91.75,False,not admitted,"B3, A1, B3, B2, B2"
Law,Common/Islamic Law,351,84.88,False,not admitted,"B2, A1, C4, C5, B2"
Arts,Yoruba,252,71.5,True,admitted,"B3, B3, A1, B3, C5"
Social Sciences,Economics,270,73.75,True,admitted,"B3, C5, C4, A1, B2"
Environmental Science,Estate Management,366,78.75,False,not admitted,"C6, C6, C4, C5, A1"
Scool of Transport,Logistics and Supply Chain Management,225,61.12,False,not admitted,"C5, A1, C5, C6, C5"
Environmental Science,Environmental Management,174,60.75,True,not admitted,"C4, B3, C6, B2, A1"
Social Sciences,Psychology,216,63.0,True,admitted,"C6, B2, C6, B3, B2"
Communication and Media Studies,Mass Communication,205,65.62,True,admitted,"A1, C4, A1, C4, C5"
Communication and Media Studies,Mass Communication,318,76.75,True,admitted,"C4, B2, A1, C6, C5"
Agriculture,Crop Production,192,56.0,True,not admitted,"B2, C4, C6, C5, C6"
Communication and Media Studies,Mass Communication,120,55.0,True,not admitted,"B3, C4, C4, B3, A1"
College of MEdicine,Radiography & Radiation Science,189,55.62,False,not admitted,"C6, C5, C5, A1, C6"
Arts,Arabic,170,57.25,True,not admitted,"C5, C4, A1, C6, B3"
Education,Physics Education,242,70.25,True,admitted,"B3, A1, B2, B3, C6"
Science,Zoology,271,66.88,True,admitted,"B3, C4, C4, C5, C6"
College of MEdicine,Dentistry,312,72.0,False,not admitted,"C6, A1, C5, C4, C6"
Education,History Education,233,69.12,True,admitted,"B2, C6, A1, C5, A1"
Science,Computer Science,309,73.62,True,admitted,"C6, B3, C4, C6, A1"
Communication and Media Studies,Mass Communication,387,85.38,False,not admitted,"A1, B3, C5, C5, C4"
Arts,English Language,293,65.62,True,admitted,"C6, C6, C4, C5, C5"
Agriculture,Agricultural Economics,296,70.0,True,admitted,"C5, C5, B3, C6, B3"
Engineering,Civil Engineering,200,62.0,True,admitted,"A1, C6, C4, B2, C5"
Social Sciences,Political Science,145,62.12,True,not admitted,"B3, A1, C5, A1, A1"
Management Sciences,Public Administration,327,78.88,True,admitted,"C6, A1, C5, A1, C4"
College of MEdicine,Dentistry,325,82.62,False,not admitted,"A1, A1, B3, C6, B2"
Scool of Transport,Transport Management and Operations,296,71.0,True,admitted,"C4, C4, B2, C6, C5"
Environmental Science,Environmental Management,229,63.62,True,admitted,"C6, B2, C5, A1, C6"
Environmental Science,Urban and Regional Planning,326,72.75,False,not admitted,"B2, C6, C4, C6, C5"
Arts,History and International studies,352,82.0,False,not admitted,"C5, B2, B2, B3, C5"
Engineering,Mechanical Engineering,359,80.88,True,admitted,"C5, B3, A1, C4, C6"
Environmental Science,Urban and Regional Planning,260,71.5,False,not admitted,"C4, C5, B2, C4, A1"
Management Sciences,Marketing,142,56.75,True,not admitted,"C6, B2, C4, B3, A1"
College of MEdicine,Pharmacology,175,52.88,False,not admitted,"C5, C6, C5, B2, C6"
Scool of Transport,Logistics and Supply Chain Management,278,72.75,True,admitted,"A1, B2, B3, C5, C6"
College of MEdicine,Physiology,223,61.88,True,admitted,"B2, B3, C4, C6, C6"
Law,Common/Civil Law,298,75.25,True,admitted,"C4, B2, B3, C4, C4"
College of MEdicine,Radiography & Radiation Science,239,64.88,False,not admitted,"B3, C4, C4, C4, C5"
Arts,Arabic,314,72.25,True,admitted,"C6, C5, B3, B2, C6"
Communication and Media Studies,Mass Communication,210,63.25,True,admitted,"C5, C6, B2, C4, A1"
College of MEdicine,Physiology,388,86.5,True,admitted,"B3, C6, B2, C4, B2"
Management Sciences,Project Management,345,77.12,True,admitted,"C4, C4, B3, C4, C6"
Social Sciences,Geography and Planning,324,76.5,False,not admitted,"C4, C6, B3, C5, A1"
Education,Physics Education,165,62.62,True,not admitted,"C5, B3, A1, B2, B2"
Social Sciences,Economics,355,88.38,True,admitted,"C4, A1, B3, B2, A1"
Management Sciences,Project Management,214,67.75,False,not admitted,"C4, B2, B3, A1, C4"
Arts,Linguistics,381,86.62,True,admitted,"C5, B2, C5, A1, B3"
Law,Common/Civil Law,265,69.12,False,not admitted,"A1, C6, B3, B3, C6"
Environmental Science,Urban and Regional Planning,252,64.5,True,admitted,"B3, B3, C6, C5, C5"
Education,Islamic Studies Education,121,53.12,True,not admitted,"C4, B3, C4, C4, B2"
Scool of Library Archival and Information Science,Library and information Science,244,69.5,True,admitted,"C5, C4, A1, C5, A1"
Agriculture,Agricultural Economics,400,81.0,False,not admitted,"C6, C4, C6, C5, B3"
Law,Common/Islamic Law,253,68.62,True,admitted,"C4, C5, A1, C5, B3"
Communication and Media Studies,Mass Communication,239,59.88,True,admitted,"C6, C6, C4, C4, C5"
Social Sciences,Political Science,223,63.88,True,admitted,"B3, B3, C6, B3, C4"
Management Sciences,Insurance,253,68.62,False,not admitted,"B3, C4, C6, B3, B2"
Science,Mathematics,187,62.38,True,not admitted,"C6, B2, A1, C5, B2"
Education,History Education,139,50.38,True,not admitted,"B2, C5, C6, C6, B3"
Engineering,Industrial Enginerring,252,68.5,True,admitted,"C4, C6, B2, B3, B3"
Management Sciences,Banking and Finance,129,53.12,True,not admitted,"C4, C4, B3, A1, C6"
Agriculture,Agricultural Economics,345,78.12,False,not admitted,"B2, C6, C5, B3, C4"
Scool of Library Archival and Information Science,Library and information Science,376,83.0,True,admitted,"C4, C6, C5, A1, B3"
Engineering,Mechanical Engineering,253,69.62,False,not admitted,"B3, C4, B3, B3, C4"
Agriculture,Animal Science,310,70.75,False,not admitted,"B3, C4, C5, C5, C6"
Environmental Science,Fine Arts,395,92.38,True,admitted,"A1, A1, C4, A1, C5"
Science,Mathematics,376,84.0,True,admitted,"C6, B3, B2, C4, B3"
Scool of Library Archival and Information Science,Library and information Science,385,85.12,False,not admitted,"B2, C6, C4, C4, B2"
Scool of Library Archival and Information Science,Library and information Science,128,55.0,False,not admitted,"C4, B3, C5, B3, A1"
Scool of Transport,Transport Management and Operations,394,87.25,True,admitted,"B3, C4, A1, C4, C5"
Scool of Transport,Logistics and Supply Chain Management,280,67.0,False,not admitted,"B3, C6, C6, C5, B3"
Arts,Arabic,173,55.62,True,not admitted,"C6, B3, C4, C5, B3"
Management Sciences,Local Government Development and Administration,191,60.88,True,not admitted,"C5, C5, B3, C4, A1"
College of MEdicine,Radiography & Radiation Science,239,63.88,True,admitted,"C4, A1, C6, C5, C5"
Scool of Library Archival and Information Science,Library and information Science,320,74.0,True,admitted,"B3, C6, B3, C4, C5"
Agriculture,Crop Production,310,74.75,False,not admitted,"C5, C6, C4, B2, B2"
Agriculture,Agricultural Extension & Rural Development,301,70.62,False,not admitted,"C5, C5, B3, B3, C6"
Law,Common/Islamic Law,240,69.0,False,not admitted,"B2, A1, C6, C6, A1"
Engineering,Industrial Enginerring,362,78.25,False,not admitted,"B2, C5, C6, B3, C6"
Scool of Transport,Logistics and Supply Chain Management,142,52.75,True,not admitted,"B3, B2, C4, C5, C6"
Education,Physics Education,379,84.38,True,admitted,"C6, C5, A1, C5, A1"
Engineering,Aeronautical and Astronautical Engineering,252,65.5,True,admitted,"C5, A1, C6, C6, B3"
Communication and Media Studies,Mass Communication,289,75.12,True,admitted,"C5, A1, A1, C4, C5"
Engineering,Mechanical Engineering,304,70.0,True,admitted,"C4, C6, C6, B3, C4"
Management Sciences,Taxation,182,57.75,True,not admitted,"C4, B3, C4, C4, C5"
Scool of Library Archival and Information Science,Library and information Science,308,76.5,True,admitted,"C4, B3, B3, C4, B3"
Scool of Library Archival and Information Science,Library and information Science,307,74.38,True,admitted,"C4, B3, C6, B3, B3"
Science,Biochemistry,282,72.25,False,not admitted,"B2, C5, B3, B3, C5"
Scool of Transport,Logistics and Supply Chain Management,357,82.62,True,admitted,"C4, B3, C4, C4, B2"
Law,Common/Islamic Law,122,56.25,True,not admitted,"B3, C4, C4, A1, B2"
Environmental Science,Architecture,269,73.62,True,admitted,"C4, C4, B2, B3, B2"
Social Sciences,Economics,257,67.12,False,not admitted,"B2, C6, C5, C4, B3"
Scool of Transport,Logistics and Supply Chain Management,270,73.75,True,admitted,"B3, B3, C5, A1, B3"
Management Sciences,Banking and Finance,138,49.25,True,not admitted,"C6, A1, C6, C5, C5"
Arts,History and International studies,141,53.62,False,not admitted,"A1, B3, C4, C5, C6"
Education,History Education,396,84.5,True,admitted,"A1, B3, C5, C5, C6"
Law,Common/Islamic Law,202,65.25,True,admitted,"C4, B2, B2, C6, A1"
Social Sciences,Geography and Planning,233,69.12,True,admitted,"B3, C4, C4, B3, A1"
Environmental Science,Architecture,316,74.5,True,admitted,"C5, C4, C4, B3, C4"
Agriculture,Animal Science,289,65.12,True,admitted,"C4, C5, C6, C6, C5"
Environmental Science,Survey and Geo-Informatics,224,71.0,True,admitted,"C4, A1, A1, B2, C4"
Social Sciences,Economics,261,70.62,True,admitted,"A1, C4, A1, C6, C5"
Arts,Portuguese / English,333,69.62,True,admitted,"C5, C4, C6, C6, C6"
College of MEdicine,Pharmacy,215,61.88,True,admitted,"C5, A1, C4, C4, C6"
Engineering,Mechanical Engineering,349,84.62,True,admitted,"B3, B3, B2, B2, C4"
Communication and Media Studies,Mass Communication,308,78.5,True,admitted,"C4, C4, B2, A1, C4"
Communication and Media Studies,Mass Communication,157,49.62,True,not admitted,"B3, C6, C5, C6, C5"
Scool of Transport,Transport Management and Operations,222,66.75,True,admitted,"C6, C6, A1, B2, A1"
Management Sciences,Insurance,230,64.75,False,not admitted,"A1, B3, C6, B3, C6"
Science,Zoology,381,85.62,True,admitted,"A1, C6, C6, B2, B2"
Environmental Science,Fine Arts,354,86.25,True,admitted,"B2, B3, A1, C6, A1"
Education,Geography Education,394,85.25,False,not admitted,"C4, C4, B3, C6, B2"
Arts,Linguistics,303,71.88,True,admitted,"C6, C5, B3, C6, A1"
College of MEdicine,Medical Laboratory Science,185,61.12,False,not admitted,"B2, C4, B2, C4, C5"
Engineering,Electronic and Computer Engineering,276,67.5,True,admitted,"B2, C6, C6, C4, C4"
Scool of Transport,Logistics and Supply Chain Management,215,57.88,True,admitted,"B2, C6, C6, C6, C4"
Scool of Transport,Logistics and Supply Chain Management,263,76.88,True,admitted,"A1, B2, B2, C5, A1"
Scool of Library Archival and Information Science,Library and information Science,295,72.88,False,not admitted,"C6, B3, B2, B2, C6"
Social Sciences,Geography and Planning,386,76.25,True,admitted,"B3, C6, C6, C6, C6"
Environmental Science,Environmental Management,277,70.62,True,admitted,"B3, B2, C4, C4, C6"
Management Sciences,Accounting,303,69.88,True,admitted,"C4, C4, C5, C6, C4"
Scool of Library Archival and Information Science,Library and information Science,344,79.0,True,admitted,"C4, B2, C4, C4, C5"
Environmental Science,Environmental Management,135,48.88,True,not admitted,"C6, B3, C6, B3, C5"
Arts,Portuguese / English,303,75.88,True,admitted,"C4, C4, B2, B2, C5"
Arts,Peace Studies,140,57.5,True,not admitted,"B2, C4, C4, C4, A1"
Agriculture,Agricultural Extension & Rural Development,355,84.38,False,not admitted,"B2, B2, A1, C4, C6"
Law,Common/Islamic Law,285,68.62,True,admitted,"C5, C6, B3, C5, B3"
Environmental Science,Urban and Regional Planning,282,66.25,False,not admitted,"C6, C4, C6, C6, B2"
Arts,Portuguese / English,369,87.12,True,admitted,"A1, B3, C6, B2, B2"
