Faculty,Department,UTME_Score,Screening_Score,Olevel_Valid,olevel_avg_points,admitted_numeric
Management Sciences,Business Administration,355,82.25,1,5.8,1
Law,Law,165,50.75,0,5.2,0
Law,Law,211,53.65,1,4.4,1
Law,Law,311,71.65,0,5.0,0
Science,Zoology,369,84.35,1,5.8,1
Agricultural Science,Fisheries and Aquaculture Management,394,81.1,0,4.4,0
Social Sciences,Sociology,173,53.95,1,5.6,1
Agricultural Science,Agricultural Economics and Extension Services,238,56.7,0,4.2,0
Arts,Religious Studies,329,70.35,0,4.2,0
Social Sciences,Tourism Studies,397,89.55,1,6.0,1
Agricultural Science,"Crop, Horticulture and Landscape Design",159,41.85,0,3.6,0
Arts,Linguistics & Nigerian Languages,359,81.85,0,5.6,0
Education,Educational Technology,243,66.45,0,6.0,0
Agricultural Science,Animal Production & Health Sciences,186,50.9,0,4.6,0
Medicine,Nursing,243,63.45,0,5.4,0
Management Sciences,Insurance,251,51.65,0,2.8,0
Medicine,Nursing,292,66.8,0,4.6,0
Medicine,Anatomy,368,80.2,0,5.0,0
Social Sciences,Geography and Planning Science,275,65.25,0,4.8,0
Engineering,Mechanical Engineering,382,72.3,0,3.0,0
Agricultural Science,Agricultural Economics and Extension Services,248,69.2,1,6.4,1
Engineering,Computer Engineering,155,52.25,1,5.8,1
Law,Law,288,68.2,1,5.0,1
Agricultural Science,Agricultural Economics and Extension Services,370,74.5,0,3.8,0
Agricultural Science,Forestry Resources and Wildlife Management,188,59.2,1,6.2,1
Arts,French,393,76.95,0,3.6,0
Management Sciences,Industrial Relations and Personnel Management,212,54.8,0,4.6,0
Law,Law,332,72.8,0,4.6,0
Engineering,Electrical/Electronic Engineering,294,65.1,0,4.2,0
Engineering,Electrical/Electronic Engineering,264,58.6,0,3.8,0
Management Sciences,Business Administration,311,59.65,0,2.6,0
Agricultural Science,Animal Production & Health Sciences,279,66.85,1,5.0,1
Medicine,Anatomy,244,62.6,0,5.2,0
Education,Yoruba Education,157,55.55,0,6.4,0
Engineering,Mechanical Engineering,239,62.85,1,5.4,1
Medicine,Physiology,366,82.9,1,5.6,1
Education,Nursery & Primary/Early Childhood Education,268,66.2,1,5.2,1
Management Sciences,Cooperative Studies,176,46.4,0,4.0,0
Engineering,Civil Engineering,364,80.6,1,5.2,1
Social Sciences,Sociology,318,72.7,1,5.0,1
Engineering,Computer Engineering,392,80.8,0,4.4,0
Medicine,Physiology,370,77.5,0,4.4,0
Education,Education Christian Religious Studies,232,58.8,1,4.8,1
Social Sciences,Economics,142,52.3,1,6.2,1
Law,Law,287,66.05,0,4.6,0
Science,Geo-Physics,199,52.85,0,4.6,0
Science,Zoology,378,81.7,0,5.0,0
Law,Law,176,48.4,0,4.4,0
Engineering,Electrical/Electronic Engineering,316,70.4,1,4.6,1
Law,Law,314,76.1,0,5.8,0
Arts,Yoruba,349,72.35,0,4.0,0
Education,Agricultural Education,367,78.05,0,4.6,0
Social Sciences,Political Science,332,81.8,1,6.4,1
Education,Business Education - Office Management,320,67.0,0,3.8,0
Engineering,Computer Engineering,210,62.5,1,6.2,1
Engineering,Mechanical Engineering,297,75.55,1,6.2,1
Management Sciences,Banking and Finance,363,79.45,0,5.0,0
Agricultural Science,Animal Production & Health Sciences,247,63.05,0,5.2,0
Education,Chemistry Education,170,57.5,1,6.4,1
Arts,Religious Studies,201,57.15,1,5.4,1
Arts,Religious Studies,221,56.15,1,4.6,1
Engineering,Civil Engineering,161,50.15,1,5.2,1
Law,Law,272,66.8,1,5.2,1
Medicine,Anatomy,372,81.8,0,5.2,0
Social Sciences,Tourism Studies,312,77.8,1,6.2,1
Management Sciences,Business Administration,359,77.85,0,4.8,0
Education,Building and Woodwork Technology,218,55.7,1,4.6,1
Management Sciences,Industrial Relations and Personnel Management,275,65.25,1,4.8,1
Science,Statistics,288,70.2,0,5.4,0
Science,Biochemistry,305,68.75,1,4.6,1
Management Sciences,Cooperative Studies,187,56.05,1,5.6,1
Management Sciences,Industrial Relations and Personnel Management,204,52.6,1,4.4,1
Management Sciences,Marketing,264,60.6,1,4.2,1
Medicine,Medicine and Surgery,339,66.85,0,3.2,0
Management Sciences,Industrial Relations and Personnel Management,290,65.5,0,4.4,0
Social Sciences,Tourism Studies,305,62.75,0,3.4,0
Medicine,Medicine and Surgery,386,81.9,0,4.8,0
Medicine,Anatomy,322,73.3,1,5.0,1
Science,Statistics,193,49.95,0,4.2,0
Arts,Religious Studies,230,61.5,1,5.4,1
Medicine,Anatomy,239,61.85,0,5.2,0
Management Sciences,Business Administration,261,56.15,0,3.4,0
Law,Law,156,45.4,0,4.4,0
Management Sciences,Marketing,327,75.05,1,5.2,1
Law,Law,210,57.5,0,5.2,0
Management Sciences,Banking and Finance,282,68.3,0,5.2,0
Arts,Religious Studies,397,88.55,0,5.8,0
Law,Law,276,70.4,1,5.8,1
Law,Law,377,81.55,1,5.0,1
Agricultural Science,Fisheries and Aquaculture Management,233,60.95,1,5.2,1
Management Sciences,Insurance,204,57.6,1,5.4,1
Agricultural Science,Animal Production & Health Sciences,380,80.0,0,4.6,0
Social Sciences,Political Science,309,65.35,1,3.8,1
Arts,Linguistics & Nigerian Languages,236,62.4,1,5.4,1
Management Sciences,Business Administration,223,61.45,1,5.6,1
Medicine,Medicine and Surgery,156,41.4,0,3.6,0
Medicine,Medicine and Surgery,293,65.95,0,4.4,0
Engineering,Civil Engineering,207,50.05,0,3.8,0
Engineering,Electrical/Electronic Engineering,385,92.75,1,7.0,1
Medicine,Medicine and Surgery,350,77.5,0,5.0,0
Science,Biochemistry,247,59.05,0,4.4,0
Education,Physics Education,201,63.15,1,6.6,1
Management Sciences,Banking and Finance,380,87.0,1,6.0,1
Social Sciences,Economics,349,84.35,1,6.4,1
Law,Law,151,44.65,0,4.4,0
Arts,Philosophy,178,53.7,1,5.4,1
Arts,French,255,60.25,0,4.4,0
Agricultural Science,"Crop, Horticulture and Landscape Design",352,76.8,0,4.8,0
Engineering,Mechanical Engineering,328,75.2,1,5.2,1
Management Sciences,Industrial Relations and Personnel Management,226,60.9,0,5.4,0
Science,Science Laboratory Technology,295,75.25,1,6.2,1
Medicine,Anatomy,344,75.6,0,4.8,0
Law,Law,312,71.8,0,5.0,0
Management Sciences,Industrial Relations and Personnel Management,206,54.9,1,4.8,1
Engineering,Electrical/Electronic Engineering,334,67.1,0,3.4,0
Agricultural Science,Forestry Resources and Wildlife Management,239,68.85,1,6.6,1
Medicine,Physiology,377,73.55,0,3.4,0
Education,Educational Technology,396,81.4,0,4.4,0
Medicine,Physiology,396,82.4,0,4.6,0
Medicine,Nursing,367,76.05,0,4.2,0
Social Sciences,Geography and Planning Science,268,62.2,0,4.4,0
Engineering,Civil Engineering,359,81.85,1,5.6,1
Agricultural Science,Fisheries and Aquaculture Management,320,68.0,0,4.0,0
Science,Chemistry,388,79.2,1,4.2,1
Medicine,Physiology,340,76.0,0,5.0,0
Arts,English & Literary Studies,251,59.65,1,4.4,1
Engineering,Mechanical Engineering,243,58.45,0,4.4,0
Education,Education History,398,88.7,0,5.8,0
Social Sciences,Geography and Planning Science,369,77.35,1,4.4,1
Education,Agricultural Education,187,55.05,1,5.4,1
Social Sciences,Environmental Management,217,58.55,0,5.2,0
Management Sciences,Cooperative Studies,307,76.05,1,6.0,1
Arts,History & International Studies,371,75.65,0,4.0,0
Science,Physics,166,50.9,0,5.2,0
Education,Geography Education,325,79.75,1,6.2,1
Science,Industrial Chemistry,182,56.3,1,5.8,1
Medicine,Medicine and Surgery,220,67.0,1,6.8,1
Social Sciences,Tourism Studies,374,79.1,0,4.6,0
Law,Law,290,69.5,1,5.2,1
Education,Building and Woodwork Technology,318,72.7,1,5.0,1
Law,Law,283,66.45,0,4.8,0
Agricultural Science,Fisheries and Aquaculture Management,215,65.25,1,6.6,1
Engineering,Electrical/Electronic Engineering,373,76.95,0,4.2,0
Social Sciences,Political Science,315,75.25,1,5.6,1
Law,Law,219,54.85,0,4.4,0
Management Sciences,Insurance,385,85.75,0,5.6,0
Law,Law,384,79.6,0,4.4,0
Education,Adult Education,271,73.65,1,6.6,1
Social Sciences,Political Science,147,48.05,1,5.2,0
Engineering,Civil Engineering,361,80.15,1,5.2,1
Law,Law,292,72.8,1,5.8,1
Social Sciences,Geography and Planning Science,348,77.2,0,5.0,0
Medicine,Nursing,400,82.0,1,4.4,1
Science,Chemistry,221,58.15,0,5.0,0
Engineering,Computer Engineering,224,61.6,1,5.6,1
Agricultural Science,Agricultural Economics and Extension Services,303,74.45,1,5.8,1
Science,Geo-Physics,222,58.3,0,5.0,0
Engineering,Civil Engineering,271,65.65,1,5.0,1
Science,Microbiology,381,79.15,0,4.4,0
Management Sciences,Banking and Finance,235,65.25,1,6.0,1
Management Sciences,Cooperative Studies,164,47.6,1,4.6,0
Arts,French,213,51.95,0,4.0,0
Education,Economics Education,309,71.35,0,5.0,0
Arts,Religious Studies,360,81.0,1,5.4,1
Medicine,Nursing,222,50.3,0,3.4,0
Medicine,Nursing,396,83.4,1,4.8,1
Law,Law,180,48.0,1,4.2,0
Engineering,Computer Engineering,308,70.2,0,4.8,0
Engineering,Electrical/Electronic Engineering,180,48.0,0,4.2,0
Agricultural Science,Agricultural Economics and Extension Services,187,55.05,1,5.4,1
Agricultural Science,Forestry Resources and Wildlife Management,343,80.45,1,5.8,1
Management Sciences,Cooperative Studies,348,81.2,1,5.8,1
Engineering,Computer Engineering,217,55.55,0,4.6,0
Engineering,Computer Engineering,297,72.55,1,5.6,1
Arts,Philosophy,144,48.6,0,5.4,0
Arts,Religious Studies,143,40.45,0,3.8,0
Science,Geology,262,70.3,1,6.2,1
Arts,English & Literary Studies,264,63.6,1,4.8,1
Arts,English & Literary Studies,235,61.25,0,5.2,0
Arts,Linguistics & Nigerian Languages,380,86.0,1,5.8,1
Management Sciences,Actuarial Science,163,49.45,1,5.0,0
Science,Science Laboratory Technology,309,67.35,0,4.2,0
Science,Geology,182,48.3,0,4.2,0
Arts,French,347,80.05,0,5.6,0
Medicine,Anatomy,295,75.25,1,6.2,1
Medicine,Medicine and Surgery,262,59.3,0,4.0,0
Management Sciences,Insurance,265,67.75,0,5.6,0
Science,Industrial Chemistry,369,72.35,0,3.4,0
Social Sciences,Economics,377,91.55,1,7.0,1
Arts,Theatre and Media Arts,342,76.3,0,5.0,0
Science,Geo-Physics,296,69.4,1,5.0,1
Agricultural Science,Animal Production & Health Sciences,236,62.4,1,5.4,1
Agricultural Science,Forestry Resources and Wildlife Management,277,63.55,1,4.4,1
Agricultural Science,Agricultural Economics and Extension Services,349,78.35,0,5.2,0
Science,Science Laboratory Technology,151,48.65,1,5.2,0
Management Sciences,Accounting,202,56.3,0,5.2,0
Social Sciences,Political Science,165,46.75,0,4.4,0
Agricultural Science,Fisheries and Aquaculture Management,252,67.8,1,6.0,1
Management Sciences,Accounting,184,54.6,1,5.4,1
Law,Law,346,70.9,0,3.8,0
Arts,Islamic Religious Studies/Arabic,204,58.6,1,5.6,1
Arts,Philosophy,369,85.35,1,6.0,1
Engineering,Mechanical Engineering,202,52.3,0,4.4,0
Education,Educational Technology,155,52.25,1,5.8,1
Education,Education History,227,50.05,0,3.2,0
Law,Law,359,73.85,0,4.0,0
Law,Law,142,46.3,0,5.0,0
Science,Physics,144,49.6,1,5.6,0
Education,"Test, Measurement and Evaluation",237,60.55,1,5.0,1
Law,Law,221,59.15,1,5.2,1
Social Sciences,Psychology,338,71.7,0,4.2,0
Social Sciences,Economics,296,69.4,1,5.0,1
Engineering,Computer Engineering,341,72.15,0,4.2,0
Engineering,Civil Engineering,355,73.25,0,4.0,0
Education,French Education,179,55.85,1,5.8,1
Science,Plant Sciences and Biotechnology,268,69.2,1,5.8,1
Law,Law,186,49.9,0,4.4,0
Science,Geo-Physics,239,54.85,0,3.8,0
Medicine,Anatomy,156,51.4,0,5.6,0
Law,Law,193,55.95,1,5.4,1
Agricultural Science,Agricultural Economics and Extension Services,226,67.9,1,6.8,1
Agricultural Science,"Crop, Horticulture and Landscape Design",356,77.4,0,4.8,0
Social Sciences,Tourism Studies,398,88.7,1,5.8,1
Medicine,Medicine and Surgery,232,57.8,0,4.6,0
Management Sciences,Accounting,213,61.95,1,6.0,1
Education,Health Education,195,57.25,0,5.6,0
Education,Education Christian Religious Studies,301,66.15,0,4.2,0
Management Sciences,Entrepreneurship,280,62.0,0,4.0,0
Social Sciences,Geography and Planning Science,164,57.6,1,6.6,1
Law,Law,309,72.35,1,5.2,1
Education,English Education,305,74.75,1,5.8,1
Education,Education Christian Religious Studies,165,46.75,0,4.4,0
Agricultural Science,"Crop, Horticulture and Landscape Design",297,71.55,0,5.4,0
Law,Law,283,72.45,0,6.0,0
Engineering,Electrical/Electronic Engineering,365,87.75,1,6.6,1
Law,Law,147,42.05,1,4.0,0
Management Sciences,Banking and Finance,348,72.2,0,4.0,0
Education,Library and Information Science,363,86.45,1,6.4,1
Medicine,Nursing,381,75.15,0,3.6,0
Education,Adult Education,181,54.15,0,5.4,0
Agricultural Science,"Crop, Horticulture and Landscape Design",398,86.7,1,5.4,1
Agricultural Science,Forestry Resources and Wildlife Management,365,79.75,1,5.0,1
Agricultural Science,"Crop, Horticulture and Landscape Design",308,75.2,1,5.8,1
Education,Business Education - Marketing,240,60.0,0,4.8,0
Management Sciences,Cooperative Studies,149,39.35,0,3.4,0
Medicine,Medicine and Surgery,368,79.2,0,4.8,0
Medicine,Physiology,343,72.45,0,4.2,0
Arts,Philosophy,274,71.1,0,6.0,0
Engineering,Electrical/Electronic Engineering,220,61.0,1,5.6,1
Management Sciences,Insurance,200,45.0,0,3.0,0
Law,Law,234,52.1,0,3.4,0
Engineering,Computer Engineering,345,84.75,1,6.6,1
Medicine,Physiology,218,56.7,1,4.8,1
Arts,Linguistics & Nigerian Languages,276,67.4,1,5.2,1
Arts,Theatre and Media Arts,363,78.45,1,4.8,1
Agricultural Science,Forestry Resources and Wildlife Management,233,61.95,0,5.4,0
Social Sciences,Political Science,165,49.75,0,5.0,0
Law,Law,302,69.3,1,4.8,1
Engineering,Mechanical Engineering,347,74.05,1,4.4,1
Arts,Linguistics & Nigerian Languages,365,85.75,1,6.2,1
Medicine,Nursing,144,44.6,0,4.6,0
Science,Chemistry,351,79.65,0,5.4,0
Medicine,Physiology,376,80.4,0,4.8,0
Education,Nursery & Primary/Early Childhood Education,322,63.3,0,3.0,0
Arts,Islamic Religious Studies/Arabic,174,43.1,0,3.4,0
Law,Law,190,57.5,1,5.8,1
Medicine,Medicine and Surgery,251,65.65,1,5.6,1
Law,Law,226,57.9,1,4.8,1
Law,Law,379,87.85,0,6.2,0
Management Sciences,Accounting,223,59.45,1,5.2,1
Agricultural Science,Agricultural Economics and Extension Services,190,53.5,0,5.0,0
Education,Mathematics Education,343,78.45,1,5.4,1
Agricultural Science,"Crop, Horticulture and Landscape Design",163,50.45,0,5.2,0
Science,Geology,156,46.4,1,4.6,0
Science,Geo-Physics,331,72.65,1,4.6,1
Agricultural Science,Soil Resources and Environmental Management,172,45.8,0,4.0,0
Medicine,Physiology,222,61.3,0,5.6,0
Social Sciences,Geography and Planning Science,347,78.05,0,5.2,0
Engineering,Mechanical Engineering,258,64.7,1,5.2,1
Agricultural Science,Agricultural Economics and Extension Services,361,80.15,1,5.2,1
Medicine,Physiology,243,55.45,1,3.8,1
Law,Law,201,53.15,1,4.6,1
Medicine,Anatomy,183,50.45,0,4.6,0
Social Sciences,Political Science,379,83.85,1,5.4,1
Arts,Christian Religious Studies,181,51.15,1,4.8,1
Social Sciences,Political Science,256,59.4,1,4.2,1
Agricultural Science,Forestry Resources and Wildlife Management,300,62.0,0,3.4,0
Management Sciences,Insurance,316,77.4,1,6.0,1
Agricultural Science,Forestry Resources and Wildlife Management,155,48.25,0,5.0,0
Engineering,Civil Engineering,388,80.2,0,4.4,0
Management Sciences,Banking and Finance,339,73.85,1,4.6,1
Education,Library and Information Science,158,47.7,0,4.8,0
Medicine,Anatomy,285,75.75,1,6.6,1
Agricultural Science,Soil Resources and Environmental Management,326,76.9,1,5.6,1
Engineering,Mechanical Engineering,370,74.5,0,3.8,0
Medicine,Medicine and Surgery,335,82.25,1,6.4,1
Science,Geo-Physics,394,82.1,1,4.6,1
Management Sciences,Business Administration,292,67.8,0,4.8,0
Arts,Yoruba,186,54.9,0,5.4,0
Agricultural Science,Agricultural Economics and Extension Services,200,60.0,1,6.0,1
Medicine,Nursing,256,58.4,0,4.0,0
Education,Nursery & Primary/Early Childhood Education,184,54.6,1,5.4,1
Medicine,Physiology,210,53.5,0,4.4,0
Law,Law,163,49.45,1,5.0,0
Education,Computer Science Education,397,87.55,0,5.6,0
Agricultural Science,"Crop, Horticulture and Landscape Design",290,64.5,0,4.2,0
Education,English Education,295,64.25,0,4.0,0
Agricultural Science,Agricultural Economics and Extension Services,314,73.1,0,5.2,0
Agricultural Science,"Crop, Horticulture and Landscape Design",385,83.75,0,5.2,0
Education,Social Studies,230,64.5,1,6.0,1
Agricultural Science,Soil Resources and Environmental Management,282,70.3,0,5.6,0
Arts,French,314,76.1,1,5.8,1
Education,Geography Education,225,61.75,1,5.6,1
Education,French Education,343,86.45,1,7.0,1
Medicine,Physiology,158,45.7,1,4.4,0
Education,Library and Information Science,253,75.95,1,7.6,1
Education,Business Education - Accounting,172,52.8,0,5.4,0
Medicine,Physiology,241,66.15,1,6.0,1
Law,Law,386,89.9,1,6.4,1
Medicine,Anatomy,308,64.2,0,3.6,0
Medicine,Physiology,319,69.85,0,4.4,0
Medicine,Physiology,216,59.4,0,5.4,0
Social Sciences,Sociology,274,60.1,0,3.8,0
Law,Law,167,56.05,1,6.2,1
Education,Educational Technology,369,74.35,1,3.8,1
Agricultural Science,Animal Production & Health Sciences,206,59.9,0,5.8,0
Agricultural Science,Soil Resources and Environmental Management,270,68.5,1,5.6,1
Law,Law,292,71.8,1,5.6,1
Management Sciences,Entrepreneurship,206,57.9,0,5.4,0
Arts,Yoruba,242,62.3,1,5.2,1
Medicine,Nursing,328,69.2,0,4.0,0
Science,Industrial Chemistry,296,67.4,0,4.6,0
Law,Law,376,84.4,1,5.6,1
Management Sciences,Business Administration,270,72.5,1,6.4,1
Education,Business Education - Office Management,203,57.45,1,5.4,1
Management Sciences,Entrepreneurship,182,52.3,0,5.0,0
Arts,French,384,76.6,0,3.8,0
Medicine,Nursing,356,82.4,0,5.8,0
Medicine,Physiology,332,80.8,0,6.2,0
Science,Biochemistry,266,71.9,1,6.4,1
Medicine,Anatomy,179,52.85,1,5.2,1
Law,Law,280,69.0,0,5.4,0
Education,Electrical/Electronic Technology,301,71.15,1,5.2,1
Engineering,Mechanical Engineering,263,67.45,0,5.6,0
Law,Law,257,69.55,1,6.2,1
Social Sciences,Psychology,232,57.8,1,4.6,1
Medicine,Medicine and Surgery,318,81.7,1,6.8,1
Law,Law,357,71.55,0,3.6,0
Agricultural Science,"Crop, Horticulture and Landscape Design",235,57.25,1,4.4,1
Education,Computer Science Education,279,69.85,1,5.6,1
Education,"Test, Measurement and Evaluation",347,77.05,1,5.0,1
Engineering,Computer Engineering,197,49.55,0,4.0,0
Agricultural Science,Animal Production & Health Sciences,345,75.75,0,4.8,0
Agricultural Science,Agricultural Economics and Extension Services,167,59.05,1,6.8,1
Agricultural Science,Forestry Resources and Wildlife Management,287,72.05,1,5.8,1
Management Sciences,Industrial Relations and Personnel Management,150,48.5,0,5.2,0
Management Sciences,Entrepreneurship,332,72.8,0,4.6,0
Management Sciences,Actuarial Science,194,51.1,0,4.4,0
Arts,Religious Studies,342,80.3,1,5.8,1
Engineering,Mechanical Engineering,355,72.25,0,3.8,0
Management Sciences,Banking and Finance,252,62.8,1,5.0,1
Social Sciences,Geography and Planning Science,254,67.1,0,5.8,0
Engineering,Mechanical Engineering,199,56.85,1,5.4,1
Arts,Theatre and Media Arts,246,58.9,1,4.4,1
Agricultural Science,Fisheries and Aquaculture Management,373,76.95,0,4.2,0
Education,Social Studies,211,57.65,1,5.2,1
Management Sciences,Accounting,291,64.65,0,4.2,0
Arts,Christian Religious Studies,399,88.85,0,5.8,0
Law,Law,343,78.45,1,5.4,1
Education,Adult Education,301,68.15,0,4.6,0
Medicine,Medicine and Surgery,387,98.05,1,8.0,1
Science,Geology,261,55.15,0,3.2,0
Medicine,Medicine and Surgery,198,62.7,1,6.6,1
Medicine,Medicine and Surgery,377,70.55,0,2.8,0
Agricultural Science,Forestry Resources and Wildlife Management,178,58.7,1,6.4,1
Arts,French,317,71.55,0,4.8,0
Arts,Yoruba,161,46.15,0,4.4,0
Management Sciences,Entrepreneurship,348,71.2,0,3.8,0
Arts,Islamic Religious Studies/Arabic,367,82.05,0,5.4,0
Education,Biology Education,395,89.25,0,6.0,0
Management Sciences,Insurance,255,55.25,0,3.4,0
Education,Nursery & Primary/Early Childhood Education,190,57.5,1,5.8,1
Agricultural Science,"Crop, Horticulture and Landscape Design",330,76.5,1,5.4,1
Medicine,Medicine and Surgery,180,51.0,0,4.8,0
Engineering,Mechanical Engineering,307,71.05,0,5.0,0
Engineering,Mechanical Engineering,165,51.75,1,5.4,1
Education,Business Education - Office Management,384,82.6,0,5.0,0
Agricultural Science,"Crop, Horticulture and Landscape Design",247,67.05,1,6.0,1
Social Sciences,Tourism Studies,300,68.0,0,4.6,0
Engineering,Mechanical Engineering,373,81.95,1,5.2,1
Engineering,Electrical/Electronic Engineering,369,93.35,1,7.6,1
Science,Biochemistry,293,70.95,0,5.4,0
Social Sciences,Economics,267,63.05,0,4.6,0
Agricultural Science,Fisheries and Aquaculture Management,208,59.2,1,5.6,1
