Faculty,Department,UTME_Score,Olevel_Grades,Post_UTME_Score,Aggregate,Cutoff,Admission_Status
Environmental Sciences,Architecture,253,"C4, B3, A1, C4, A1",19,67.42,50.0,admitted
Management Sciences,Finance,269,"B3, B3, C4, C5, C5",21,68.62,68.9,considered
Pharmacy,Pharmacy,262,"A1, C6, A1, B2, A1",2,52.35,76.125,not admitted
Pharmacy,Pharmacy,246,"B2, C5, C5, C5, B2",18,63.15,76.125,considered
Law,Law,282,"A1, B2, A1, C5, C5",27,78.65,68.65,admitted
Pharmacy,Pharmacy,399,"B2, B2, C5, B3, C5",30,95.08,76.125,admitted
Engineering,Electrical & Electronics Engineering,360,"C5, A1, C6, B2, A1",16,77.0,50.0,admitted
Law,Law,329,"C5, C4, A1, B3, C6",19,74.53,68.65,admitted
Arts,Christian Religious Studies,218,"B2, C5, C4, B2, B2",10,53.25,61.625,not admitted
Dental Sciences,Dentistry,375,"A1, B2, C4, C4, A1",24,88.08,77.4,admitted
Social Sciences,Economics,274,"C6, B3, C4, C5, B3",3,50.85,69.95,not admitted
Arts,Philosophy,379,"C5, C6, B3, A1, C6",21,81.97,67.4,admitted
Arts,Philosophy,339,"B3, C5, B3, C4, B2",26,83.58,67.4,admitted
Law,Law,321,"C5, B3, C4, A1, A1",6,62.52,68.65,not admitted
Science,Statistics,301,"C6, C6, C6, C4, C6",20,68.42,50.0,admitted
Law,Law,233,"C5, C6, C5, C6, A1",2,43.92,68.65,not admitted
Social Sciences,Economics,312,"C6, B3, C5, B3, C4",25,77.6,69.95,admitted
Law,Law,377,"B2, A1, A1, C5, A1",12,77.12,68.65,admitted
Pharmacy,Pharmacy,214,"A1, C5, C6, B3, B2",16,57.95,76.125,considered
Management Sciences,Business Administration,329,"C5, B2, B3, C6, C5",2,56.73,68.65,not admitted
Clinical Sciences,Medicine and Surgery,227,"B2, C6, C4, C5, C6",25,66.17,80.8,considered
Environmental Sciences,Building,369,"C6, B3, C5, C4, A1",5,65.53,50.0,not admitted
Engineering,Mechanical Engineering,312,"C5, C4, A1, C4, A1",15,70.0,50.0,admitted
Pharmacy,Pharmacy,307,"C5, C4, C4, C6, B3",16,67.58,76.125,considered
Clinical Sciences,Nursing,214,"B3, C5, B2, C4, A1",9,51.75,70.875,not admitted
Basic Medical Sciences,Medical Laboratory Science,350,"B2, B3, A1, C6, B3",27,86.75,74.675,admitted
Law,Law,296,"C5, C6, C5, C5, B2",5,54.8,68.65,not admitted
Basic Medical Sciences,Pharmacology,216,"C5, A1, B3, C5, C4",24,65.8,72.625,considered
Science,Botany,214,"C5, C5, A1, B3, B2",1,43.35,50.0,not admitted
Education,Early Childhood Education,357,"A1, B3, C5, B3, C6",23,82.42,50.0,admitted
Social Sciences,Geography,208,"B2, B3, C5, B3, C5",29,69.8,50.0,admitted
Management Sciences,Finance,313,"B2, C4, B2, B3, B3",19,74.53,68.9,admitted
Arts,Islamic Religious Studies,221,"B3, B3, A1, B2, C5",29,73.03,60.225,admitted
Basic Medical Sciences,Physiology,204,"C6, C4, C6, B3, A1",2,41.5,71.55,not admitted
Science,Geology,215,"A1, C6, C6, A1, C6",13,53.88,50.0,admitted
Education,Health Education,218,"C6, B2, C4, C4, A1",15,57.45,50.0,admitted
Management Sciences,Insurance,298,"C4, C4, B3, A1, C6",27,79.05,67.125,admitted
Basic Medical Sciences,Medical Laboratory Science,347,"A1, B3, B2, B3, C5",14,73.78,74.675,considered
Environmental Sciences,Estate Management,208,"B2, B3, C6, C4, A1",25,66.6,50.0,admitted
Education,Education Chemistry,271,"B3, C6, C4, C4, B2",11,59.27,50.0,not admitted
Engineering,Metallurgical & Material Engineering,343,"B2, B2, B2, B3, B3",17,77.08,50.0,admitted
Engineering,Biomedical Engineering,370,"B2, C4, C4, B2, B3",28,90.25,50.0,admitted
Dental Sciences,Dentistry,303,"C6, A1, C6, C6, B2",21,72.47,77.4,considered
Basic Medical Sciences,Pharmacology,355,"C5, C4, C6, C5, B3",17,74.17,72.625,admitted
Dental Sciences,Dentistry,309,"B3, C5, B3, C6, B3",29,81.62,77.4,admitted
Social Sciences,Mass Communication,249,"B2, B2, A1, C6, A1",28,76.33,72.35,admitted
Social Sciences,Political Science,351,"C4, A1, B3, B3, A1",4,65.08,68.6,not admitted
Management Sciences,Accounting,381,"B3, C5, C6, B3, C5",14,74.83,74.1,admitted
Law,Law,253,"B3, C5, B2, C6, B3",25,71.03,68.65,admitted
Management Sciences,Insurance,233,"B2, C5, C4, C4, C6",2,44.73,67.125,not admitted
Environmental Sciences,Urban & Regional Planning,369,"B2, B2, C4, C4, B2",17,79.53,50.0,admitted
Science,Botany,371,"C5, C4, B2, B2, B3",27,88.97,50.0,admitted
Law,Law,296,"A1, B3, C5, B2, C6",8,60.2,68.65,not admitted
Education,Educational Administration,393,"B3, C5, A1, B2, C6",14,78.33,50.0,admitted
Science,Geology,300,"C6, B2, C6, C5, B2",6,57.1,50.0,not admitted
Management Sciences,Insurance,237,"B3, B3, C5, A1, C6",29,73.42,67.125,admitted
Law,Law,329,"A1, C4, B3, C5, B3",0,56.73,68.65,not admitted
Education,Early Childhood Education,281,"C4, C4, C4, B3, A1",26,76.72,50.0,admitted
Management Sciences,Accounting,337,"C5, C6, A1, A1, B2",21,79.12,74.1,admitted
Engineering,Biomedical Engineering,225,"C5, B2, C4, A1, C5",14,57.33,50.0,admitted
Science,Chemistry,355,"C6, B2, A1, B3, A1",23,84.17,50.0,admitted
Law,Law,371,"C6, C4, B3, B3, C4",9,69.38,68.65,not admitted
Management Sciences,Insurance,252,"C5, A1, B2, B3, A1",12,60.7,67.125,considered
Law,Law,274,"B2, B3, C5, C4, C4",27,76.05,68.65,admitted
Environmental Sciences,Building,201,"A1, B3, C5, A1, C4",14,55.52,50.0,admitted
Science,Zoology,283,"C5, C5, A1, C4, B2",15,65.58,50.0,admitted
Dental Sciences,Dentistry,237,"B2, C4, C5, B3, C6",25,68.62,77.4,considered
Environmental Sciences,Quantity Surveying,289,"A1, C4, C5, A1, C4",22,74.12,50.0,admitted
Management Sciences,Actuarial Science,334,"A1, C4, C5, B2, B2",7,65.15,61.875,not admitted
Science,Mathematics,210,"A1, A1, C6, B2, C4",11,53.65,50.0,not admitted
Management Sciences,Insurance,372,"B2, C6, A1, A1, A1",19,83.1,67.125,admitted
Pharmacy,Pharmacy,305,"B2, C4, C4, B2, C6",21,73.92,76.125,considered
Management Sciences,Finance,383,"C4, C6, B2, C5, B3",11,72.88,68.9,not admitted
Social Sciences,Economics,242,"B2, B2, B3, C6, B3",1,46.85,69.95,not admitted
Science,Mathematics,287,"A1, B3, C6, C6, B3",22,72.28,50.0,admitted
Social Sciences,Geography,274,"C4, C4, C5, C4, C4",22,69.85,50.0,admitted
Pharmacy,Pharmacy,260,"B2, C6, C4, B3, C6",4,50.1,76.125,not admitted
Engineering,Systems Engineering,316,"B2, C5, B2, C4, C6",30,83.9,50.0,admitted
Education,Educational Administration,361,"B3, B2, A1, B2, C6",15,76.53,50.0,admitted
Arts,Christian Religious Studies,382,"C4, B3, A1, A1, C5",24,88.15,61.625,admitted
Engineering,Biomedical Engineering,292,"C6, A1, C5, B2, C6",4,54.5,50.0,not admitted
Education,Human Kinetics Education,312,"B2, A1, B3, A1, C6",20,75.8,50.0,admitted
Clinical Sciences,Radiography,318,"B3, C4, C4, B2, C6",22,76.15,72.525,admitted
Engineering,Electrical & Electronics Engineering,366,"A1, A1, C4, A1, B3",29,92.75,50.0,admitted
Management Sciences,Business Administration,234,"C4, B2, B2, A1, A1",24,71.25,68.65,admitted
Dental Sciences,Dentistry,388,"C5, A1, C6, B3, C4",19,81.9,77.4,admitted
Dental Sciences,Dentistry,237,"C4, C5, B3, C4, C4",12,55.62,77.4,considered
Education,Education Yoruba,310,"A1, C6, B3, C6, B2",23,76.55,50.0,admitted
Social Sciences,Sociology,345,"B3, A1, B3, B3, C5",22,81.12,66.15,admitted
Dental Sciences,Dentistry,392,"B2, C4, C5, B3, C6",19,82.0,77.4,admitted
Education,Education Geography,310,"A1, C6, B3, C4, C6",29,81.75,50.0,admitted
Management Sciences,IRPM,229,"C6, C5, C6, C5, C4",20,60.23,50.0,admitted
Basic Medical Sciences,Physiology,204,"B3, C4, C4, A1, C6",6,46.3,71.55,not admitted
Social Sciences,Economics,241,"B2, B3, A1, C6, C5",21,66.33,69.95,considered
Engineering,Systems Engineering,362,"C6, C5, C4, C6, C6",8,64.45,50.0,not admitted
Education,Education Physics,200,"C5, B2, B2, B3, C6",26,65.8,50.0,admitted
Environmental Sciences,Urban & Regional Planning,241,"C5, C6, B2, C6, B2",20,63.73,50.0,admitted
Environmental Sciences,Building,283,"A1, C5, C6, C4, C6",5,53.58,50.0,not admitted
Clinical Sciences,Medicine and Surgery,227,"C5, C6, A1, A1, B2",24,68.38,80.8,considered
Pharmacy,Pharmacy,226,"C5, B3, C6, B3, C6",19,60.05,76.125,considered
Dental Sciences,Dentistry,364,"C5, A1, A1, C5, A1",15,77.3,77.4,considered
Social Sciences,Political Science,306,"B2, C5, C4, B3, A1",8,62.25,68.6,not admitted
Science,Botany,303,"A1, B2, B2, C5, A1",19,74.47,50.0,admitted
Arts,Linguistic Igbo/Yoruba,253,"C5, C4, B2, A1, C4",30,77.22,61.175,admitted
Education,Adult Education,218,"B2, C4, C4, C5, B2",28,70.45,50.0,admitted
Engineering,Electrical & Electronics Engineering,392,"B3, C5, C6, C6, B3",9,70.8,50.0,not admitted
Science,Zoology,396,"C4, B2, C4, B2, B2",26,91.9,50.0,admitted
Dental Sciences,Dentistry,264,"C5, C4, B3, B2, A1",9,58.0,77.4,not admitted
Dental Sciences,Dentistry,348,"C4, B3, A1, C5, A1",23,82.9,77.4,admitted
Environmental Sciences,Architecture,341,"C6, B3, A1, B2, C4",23,81.22,50.0,admitted
Engineering,Biomedical Engineering,306,"B2, B3, C5, C4, B2",16,69.85,50.0,admitted
Environmental Sciences,Architecture,368,"A1, B2, C5, C4, B3",3,65.0,50.0,not admitted
Dental Sciences,Dentistry,393,"B2, C5, C4, C4, B3",30,93.92,77.4,admitted
Basic Medical Sciences,Medical Laboratory Science,271,"C5, C5, C6, C5, A1",30,77.08,74.675,admitted
Arts,Creative Arts,295,"A1, C5, A1, B2, B3",22,76.08,67.05,admitted
Clinical Sciences,Medicine and Surgery,365,"B3, C5, B2, A1, B2",9,71.42,80.8,not admitted
Environmental Sciences,Quantity Surveying,320,"B3, C6, C4, C5, C6",12,64.4,50.0,admitted
Pharmacy,Pharmacy,396,"B3, B3, C6, C4, C6",4,66.7,76.125,not admitted
Management Sciences,Insurance,261,"A1, C5, B3, A1, C5",1,49.62,67.125,not admitted
Basic Medical Sciences,Physiology,310,"C5, B3, C4, A1, C5",27,80.55,71.55,admitted
Environmental Sciences,Building,243,"C5, C4, A1, B3, B2",4,50.38,50.0,not admitted
Pharmacy,Pharmacy,373,"B3, B3, C5, C4, A1",30,92.22,76.125,admitted
Education,Education Economics,373,"C5, C6, C6, B3, B3",12,71.42,50.0,admitted
Social Sciences,Economics,270,"A1, B2, C6, B2, C5",26,75.35,69.95,admitted
Clinical Sciences,Radiography,387,"A1, C4, C4, B3, C4",7,70.97,72.525,not admitted
Environmental Sciences,Architecture,333,"C6, C6, A1, C5, B3",23,78.22,50.0,admitted
Clinical Sciences,Nursing,390,"A1, B2, B2, C4, B3",2,67.95,70.875,not admitted
Clinical Sciences,Radiography,260,"C5, C5, A1, B2, B3",25,73.1,72.525,admitted
Engineering,Biomedical Engineering,230,"C5, B2, C6, A1, B2",12,56.35,50.0,admitted
Management Sciences,Business Administration,371,"C6, C5, A1, B3, C6",29,88.97,68.65,admitted
Pharmacy,Pharmacy,238,"C4, C5, B2, C6, B3",11,54.75,76.125,not admitted
Dental Sciences,Dentistry,362,"C6, C5, B2, C4, A1",18,78.05,77.4,admitted
Law,Law,241,"C4, C4, C5, B2, A1",2,47.73,68.65,not admitted
Education,Education Mathematics,260,"B2, C6, C5, C6, B2",21,67.1,50.0,admitted
Environmental Sciences,Quantity Surveying,372,"C5, B2, B3, C6, C5",22,82.1,50.0,admitted
Science,Geology,378,"B2, C4, A1, B3, B3",23,87.05,50.0,admitted
Engineering,Biomedical Engineering,395,"C4, A1, B2, C6, A1",29,94.78,50.0,admitted
Arts,Creative Arts,335,"B3, C5, C6, C4, B2",14,69.88,67.05,admitted
Pharmacy,Pharmacy,357,"C6, C6, C4, C6, C6",5,60.42,76.125,not admitted
Management Sciences,Finance,245,"A1, C4, C6, C4, A1",15,61.23,68.9,considered
Engineering,Electrical & Electronics Engineering,318,"C4, B3, A1, C5, B2",25,80.75,50.0,admitted
Management Sciences,Insurance,338,"C6, C6, C5, B2, B2",3,58.85,67.125,not admitted
Education,Education Biology,203,"A1, A1, A1, B3, B3",19,62.77,50.0,admitted
Arts,Linguistic Igbo/Yoruba,341,"C6, B2, A1, A1, C5",3,61.62,61.175,not admitted
Basic Medical Sciences,Medical Laboratory Science,252,"B3, B3, B2, B2, B3",18,66.3,74.675,considered
Basic Medical Sciences,Pharmacology,276,"C5, B2, C6, B2, A1",25,75.1,72.625,admitted
Science,Zoology,282,"C4, C5, A1, B3, C5",27,77.05,50.0,admitted
Engineering,Surveying & Geoinformatics Engineering,386,"C4, C6, A1, B2, B2",26,90.25,50.0,admitted
Education,Educational Foundations,233,"B2, C6, B3, A1, C6",12,55.92,50.0,admitted
Arts,Christian Religious Studies,313,"C5, C4, C4, B3, C5",30,82.72,61.625,admitted
Dental Sciences,Dentistry,374,"C6, C5, B3, C6, C4",23,82.15,77.4,admitted
Science,Marine Biology,273,"C5, C4, C5, C5, B3",8,55.33,50.0,not admitted
Education,Adult Education,280,"B2, C5, C4, A1, C5",21,71.2,50.0,admitted
Science,Cell Biology & Genetics,220,"A1, C6, A1, C6, B3",25,67.7,50.0,admitted
Science,Zoology,335,"A1, C4, C5, B3, C6",29,85.28,50.0,admitted
Science,Computer Science,369,"C4, C6, C6, B2, C6",22,80.53,71.75,admitted
Environmental Sciences,Quantity Surveying,259,"C5, B2, B3, B2, A1",7,56.17,50.0,not admitted
Management Sciences,Insurance,201,"B2, A1, B3, B2, B2",10,53.12,67.125,not admitted
Science,Geology,317,"C6, C4, B2, A1, C5",23,77.42,50.0,admitted
Basic Medical Sciences,Pharmacology,207,"C6, B2, C6, B2, B3",28,68.28,72.625,considered
Basic Medical Sciences,Physiology,336,"C4, B3, C4, B2, A1",15,73.4,71.55,admitted
Arts,Chinese,284,"C4, C6, C4, C5, C5",23,70.9,66.7,admitted
Environmental Sciences,Urban & Regional Planning,282,"C5, B3, C4, C4, B3",7,56.65,50.0,not admitted
Engineering,Electrical & Electronics Engineering,216,"B3, C4, C6, C4, C5",22,62.2,50.0,admitted
Law,Law,333,"B3, B3, B2, B3, B3",14,72.03,68.65,admitted
Pharmacy,Pharmacy,331,"A1, A1, C5, C4, C5",24,80.97,76.125,admitted
Education,Educational Foundations,218,"A1, B2, C6, C4, B3",13,55.85,50.0,admitted
Engineering,Biomedical Engineering,302,"C5, A1, A1, A1, B2",29,84.75,50.0,admitted
Environmental Sciences,Building,354,"A1, C4, A1, C4, A1",14,75.85,50.0,admitted
Education,Educational Foundations,253,"A1, B2, B3, C5, A1",21,69.83,50.0,admitted
Social Sciences,Social Work,247,"B3, B2, C4, C5, C5",8,53.27,50.0,not admitted
Basic Medical Sciences,Medical Laboratory Science,342,"B2, C5, A1, B3, A1",19,78.95,74.675,admitted
Pharmacy,Pharmacy,205,"B2, C6, C4, A1, B2",5,46.62,76.125,not admitted
Dental Sciences,Dentistry,370,"B3, C5, B2, B2, C4",17,78.85,77.4,admitted
Engineering,Surveying & Geoinformatics Engineering,310,"C4, C4, A1, C6, B3",19,72.55,50.0,admitted
Law,Law,251,"A1, C4, B3, C5, B3",21,67.97,68.65,considered
Science,Statistics,330,"B2, C5, C6, C5, C6",23,76.65,50.0,admitted
Science,Geophysics,398,"A1, C6, A1, C4, C5",14,78.95,50.0,admitted
Pharmacy,Pharmacy,312,"C6, A1, B2, B2, A1",12,68.2,76.125,considered
Engineering,Electrical & Electronics Engineering,247,"C6, B3, A1, C6, C6",4,48.08,50.0,not admitted
Dental Sciences,Dentistry,280,"B3, C6, B2, B3, B2",19,69.6,77.4,considered
Engineering,Biomedical Engineering,393,"B3, C5, C5, B3, A1",29,93.33,50.0,admitted
Engineering,Civil & Environmental Engineering,265,"C6, C4, B3, C5, B2",10,57.12,50.0,not admitted
Basic Medical Sciences,Pharmacology,281,"C4, B3, C6, C6, C4",0,47.92,72.625,not admitted
Basic Medical Sciences,Pharmacology,290,"C6, C5, C6, C6, C4",16,63.45,72.625,considered
Dental Sciences,Dentistry,282,"C5, C6, B3, B3, C5",7,55.45,77.4,not admitted
Basic Medical Sciences,Pharmacology,365,"C6, C6, C4, A1, C6",4,62.42,72.625,not admitted
Engineering,Civil & Environmental Engineering,344,"C4, C4, B3, C4, C4",7,64.4,50.0,not admitted
Social Sciences,Economics,268,"C6, C6, C5, B3, B3",30,76.3,69.95,admitted
Engineering,Computer Engineering,237,"C6, C6, B3, C6, A1",11,53.83,50.0,not admitted
Pharmacy,Pharmacy,264,"C4, C6, C6, B2, C5",11,56.8,76.125,not admitted
Management Sciences,IRPM,202,"C5, B2, C6, B3, B2",4,44.05,50.0,not admitted
Arts,Islamic Religious Studies,375,"C4, C4, B2, B3, C4",25,87.08,60.225,admitted
Pharmacy,Pharmacy,230,"B3, B3, B3, C6, C4",27,70.15,76.125,considered
Clinical Sciences,Nursing,350,"A1, B3, C6, C5, C5",19,76.75,70.875,admitted
Education,Health Education,270,"C5, A1, C4, A1, C5",0,49.35,50.0,not admitted
Pharmacy,Pharmacy,352,"B3, B2, C4, A1, C6",13,72.6,76.125,considered
Education,Education Home Economics,358,"A1, C5, C4, A1, B3",0,61.15,50.0,not admitted
Engineering,Computer Engineering,231,"A1, B2, C6, C5, C4",6,49.67,50.0,not admitted
Basic Medical Sciences,Physiology,234,"A1, B3, C6, A1, B3",7,52.65,71.55,not admitted
Science,Mathematics,209,"B3, A1, B3, B2, C6",24,66.12,50.0,admitted
Management Sciences,Finance,206,"B3, C4, C4, B3, C6",11,50.75,68.9,not admitted
Dental Sciences,Dentistry,288,"C5, C5, A1, C6, C5",14,63.2,77.4,considered
Dental Sciences,Dentistry,354,"B3, B3, C5, A1, B2",24,84.65,77.4,admitted
Basic Medical Sciences,Medical Laboratory Science,201,"B3, B3, C4, C6, C4",5,44.12,74.675,not admitted
Clinical Sciences,Physiotherapy,244,"B2, C6, B2, C5, C4",20,64.9,73.75,considered
Clinical Sciences,Radiography,288,"A1, C5, B2, B3, C6",15,66.2,72.525,considered
Management Sciences,Actuarial Science,227,"C6, A1, C5, C5, A1",2,45.17,61.875,not admitted
Social Sciences,Mass Communication,359,"B2, A1, A1, B2, B3",5,68.28,72.35,not admitted
Social Sciences,Political Science,224,"C6, C4, B3, B2, C4",27,69.4,68.6,admitted
Management Sciences,Actuarial Science,388,"C6, C5, C5, C4, B3",8,69.3,61.875,not admitted
Arts,History & Strategic Studies,285,"C6, B2, B3, B3, B2",27,78.22,68.6,admitted
Law,Law,215,"B2, B2, A1, C5, B3",2,45.67,68.65,not admitted
Education,Education Igbo,216,"C6, A1, B3, A1, C5",20,62.6,50.0,admitted
Management Sciences,Accounting,311,"C6, B3, B3, A1, B3",29,83.47,74.1,admitted
Engineering,Mechanical Engineering,297,"C6, C4, A1, C6, C6",19,68.92,50.0,admitted
Arts,Creative Arts,238,"C6, C6, B2, B3, C4",3,46.35,67.05,not admitted
Pharmacy,Pharmacy,347,"A1, C5, C6, C5, C5",25,81.58,76.125,admitted
Education,Education Mathematics,385,"B2, C6, A1, C4, A1",13,77.53,50.0,admitted
Pharmacy,Pharmacy,209,"B2, C4, C4, B2, A1",1,43.92,76.125,not admitted
Engineering,Computer Engineering,362,"A1, B2, C6, C4, C4",9,69.45,50.0,not admitted
Social Sciences,Psychology,368,"A1, C6, B3, C4, C5",28,88.4,67.4,admitted
Law,Law,260,"C4, B3, B2, C4, B2",5,53.5,68.65,not admitted
Law,Law,232,"C4, A1, C6, C4, C4",26,69.4,68.65,admitted
Basic Medical Sciences,Physiology,319,"C6, C6, B3, C4, C4",10,62.67,71.55,not admitted
Management Sciences,IRPM,360,"C5, A1, A1, C5, A1",16,77.8,50.0,admitted
Management Sciences,Accounting,342,"C4, B3, B2, C4, A1",23,82.15,74.1,admitted
Arts,Russian,291,"B3, B2, C6, C5, C6",25,74.58,67.65,admitted
Management Sciences,Accounting,361,"C6, A1, C4, C4, C5",6,65.12,74.1,not admitted
Arts,French,239,"C5, C6, C6, A1, A1",18,62.27,66.55,considered
Education,Adult Education,346,"C5, A1, A1, C5, A1",6,66.05,50.0,not admitted
Clinical Sciences,Radiography,395,"C4, C5, C6, A1, C4",25,88.38,72.525,admitted
Pharmacy,Pharmacy,312,"B3, B2, B3, C6, B2",2,56.6,76.125,not admitted
Social Sciences,Political Science,380,"A1, A1, A1, C4, C4",1,66.1,68.6,not admitted
Basic Medical Sciences,Medical Laboratory Science,272,"B3, B3, B2, A1, B3",28,79.2,74.675,admitted
Management Sciences,IRPM,259,"C6, C4, B2, B3, C6",18,63.98,50.0,admitted
Science,Chemistry,335,"C6, B2, C5, C5, C4",18,73.08,50.0,admitted
Dental Sciences,Dentistry,298,"B2, C6, B2, B3, C5",23,75.05,77.4,considered
Dental Sciences,Dentistry,374,"C6, A1, C4, C6, C6",4,63.55,77.4,not admitted
Environmental Sciences,Architecture,392,"A1, B2, A1, A1, C6",16,82.6,50.0,admitted
Basic Medical Sciences,Physiology,363,"B3, A1, B2, C5, C5",15,75.97,71.55,admitted
Law,Law,223,"C5, B3, C6, C5, C5",7,47.27,68.65,not admitted
Dental Sciences,Dentistry,221,"C4, C4, B2, B2, C6",4,46.42,77.4,not admitted
Arts,Christian Religious Studies,388,"C4, B2, C6, B3, C4",7,69.9,61.625,not admitted
Clinical Sciences,Nursing,331,"C4, B2, C5, C4, C5",26,81.38,70.875,admitted
Science,Industrial Mathematics,201,"B2, B2, A1, C4, B2",15,57.73,50.0,admitted
Social Sciences,Sociology,286,"B2, C4, B2, A1, C5",2,54.15,66.15,not admitted
Education,Education Chemistry,211,"A1, A1, C6, A1, B3",4,47.58,50.0,not admitted
Social Sciences,Social Work,286,"C6, C5, C5, B2, C6",7,55.15,50.0,not admitted
Pharmacy,Pharmacy,328,"C5, A1, C4, C4, B2",16,72.6,76.125,considered
Dental Sciences,Dentistry,202,"C6, A1, B3, C5, A1",19,59.85,77.4,considered
Dental Sciences,Dentistry,296,"C4, B2, C5, C5, B2",21,72.8,77.4,considered
Education,Education Chemistry,248,"B3, B3, B3, C6, C4",29,74.4,50.0,admitted
Management Sciences,Accounting,272,"C5, A1, A1, C6, B2",20,70.0,74.1,considered
Dental Sciences,Dentistry,363,"C4, B3, C6, C4, C4",7,65.97,77.4,not admitted
Basic Medical Sciences,Pharmacology,260,"C4, B2, A1, C5, C4",1,49.1,72.625,not admitted
Science,Chemistry,241,"C4, B3, A1, B2, C5",19,65.12,50.0,admitted
Arts,Russian,397,"A1, A1, C6, B3, C4",8,73.62,67.65,not admitted
Basic Medical Sciences,Physiology,374,"A1, A1, C5, A1, C5",3,66.55,71.55,not admitted
Management Sciences,Insurance,251,"C6, B3, A1, B2, B3",15,62.38,67.125,considered
Dental Sciences,Dentistry,206,"C6, C5, B2, B3, C5",3,42.35,77.4,not admitted
Arts,Christian Religious Studies,231,"C4, A1, C5, A1, B3",0,45.27,61.625,not admitted
Education,Educational Foundations,363,"B2, C4, A1, A1, C5",13,75.17,50.0,admitted
Management Sciences,Actuarial Science,390,"C4, B2, A1, C5, B3",23,87.75,61.875,admitted
Education,Education Physics,253,"C5, B3, C4, C5, C6",6,50.42,50.0,not admitted
Social Sciences,Economics,263,"B3, B2, B2, C5, C6",13,60.67,69.95,considered
Management Sciences,Insurance,261,"B3, C4, C5, B3, B3",11,58.42,67.125,not admitted
Science,Computer Science,252,"C6, A1, C5, C4, B3",29,74.9,71.75,admitted
Law,Law,318,"C5, B2, C4, C5, C5",24,77.35,68.65,admitted
Clinical Sciences,Medicine and Surgery,309,"C4, B3, A1, C5, C6",17,70.03,80.8,considered
