Faculty,Department,UTME_Score,UTME_Cutoff,Aggregate_Score,Aggregate_Cutoff,utme_gap,aggregate_gap,Olevel_Valid,olevel_avg_points,admitted_numeric
Engineering,Agricultural and Bio-Resources Engineering,148,160,56.2,55.0,-12,1.2,1,4.8,0
Social Sciences,Psychology,205,150,47.75,64.5,55,-16.75,1,3.4,0
Agriculture,Fisheries and Aquaculture,345,150,77.75,50.3,195,27.45,1,5.2,1
Social Sciences,Criminology and Security Studies,344,200,75.6,55.0,144,20.6,1,2.8,1
Law,Law,177,240,46.55,55.0,-63,-8.45,1,4.0,0
Communications and Media Studies,Broadcasting,238,150,52.7,64.0,88,-11.3,1,3.4,0
Engineering,Electrical and Electronics Engineering,186,200,57.9,63.3,-14,-5.4,1,4.0,0
Arts,Linguistics and Language,175,150,46.25,55.0,25,-8.75,1,2.0,0
Education,Chemistry Education,216,150,57.4,55.0,66,2.4,1,3.0,1
Engineering,Meterials and Metallurgical Engineering,159,150,58.85,55.0,9,3.85,1,5.0,1
Basic Medical Science,Radiology and Radiography,292,200,64.8,71.3,92,-6.5,1,4.2,0
Agriculture,Water Resources Management and Agrometeorology,188,150,40.2,55.0,38,-14.8,1,2.4,0
College of Medicine,Medicine and Surgery,261,260,56.15,55.0,1,1.15,1,3.4,1
Pharmacy,Doctor of Pharmacy,326,240,59.9,55.0,86,4.9,1,2.2,1
Management Sciences,Finance,156,160,43.4,55.0,-4,-11.6,1,4.0,0
Law,Law,264,240,52.6,55.0,24,-2.4,1,2.6,0
Communications and Media Studies,Pulic Relations,148,150,43.2,55.0,-2,-11.8,1,4.2,0
Management Sciences,Business Administration,178,200,45.7,55.0,-22,-9.3,1,3.8,0
Education,Biology Education,284,150,53.6,55.0,134,-1.4,1,2.2,0
Environmental Design and Management,Urban and Regional Planning,260,150,54.0,56.0,110,-2.0,1,3.0,0
Agriculture,Water Resources Management and Agrometeorology,336,150,62.4,55.0,186,7.4,1,2.4,1
Education,Biology Education,234,150,61.1,55.0,84,6.1,1,3.2,1
Law,Law,331,240,65.65,55.0,91,10.65,1,3.2,1
Agriculture,Animal Production and Health,249,150,67.35,61.3,99,6.05,1,4.0,1
Social Sciences,Psychology,341,150,81.15,64.5,191,16.65,1,4.0,1
College of Medicine,Medicine and Surgery,182,260,52.3,55.0,-78,-2.7,1,3.0,0
Basic Medical Science,Radiology and Radiography,193,200,46.95,71.3,-7,-24.35,1,1.6,0
Social Sciences,Demography and Social Statistics,316,150,76.4,60.5,166,15.9,1,3.8,1
Science,Chemistry,186,150,44.9,62.5,36,-17.6,1,3.4,0
Science,Mathematics,194,150,45.1,55.5,44,-10.4,1,3.2,0
Environmental Design and Management,Estate Management,290,160,65.5,57.5,130,8.0,1,4.4,1
Education,Chemistry Education,338,150,67.7,55.0,188,12.7,1,3.4,1
Education,Health Education,154,150,52.1,57.95,4,-5.85,1,3.8,0
College of Medicine,Medicine and Surgery,212,260,52.8,55.0,-48,-2.2,1,4.2,0
Science,Microbiology,350,180,79.5,65.75,170,13.75,1,3.4,1
College of Medicine,Medicine and Surgery,202,260,48.3,55.0,-58,-6.7,1,3.6,0
Agriculture,Hospitality and Tourism Management,268,150,66.2,58.45,118,7.75,1,3.2,1
Environmental Design and Management,Survey and Geo-informatics,291,150,66.65,55.0,141,11.65,1,2.6,1
Management Sciences,Finance,178,160,51.7,55.0,18,-3.3,1,5.0,0
Basic Medical Science,Radiology and Radiography,299,200,63.85,71.3,99,-7.45,1,3.8,0
Science,Statistics,326,150,63.9,54.5,176,9.4,1,3.0,1
Communications and Media Studies,Broadcasting,286,150,58.9,64.0,136,-5.1,1,3.2,0
Communications and Media Studies,Mass Communication,308,220,68.2,66.3,88,1.9,1,2.4,1
Education,Human Kinetics,143,150,38.45,54.9,-7,-16.45,1,3.4,0
Environmental Design and Management,Survey and Geo-informatics,261,150,54.15,55.0,111,-0.85,1,3.0,0
Communications and Media Studies,Pulic Relations,329,150,65.35,55.0,179,10.35,1,3.2,1
Social Sciences,Political Science,141,180,40.15,62.5,-39,-22.35,1,3.8,0
Education,Human Kinetics,213,150,53.95,54.9,63,-0.95,1,4.4,0
Agriculture,Food Science and Technology,261,150,69.15,58.0,111,11.15,1,4.0,1
Education,Health Education,212,150,53.8,57.95,62,-4.15,1,2.4,0
Social Sciences,Geography,157,150,48.55,55.0,7,-6.45,1,5.0,0
Arts, English and Literary Studies,229,150,69.35,55.0,79,14.35,1,5.0,1
Education,Guidance and Counselling,344,150,67.6,59.05,194,8.55,1,3.2,1
Basic Medical Science,Medical Laboratory Science,322,200,60.3,72.3,122,-12.0,1,2.4,0
Social Sciences,Geography,328,150,74.2,55.0,178,19.2,1,3.0,1
Management Sciences,Public Administration,332,160,79.8,55.0,172,24.8,1,4.0,1
Communications and Media Studies,Journalism,213,150,55.95,64.0,63,-8.05,1,2.8,0
Pharmacy,Doctor of Pharmacy,285,240,65.75,55.0,45,10.75,1,2.6,1
Management Sciences,Business Administration,281,200,64.15,55.0,81,9.15,1,2.4,1
Education,Guidance and Counselling,238,150,64.7,59.05,88,5.65,1,3.8,1
Communications and Media Studies,Journalism,190,150,49.5,64.0,40,-14.5,1,4.2,0
Education,Mathematics Education,185,150,48.75,55.5,35,-6.75,1,4.2,0
Law,Law,194,240,59.1,55.0,-46,4.1,1,4.0,0
Pharmacy,Doctor of Pharmacy,272,240,70.8,55.0,32,15.8,1,4.0,1
Science,Zoology,156,150,58.4,55.5,6,2.9,1,5.0,1
Arts,Linguistics and Language,194,150,43.1,55.0,44,-11.9,1,2.8,0
Basic Medical Science,Radiology and Radiography,288,200,67.2,71.3,88,-4.1,1,2.8,0
Social Sciences,Political Science,231,180,63.65,62.5,51,1.15,1,3.8,1
Agriculture,Animal Production and Health,281,150,76.15,61.3,131,14.85,1,4.8,1
Environmental Design and Management,Estate Management,333,160,70.95,57.5,173,13.45,1,4.2,1
Basic Medical Science,Physiology,261,180,67.15,61.5,81,5.65,1,3.6,1
Arts,History and International Studies,218,180,58.7,67.8,38,-9.1,1,3.2,0
Law,Law,260,240,62.0,55.0,20,7.0,1,4.6,1
Education,Mathematics Education,329,150,73.35,55.5,179,17.85,1,4.8,1
Education,Human Kinetics,221,150,61.15,54.9,71,6.25,1,3.6,1
College of Medicine,Medicine and Surgery,155,260,39.25,55.0,-105,-15.75,1,3.2,0
Social Sciences,Economics,149,180,55.35,63.75,-31,-8.4,1,4.6,0
Management Sciences,Business Administration,331,200,65.65,55.0,131,10.65,1,3.2,1
Environmental Design and Management,Building,208,170,55.2,57.5,38,-2.3,1,2.8,0
Pharmacy,Doctor of Pharmacy,152,240,41.8,55.0,-88,-13.2,1,3.8,0
Social Sciences,Sociology,182,160,59.3,63.95,22,-4.65,1,4.4,0
Arts, English and Literary Studies,157,150,38.55,55.0,7,-16.45,1,3.0,0
Education,Mathematics Education,157,150,50.55,55.5,7,-4.95,1,3.4,0
Education,Guidance and Counselling,229,150,48.35,59.05,79,-10.7,1,2.8,0
Basic Medical Science,Radiology and Radiography,177,200,50.55,71.3,-23,-20.75,1,2.8,0
Law,Law,261,240,57.15,55.0,21,2.15,1,3.6,1
Science,Physics,195,150,49.25,56.5,45,-7.25,1,4.0,0
Education,Chemistry Education,326,150,69.9,55.0,176,14.9,1,4.2,1
Environmental Design and Management,Survey and Geo-informatics,269,150,57.35,55.0,119,2.35,1,3.4,1
Engineering,Civil Engineering,168,200,51.2,65.0,-32,-13.8,1,3.2,0
Law,Law,201,240,57.15,55.0,-39,2.15,1,3.4,0
Science,Mathematics,337,150,74.55,55.5,187,19.05,1,4.8,1
Engineering,Meterials and Metallurgical Engineering,204,150,54.6,55.0,54,-0.4,1,2.8,0
Social Sciences,Demography and Social Statistics,192,150,59.8,60.5,42,-0.7,1,4.2,0
Engineering,Agricultural and Bio-Resources Engineering,259,160,57.85,55.0,99,2.85,1,3.8,1
Science,Zoology,279,150,74.85,55.5,129,19.35,1,4.6,1
Social Sciences,Demography and Social Statistics,270,150,63.5,60.5,120,3.0,1,4.6,1
Communications and Media Studies,Mass Communication,193,220,57.95,66.3,-27,-8.35,1,3.8,0
Engineering,Electrical and Electronics Engineering,186,200,49.9,63.3,-14,-13.4,1,4.4,0
Engineering,Computer Engineering,337,200,70.55,64.3,137,6.25,1,4.0,1
Engineering,Meterials and Metallurgical Engineering,158,150,46.7,55.0,8,-8.3,1,2.6,0
Agriculture,Water Resources Management and Agrometeorology,177,150,37.55,55.0,27,-17.45,1,2.2,0
Agriculture,Fisheries and Aquaculture,299,150,59.85,50.3,149,9.55,1,3.0,1
College of Medicine,Medicine and Surgery,203,260,58.45,55.0,-57,3.45,1,3.6,0
Basic Medical Science,Medical Laboratory Science,240,200,59.0,72.3,40,-13.3,1,2.6,0
Law,Law,252,240,54.8,55.0,12,-0.2,1,3.4,0
Management Sciences,Finance,298,160,59.7,55.0,138,4.7,1,3.0,1
Communications and Media Studies,Broadcasting,147,150,52.05,64.0,-3,-11.95,1,4.0,0
Engineering,Agricultural and Bio-Resources Engineering,296,160,68.4,55.0,136,13.4,1,4.8,1
Management Sciences,Finance,253,160,70.95,55.0,93,15.95,1,4.6,1
Law,Law,147,240,40.05,55.0,-93,-14.95,1,3.6,0
College of Medicine,Medicine and Surgery,184,260,42.6,55.0,-76,-12.4,1,3.0,0
Basic Medical Science,Medical Laboratory Science,199,200,62.85,72.3,-1,-9.45,1,4.6,0
Pharmacy,Doctor of Pharmacy,308,240,74.2,55.0,68,19.2,1,3.6,1
Agriculture,Agricultural Economics and Extension,227,150,65.05,57.8,77,7.25,1,4.2,1
Environmental Design and Management,Survey and Geo-informatics,330,150,79.5,55.0,180,24.5,1,4.0,1
Environmental Design and Management,Architecture,348,210,68.2,66.25,138,1.95,1,3.2,1
Arts,Theatre and Media Arts,275,200,67.25,65.8,75,1.45,1,3.2,1
Basic Medical Science,Nursing Science,289,150,63.35,55.0,139,8.35,1,2.0,1
Communications and Media Studies,Broadcasting,216,150,46.4,64.0,66,-17.6,1,2.8,0
Communications and Media Studies,Journalism,180,150,52.0,64.0,30,-12.0,1,3.0,0
Communications and Media Studies,Mass Communication,312,220,78.8,66.3,92,12.5,1,4.4,1
Education,Physics Education,254,150,66.1,53.6,104,12.5,1,3.6,1
Engineering,Mechanical Engineering,262,200,63.3,65.0,62,-1.7,1,2.8,0
Law,Law,151,240,41.65,55.0,-89,-13.35,1,3.8,0
Law,Law,306,240,56.9,55.0,66,1.9,1,2.2,1
Management Sciences,Accounting,182,200,50.3,55.0,-18,-4.7,1,2.6,0
Science,Geology,286,150,70.9,59.5,136,11.4,1,3.6,1
Management Sciences,Business Administration,163,200,47.45,55.0,-37,-7.55,1,4.6,0
Science,Botany,339,150,75.85,53.5,189,22.35,1,3.0,1
Pharmacy,Doctor of Pharmacy,156,240,50.4,55.0,-84,-4.6,1,3.4,0
Engineering,Meterials and Metallurgical Engineering,246,150,58.9,55.0,96,3.9,1,2.4,1
College of Medicine,Medicine and Surgery,251,260,66.65,55.0,-9,11.65,1,3.8,0
Basic Medical Science,Nursing Science,266,150,70.9,55.0,116,15.9,1,4.2,1
Social Sciences,Political Science,198,180,60.7,62.5,18,-1.8,1,4.2,0
Education,Chemistry Education,264,150,57.6,55.0,114,2.6,1,3.6,1
Law,Law,229,240,56.35,55.0,-11,1.35,1,4.4,0
Social Sciences,Economics,215,180,56.25,63.75,35,-7.5,1,2.8,0
Arts,Theatre and Media Arts,227,200,51.05,65.8,27,-14.75,1,3.4,0
Environmental Design and Management,Quantity Surveying,244,170,66.6,60.5,74,6.1,1,4.0,1
Social Sciences,Demography and Social Statistics,284,150,59.6,60.5,134,-0.9,1,3.4,0
Science,Chemistry,169,150,38.35,62.5,19,-24.15,1,2.6,0
Education,Guidance and Counselling,253,150,54.95,59.05,103,-4.1,1,3.4,0
Management Sciences,Public Administration,212,160,57.8,55.0,52,2.8,1,3.2,1
College of Medicine,Medicine and Surgery,312,260,71.8,55.0,52,16.8,1,3.0,1
Engineering,Civil Engineering,249,200,57.35,65.0,49,-7.65,1,4.0,0
Education,Human Kinetics,247,150,50.05,54.9,97,-4.85,1,2.6,0
Communications and Media Studies,Journalism,299,150,60.85,64.0,149,-3.15,1,3.2,0
Science,Botany,218,150,58.7,53.5,68,5.2,1,3.2,1
Arts,Theatre and Media Arts,287,200,61.05,65.8,87,-4.75,1,3.6,0
Environmental Design and Management,Building,212,170,63.8,57.5,42,6.3,1,4.4,1
Agriculture,Water Resources Management and Agrometeorology,229,150,52.35,55.0,79,-2.65,1,3.6,0
Arts,Theatre and Media Arts,161,200,38.15,65.8,-39,-27.65,1,2.8,0
Arts, English and Literary Studies,239,150,52.85,55.0,89,-2.15,1,3.4,0
Arts, English and Literary Studies,261,150,52.15,55.0,111,-2.85,1,2.6,0
Arts,Theatre and Media Arts,348,200,65.2,65.8,148,-0.6,1,2.6,0
Education,Human Kinetics,195,150,59.25,54.9,45,4.35,1,4.0,1
Management Sciences,Public Administration,279,160,59.85,55.0,119,4.85,1,3.6,1
Science,Statistics,192,150,47.8,54.5,42,-6.7,1,3.8,0
Law,Law,187,240,44.05,55.0,-53,-10.95,1,3.2,0
Pharmacy,Doctor of Pharmacy,232,240,68.8,55.0,-8,13.8,1,4.8,0
Social Sciences,Geography,280,150,63.0,55.0,130,8.0,1,4.2,1
Engineering,Computer Engineering,286,200,59.9,64.3,86,-4.4,1,1.4,0
Agriculture,Food Science and Technology,184,150,40.6,58.0,34,-17.4,1,2.6,0
Management Sciences,Public Administration,266,160,65.9,55.0,106,10.9,1,3.2,1
Arts, English and Literary Studies,287,150,71.05,55.0,137,16.05,1,3.6,1
Pharmacy,Doctor of Pharmacy,145,240,38.75,55.0,-95,-16.25,1,3.4,0
Science,Botany,166,150,44.9,53.5,16,-8.6,1,4.0,0
Pharmacy,Doctor of Pharmacy,229,240,64.35,55.0,-11,9.35,1,4.0,0
Agriculture,Agricultural Economics and Extension,272,150,68.8,57.8,122,11.0,1,3.6,1
Law,Law,210,240,52.5,55.0,-30,-2.5,1,4.2,0
Environmental Design and Management,Quantity Surveying,202,170,48.3,60.5,32,-12.2,1,3.6,0
Arts,Theatre and Media Arts,320,200,75.0,65.8,120,9.2,1,3.4,1
Communications and Media Studies,Journalism,280,150,77.0,64.0,130,13.0,1,5.0,1
Science,Microbiology,288,180,63.2,65.75,108,-2.55,1,4.0,0
Science,Industrial Chemistry,333,150,77.95,60.5,183,17.45,1,3.6,1
Environmental Design and Management,Urban and Regional Planning,216,150,65.4,56.0,66,9.4,1,4.6,1
Science,Zoology,143,150,43.45,55.5,-7,-12.05,1,4.4,0
Law,Law,338,240,67.7,55.0,98,12.7,1,3.4,1
Arts,History and International Studies,217,180,61.55,67.8,37,-6.25,1,3.8,0
Science,Botany,347,150,82.05,53.5,197,28.55,1,4.0,1
Law,Law,327,240,67.05,55.0,87,12.05,1,3.6,1
Education,Chemistry Education,293,150,65.95,55.0,143,10.95,1,4.4,1
Basic Medical Science,Medical Laboratory Science,314,200,70.1,72.3,114,-2.2,1,2.6,0
Engineering,Agricultural and Bio-Resources Engineering,323,160,75.45,55.0,163,20.45,1,3.4,1
Law,Law,209,240,58.35,55.0,-31,3.35,1,3.4,0
Engineering,Civil Engineering,235,200,50.25,65.0,35,-14.75,1,3.0,0
Agriculture,Hospitality and Tourism Management,297,150,57.55,58.45,147,-0.9,1,2.6,0
Management Sciences,Finance,176,160,57.4,55.0,16,2.4,1,4.2,1
Science,Industrial Chemistry,228,150,65.2,60.5,78,4.7,1,4.2,1
Pharmacy,Doctor of Pharmacy,185,240,44.75,55.0,-55,-10.25,1,3.4,0
Basic Medical Science,Medical Laboratory Science,339,200,72.85,72.3,139,0.55,1,4.4,1
Management Sciences,Accounting,266,200,71.9,55.0,66,16.9,1,4.4,1
Engineering,Computer Engineering,309,200,76.35,64.3,109,12.05,1,4.0,1
Arts, English and Literary Studies,345,150,74.75,55.0,195,19.75,1,4.6,1
Science,Mathematics,247,150,66.05,55.5,97,10.55,1,3.8,1
Communications and Media Studies,Broadcasting,247,150,64.05,64.0,97,0.05,1,3.4,1
Communications and Media Studies,Broadcasting,207,150,52.05,64.0,57,-11.95,1,2.2,0
Communications and Media Studies,Pulic Relations,142,150,49.3,55.0,-8,-5.7,1,3.6,0
Agriculture,Agricultural Economics and Extension,245,150,58.75,57.8,95,0.95,1,4.4,1
Pharmacy,Doctor of Pharmacy,162,240,50.3,55.0,-78,-4.7,1,5.2,0
Law,Law,269,240,70.35,55.0,29,15.35,1,4.0,1
Law,Law,238,240,49.7,55.0,-2,-5.3,1,2.8,0
Engineering,Mechanical Engineering,309,200,78.35,65.0,109,13.35,1,4.4,1
Pharmacy,Doctor of Pharmacy,232,240,51.8,55.0,-8,-3.2,1,3.4,0
Law,Law,303,240,71.45,55.0,63,16.45,1,3.2,1
Arts,Linguistics and Language,325,150,66.75,55.0,175,11.75,1,3.6,1
Pharmacy,Doctor of Pharmacy,287,240,61.05,55.0,47,6.05,1,3.6,1
Education,Guidance and Counselling,348,150,73.2,59.05,198,14.15,1,4.2,1
Education,Biology Education,306,150,75.9,55.0,156,20.9,1,4.0,1
Science,Computer Science,258,200,71.7,65.3,58,6.4,1,4.6,1
Education,Guidance and Counselling,141,150,52.15,59.05,-9,-6.9,1,4.2,0
Management Sciences,Accounting,246,200,50.9,55.0,46,-4.1,1,2.8,0
Environmental Design and Management,Urban and Regional Planning,292,150,58.8,56.0,142,2.8,1,3.0,1
Arts, English and Literary Studies,312,150,69.8,55.0,162,14.8,1,4.6,1
Management Sciences,Finance,327,160,77.05,55.0,167,22.05,1,3.6,1
Education,Mathematics Education,194,150,62.1,55.5,44,6.6,1,4.6,1
Basic Medical Science,Anatomy,331,180,77.65,63.3,151,14.35,1,3.6,1
Agriculture,Agricultural Economics and Extension,153,150,45.95,57.8,3,-11.85,1,2.6,0
Education,Biology Education,144,150,35.6,55.0,-6,-19.4,1,2.8,0
Pharmacy,Doctor of Pharmacy,204,240,54.6,55.0,-36,-0.4,1,2.8,0
Pharmacy,Doctor of Pharmacy,284,240,72.6,55.0,44,17.6,1,4.0,1
Management Sciences,Finance,172,160,52.8,55.0,12,-2.2,1,3.4,0
Arts,History and International Studies,348,180,82.2,67.8,168,14.4,1,4.0,1
Environmental Design and Management,Building,279,170,62.85,57.5,109,5.35,1,4.2,1
Agriculture,Soil Science and Land Resources Management,193,150,41.95,55.0,43,-13.05,1,2.6,0
Social Sciences,Geography,287,150,69.05,55.0,137,14.05,1,3.2,1
Environmental Design and Management,Estate Management,333,160,76.95,57.5,173,19.45,1,3.4,1
Pharmacy,Doctor of Pharmacy,298,240,69.7,55.0,58,14.7,1,3.0,1
Arts,Linguistics and Language,210,150,56.5,55.0,60,1.5,1,3.0,1
Basic Medical Science,Nursing Science,198,150,43.7,55.0,48,-11.3,1,2.8,0
Agriculture,Hospitality and Tourism Management,271,150,55.65,58.45,121,-2.8,1,3.0,0
Education,Guidance and Counselling,286,150,66.9,59.05,136,7.85,1,2.8,1
Agriculture,Soil Science and Land Resources Management,274,150,62.1,55.0,124,7.1,1,4.2,1
Pharmacy,Doctor of Pharmacy,173,240,42.95,55.0,-67,-12.05,1,3.4,0
Science,Geology,179,150,42.85,59.5,29,-16.65,1,3.2,0
Social Sciences,Economics,144,180,45.6,63.75,-36,-18.15,1,4.8,0
Environmental Design and Management,Architecture,178,210,52.7,66.25,-32,-13.55,1,3.2,0
College of Medicine,Medicine and Surgery,169,260,52.35,55.0,-91,-2.65,1,3.4,0
College of Medicine,Medicine and Surgery,225,260,58.75,55.0,-35,3.75,1,5.0,0
Agriculture,Hospitality and Tourism Management,198,150,53.7,58.45,48,-4.75,1,2.8,0
Science,Statistics,200,150,47.0,54.5,50,-7.5,1,3.4,0
Basic Medical Science,Medical Laboratory Science,170,200,41.5,72.3,-30,-30.8,1,3.2,0
Pharmacy,Doctor of Pharmacy,206,240,60.9,55.0,-34,5.9,1,4.0,0
Education,Biology Education,219,150,49.85,55.0,69,-5.15,1,3.4,0
Management Sciences,Public Administration,144,160,37.6,55.0,-16,-17.4,1,3.2,0
Law,Law,261,240,68.15,55.0,21,13.15,1,3.8,1
Management Sciences,Accounting,301,200,59.15,55.0,101,4.15,1,2.8,1
Basic Medical Science,Anatomy,143,180,46.45,63.3,-37,-16.85,1,3.0,0
Arts, English and Literary Studies,259,150,54.85,55.0,109,-0.15,1,3.2,0
Law,Law,340,240,85.0,55.0,100,30.0,1,4.8,1
Pharmacy,Doctor of Pharmacy,213,240,56.95,55.0,-27,1.95,1,3.0,0
College of Medicine,Medicine and Surgery,275,260,59.25,55.0,15,4.25,1,3.6,1
Engineering,Civil Engineering,266,200,68.9,65.0,66,3.9,1,3.8,1
Management Sciences,Accounting,258,200,67.7,55.0,58,12.7,1,3.8,1
Environmental Design and Management,Urban and Regional Planning,174,150,37.1,56.0,24,-18.9,1,2.2,0
Communications and Media Studies,Mass Communication,173,220,58.95,66.3,-47,-7.35,1,4.6,0
Agriculture,Fisheries and Aquaculture,330,150,74.5,50.3,180,24.2,1,3.0,1
Law,Law,186,240,53.9,55.0,-54,-1.1,1,3.2,0
Social Sciences,Economics,339,180,67.85,63.75,159,4.1,1,3.4,1
Basic Medical Science,Physiology,168,180,51.2,61.5,-12,-10.3,1,3.2,0
Management Sciences,Public Administration,148,160,36.2,55.0,-12,-18.8,1,2.8,0
Education,Chemistry Education,276,150,60.4,55.0,126,5.4,1,3.8,1
Engineering,Meterials and Metallurgical Engineering,286,150,65.9,55.0,136,10.9,1,4.6,1
Law,Law,224,240,47.6,55.0,-16,-7.4,1,2.8,0
Arts,Linguistics and Language,316,150,59.4,55.0,166,4.4,1,2.4,1
Engineering,Civil Engineering,303,200,76.45,65.0,103,11.45,1,4.2,1
Communications and Media Studies,Pulic Relations,191,150,55.65,55.0,41,0.65,1,3.4,1
Management Sciences,Finance,272,160,63.8,55.0,112,8.8,1,4.6,1
Engineering,Mechatronics Engineering,253,220,64.95,65.0,33,-0.05,1,3.4,0
Engineering,Civil Engineering,244,200,57.6,65.0,44,-7.4,1,2.2,0
Science,Industrial Chemistry,225,150,49.75,60.5,75,-10.75,1,3.2,0
Agriculture,Water Resources Management and Agrometeorology,268,150,55.2,55.0,118,0.2,1,3.0,1
Engineering,Agricultural and Bio-Resources Engineering,230,160,51.5,55.0,70,-3.5,1,3.4,0
Education,Health Education,179,150,56.85,57.95,29,-1.1,1,4.0,0
Environmental Design and Management,Estate Management,226,160,48.9,57.5,66,-8.6,1,3.0,0
Basic Medical Science,Physiology,204,180,52.6,61.5,24,-8.9,1,4.4,0
Engineering,Agricultural and Bio-Resources Engineering,175,160,59.25,55.0,15,4.25,1,4.6,1
College of Medicine,Medicine and Surgery,191,260,53.65,55.0,-69,-1.35,1,3.0,0
Education,Library and Information Science,334,150,80.1,64.5,184,15.6,1,4.0,1
Arts,Theatre and Media Arts,269,200,61.35,65.8,69,-4.45,1,4.2,0
Law,Law,226,240,66.9,55.0,-14,11.9,1,4.6,0
Engineering,Electrical and Electronics Engineering,195,200,45.25,63.3,-5,-18.05,1,3.2,0
Arts,History and International Studies,288,180,61.2,67.8,108,-6.6,1,3.6,0
Science,Industrial Chemistry,302,150,72.3,60.5,152,11.8,1,3.4,1
Environmental Design and Management,Urban and Regional Planning,202,150,45.3,56.0,52,-10.7,1,3.0,0
Science,Statistics,281,150,59.15,54.5,131,4.65,1,3.4,1
Education,Guidance and Counselling,333,150,72.95,59.05,183,13.9,1,4.6,1
Science,Biochemistry,318,180,64.7,63.75,138,0.95,1,3.4,1
Arts, English and Literary Studies,160,150,37.0,55.0,10,-18.0,1,2.6,0
Social Sciences,Psychology,216,150,44.4,64.5,66,-20.1,1,2.4,0
Science,Industrial Chemistry,316,150,72.4,60.5,166,11.9,1,3.0,1
Basic Medical Science,Medical Laboratory Science,267,200,55.05,72.3,67,-17.25,1,3.0,0
College of Medicine,Medicine and Surgery,263,260,59.45,55.0,3,4.45,1,4.0,1
Law,Law,163,240,43.45,55.0,-77,-11.55,1,3.8,0
College of Medicine,Medicine and Surgery,314,260,62.1,55.0,54,7.1,1,3.0,1
Engineering,Mechanical Engineering,219,200,58.85,65.0,19,-6.15,1,3.2,0
Pharmacy,Doctor of Pharmacy,203,240,52.45,55.0,-37,-2.55,1,2.4,0
Basic Medical Science,Nursing Science,145,150,35.75,55.0,-5,-19.25,1,2.8,0
Basic Medical Science,Radiology and Radiography,226,200,58.9,71.3,26,-12.4,1,3.0,0
