faculty,department,utme_score,screening_score,olevel_passed,admitted,olevel_grades
Education,Business and Entrepreneurship Education,293,66.62,True,not admitted,"C6, C5, C6, B2, C6"
Allied Health Science,Medical Laboratory Science,326,79.75,False,not admitted,"B2, C4, B3, A1, C6"
Education,Arts and Science Education,371,80.38,True,not admitted,"C4, C4, C5, C5, B3"
Engineering and Technology,Electrical and Computer Engineering,252,70.5,True,not admitted,"C6, C6, B2, A1, A1"
Engineering and Technology,Aeronautics and Astronautics Engineering,304,72.0,True,not admitted,"B2, B3, C4, C6, C6"
Education,Early Childhood and Primary Education,213,61.62,True,not admitted,"C6, A1, C6, B3, C4"
Engineering and Technology,Civil and Environmental Engineering,398,89.75,False,not admitted,"C5, B2, C6, A1, A1"
Management and Social Sciences,Accounting and Finance,230,62.75,False,not admitted,"C6, B3, B3, C6, B3"
Allied Health Science,Medical Laboratory Science,180,67.5,False,not admitted,"B2, A1, B3, B3, A1"
Pure and Applied Science,Chemistry and Industrial Chemistry,398,86.75,False,not admitted,"C6, C4, C4, B3, A1"
Management and Social Sciences,Economics and Development Studies,186,60.25,False,not admitted,"A1, C4, A1, C6, C6"
Law,Jurisprudence and Public Law,340,78.5,False,not admitted,"C6, C5, B3, B2, B3"
Engineering and Technology,Civil and Environmental Engineering,229,63.62,True,not admitted,"C4, C4, C4, C5, B3"
Pure and Applied Science,Biochemistry,376,83.0,True,not admitted,"C4, B3, C6, A1, C5"
Engineering and Technology,Materials Science and Engineering,146,51.25,False,not admitted,"C5, C5, C6, C5, A1"
Information and Communication Technology,Computer Science,347,81.38,True,not admitted,"B2, C4, A1, C4, C6"
Arts,Performing Arts and Film Studies,245,65.62,False,not admitted,"C5, C5, C4, B3, B3"
Law,Common Law,181,59.62,True,not admitted,"C5, B3, C4, C5, A1"
Management and Social Sciences,Tourism and Hospitality Management,195,59.38,True,not admitted,"B2, B3, C5, C5, C5"
Education,Special Education,333,76.62,True,not admitted,"B2, C5, C5, C6, B2"
Agriculture,Agricultural Economics and Extension Services,359,83.88,True,not admitted,"C6, C4, A1, A1, C4"
Engineering and Technology,Materials Science and Engineering,311,80.88,False,not admitted,"C6, C4, A1, A1, A1"
Management and Social Sciences,Business and Entrepreneurship,242,67.25,False,not admitted,"B3, C4, A1, C4, C6"
Agriculture,"Animal Production, Fisheries and Aquaculture",198,59.75,True,not admitted,"B2, C4, C4, C6, C4"
Law,Business and Private Law,315,75.38,False,not admitted,"C6, C4, C5, B2, B2"
Pure and Applied Science,Plant and Environmental Biology,387,88.38,True,not admitted,"C4, B2, B3, C4, B2"
Management and Social Sciences,Tourism and Hospitality Management,315,78.38,True,not admitted,"B2, C5, B3, C4, B2"
Allied Health Science,Public Health,307,73.38,True,not admitted,"B3, C6, B2, B3, C6"
Agriculture,Food Science and Technology,273,71.12,True,not admitted,"A1, C4, A1, C6, C6"
Arts,"Religions, History and Heritage Studies",189,67.62,False,not admitted,"B2, B3, B2, B2, B2"
Law,Business and Private Law,211,60.38,True,not admitted,"A1, C6, C5, C5, C4"
Education,Special Education,296,73.0,True,not admitted,"B2, C5, C4, C4, C4"
Arts,Performing Arts and Film Studies,122,52.25,True,not admitted,"A1, C5, C5, C4, B3"
Allied Health Science,Environmental Health Science,210,63.25,True,not admitted,"C4, C4, B3, C6, A1"
Engineering and Technology,Materials Science and Engineering,298,73.25,False,not admitted,"A1, C6, C5, C4, B3"
Pure and Applied Science,Chemistry and Industrial Chemistry,217,64.12,True,not admitted,"C5, B3, C4, C4, B2"
Information and Communication Technology,Mass Communication,133,48.62,True,not admitted,"C5, C6, B2, C5, C5"
Arts,Arabic and French,312,86.0,False,not admitted,"A1, A1, A1, A1, C4"
Management and Social Sciences,Accounting and Finance,328,79.0,False,not admitted,"B3, A1, C5, B3, C5"
Pure and Applied Science,Plant and Environmental Biology,224,56.0,True,not admitted,"C6, B3, C6, C6, C6"
Pure and Applied Science,Environmental Management and Toxicology,348,83.5,True,not admitted,"C5, A1, B2, C4, B3"
Engineering and Technology,Aeronautics and Astronautics Engineering,347,78.38,True,not admitted,"B3, B2, C4, C6, C5"
Law,Common Law,322,84.25,False,not admitted,"C5, A1, A1, A1, B3"
Pure and Applied Science,Plant and Environmental Biology,382,91.75,True,not admitted,"B3, A1, A1, C5, A1"
Law,Common Law,297,71.12,False,not admitted,"C5, A1, C4, C6, C5"
Engineering and Technology,Aeronautics and Astronautics Engineering,298,79.25,True,not admitted,"B2, C5, C4, A1, A1"
Pure and Applied Science,Plant and Environmental Biology,396,85.5,True,not admitted,"C4, C4, C4, A1, C6"
Engineering and Technology,Food and Agricultural Engineering,253,64.62,True,not admitted,"C6, B3, B2, C6, C5"
Allied Health Science,Public Health,258,59.25,True,not admitted,"C6, C6, C4, C6, C6"
Information and Communication Technology,Mass Communication,329,77.12,False,not admitted,"C6, C6, B2, C4, A1"
Education,Early Childhood and Primary Education,179,53.38,True,not admitted,"B3, C5, C4, C6, C6"
Law,Jurisprudence and Public Law,316,82.5,True,not admitted,"A1, C4, A1, C4, B2"
Education,Early Childhood and Primary Education,135,49.88,True,not admitted,"C6, A1, C4, C6, C5"
Pure and Applied Science,Microbiology,198,63.75,True,not admitted,"C4, A1, C4, B2, C5"
Agriculture,Crop Production,325,77.62,True,not admitted,"B3, C5, C4, A1, C5"
Law,Jurisprudence and Public Law,146,54.25,True,not admitted,"B2, B2, B3, C6, C6"
Information and Communication Technology,Computer Science,362,79.25,False,not admitted,"C4, B2, C6, B3, C6"
Management and Social Sciences,Politics and Governance,394,80.25,False,not admitted,"C5, C6, C6, B2, C5"
Law,Jurisprudence and Public Law,335,84.88,False,not admitted,"B3, B2, B3, B2, B2"
Arts,Arabic and French,259,66.38,True,not admitted,"A1, C5, B3, C6, C6"
Information and Communication Technology,Library and Information Science,387,86.38,True,not admitted,"C5, B2, B2, C6, B2"
Information and Communication Technology,Computer Science,169,58.12,True,not admitted,"A1, C6, B2, B3, C6"
Engineering and Technology,Food and Agricultural Engineering,213,65.62,False,not admitted,"C4, B2, A1, B3, C6"
Information and Communication Technology,Library and Information Science,216,67.0,False,not admitted,"B3, C5, B3, B2, B2"
Pure and Applied Science,"Chemical, Geological and Physical Sciences",170,61.25,True,not admitted,"B3, B2, A1, C6, B3"
Education,Special Education,158,57.75,True,not admitted,"B3, B3, B3, C6, B2"
Engineering and Technology,Aeronautics and Astronautics Engineering,224,68.0,True,not admitted,"C5, A1, A1, B2, C6"
Information and Communication Technology,Library and Information Science,203,62.38,False,not admitted,"B3, C5, A1, C5, C4"
Allied Health Science,Medical Laboratory Science,214,61.75,True,not admitted,"A1, C6, C4, C4, C5"
Engineering and Technology,Aeronautics and Astronautics Engineering,254,71.75,True,not admitted,"C5, C4, A1, B3, B2"
Pure and Applied Science,Geology and Mineral Sciences,335,74.88,False,not admitted,"B3, C4, C6, C6, B3"
Engineering and Technology,Materials Science and Engineering,270,73.75,True,not admitted,"C4, A1, C5, B2, B3"
Law,Business and Private Law,240,72.0,False,not admitted,"B3, B3, C5, A1, A1"
Management and Social Sciences,Accounting and Finance,184,53.0,False,not admitted,"C6, C5, C5, C6, B3"
Education,Business and Entrepreneurship Education,175,52.88,True,not admitted,"C5, C5, C4, C5, C5"
Management and Social Sciences,Accounting and Finance,398,90.75,True,not admitted,"A1, B3, C5, A1, C4"
Pure and Applied Science,Geology and Mineral Sciences,334,76.75,True,not admitted,"C5, C5, B2, C4, C4"
Allied Health Science,Medical Laboratory Science,146,57.25,False,not admitted,"A1, A1, C5, C5, C4"
Law,Common Law,389,81.62,False,not admitted,"B3, C6, C5, C4, C4"
Arts,Fine and Applied Arts,332,78.5,False,not admitted,"C6, A1, C6, B2, B3"
Education,Educational Management,289,68.12,True,not admitted,"B2, C6, C6, B3, C6"
Management and Social Sciences,Economics and Development Studies,286,70.75,True,not admitted,"C6, C6, C4, A1, B3"
Allied Health Science,Medical Laboratory Science,326,78.75,True,not admitted,"B3, C5, C4, B2, B3"
Agriculture,Food Science and Technology,353,75.12,True,not admitted,"C4, C5, C5, C4, C6"
Information and Communication Technology,Computer Science,201,57.12,False,not admitted,"C5, C5, C6, B3, C4"
Allied Health Science,Medical Laboratory Science,350,83.75,True,not admitted,"B3, B3, B2, C6, A1"
Education,Special Education,323,79.38,True,not admitted,"B2, A1, B3, C5, C5"
Education,Human Kinetic and Health Education,399,90.88,True,not admitted,"A1, B3, B2, C6, B2"
Management and Social Sciences,Accounting and Finance,150,59.75,False,not admitted,"C4, B2, B2, B3, B3"
Law,Jurisprudence and Public Law,142,55.75,True,not admitted,"C5, C5, B2, A1, C4"
Arts,Performing Arts and Film Studies,271,72.88,True,not admitted,"C5, B3, B2, C5, A1"
Education,Early Childhood and Primary Education,375,84.88,False,not admitted,"C4, C5, A1, C5, B2"
Education,Arts and Science Education,366,79.75,True,not admitted,"C6, A1, C5, C4, C5"
Education,Early Childhood and Primary Education,388,89.5,True,not admitted,"C6, B2, A1, C4, A1"
Education,Special Education,340,85.5,False,not admitted,"C4, A1, B2, B3, B2"
Engineering and Technology,Mechanical Engineering,248,69.0,True,not admitted,"B2, C4, B2, B3, C6"
Arts,"Religions, History and Heritage Studies",347,80.38,True,not admitted,"C5, C4, B3, B3, B3"
Education,Early Childhood and Primary Education,138,56.25,False,not admitted,"B2, B2, C5, C4, B3"
Arts,Arabic and French,249,76.12,True,not admitted,"B3, B2, A1, B2, B2"
Pure and Applied Science,Biochemistry,314,75.25,False,not admitted,"A1, C5, C6, B2, C5"
Engineering and Technology,Aeronautics and Astronautics Engineering,229,65.62,True,not admitted,"C5, A1, C5, C5, B2"
Pure and Applied Science,Biochemistry,196,62.5,False,not admitted,"C4, C4, B3, C5, A1"
Arts,"Religions, History and Heritage Studies",208,59.0,False,not admitted,"C5, B3, B3, C5, C6"
Agriculture,Food Science and Technology,344,82.0,True,not admitted,"B2, B3, C5, C4, B2"
Management and Social Sciences,Economics and Development Studies,184,56.0,True,not admitted,"C6, C5, A1, C4, C6"
Law,Common Law,192,65.0,True,not admitted,"B2, C4, A1, A1, C6"
Pure and Applied Science,Mathematics and Statistics,364,82.5,True,not admitted,"A1, C4, B2, C6, C5"
Arts,Performing Arts and Film Studies,371,88.38,True,not admitted,"B2, A1, C4, C4, B2"
Arts,Performing Arts and Film Studies,138,57.25,True,not admitted,"C4, A1, C6, B2, B2"
Education,Educational Management,288,79.0,False,not admitted,"C6, A1, B3, A1, A1"
Information and Communication Technology,Computer Science,269,73.62,True,not admitted,"C4, C4, A1, C5, A1"
Engineering and Technology,Mechanical Engineering,155,55.38,False,not admitted,"C5, B2, C5, C4, B3"
Arts,Performing Arts and Film Studies,365,84.62,False,not admitted,"B3, C4, C6, B2, A1"
Management and Social Sciences,Tourism and Hospitality Management,246,59.75,True,not admitted,"C6, C6, C6, B3, C5"
Engineering and Technology,Materials Science and Engineering,218,67.25,False,not admitted,"C4, B3, C4, A1, B3"
Education,Early Childhood and Primary Education,286,67.75,True,not admitted,"C5, C5, C6, C6, A1"
Information and Communication Technology,Computer Science,148,53.5,True,not admitted,"C4, B3, C6, B3, C4"
Law,Business and Private Law,129,50.12,False,not admitted,"C5, B2, C4, C5, C5"
Information and Communication Technology,Mass Communication,229,67.62,True,not admitted,"C6, B3, B2, C4, A1"
Agriculture,"Animal Production, Fisheries and Aquaculture",268,74.5,False,not admitted,"C6, C4, A1, A1, B2"
Arts,"Religions, History and Heritage Studies",309,72.62,True,not admitted,"C5, C5, C6, B2, B3"
Education,Business and Entrepreneurship Education,145,55.12,True,not admitted,"C6, C4, B2, C4, B2"
Pure and Applied Science,Environmental Management and Toxicology,242,71.25,False,not admitted,"B3, B2, B3, C4, B2"
Education,Early Childhood and Primary Education,177,61.12,True,not admitted,"A1, A1, B3, C6, C5"
Management and Social Sciences,Economics and Development Studies,206,65.75,False,not admitted,"A1, B2, B3, C4, C5"
Agriculture,Crop Production,354,80.25,False,not admitted,"C4, B3, C4, B3, C5"
Management and Social Sciences,Politics and Governance,296,78.0,True,not admitted,"B3, A1, C5, C4, A1"
Information and Communication Technology,Mass Communication,309,70.62,True,not admitted,"C5, B3, C4, C6, C5"
Information and Communication Technology,Mass Communication,278,74.75,False,not admitted,"B2, C6, B2, A1, C4"
Arts,"Religions, History and Heritage Studies",231,67.88,False,not admitted,"A1, A1, C5, C4, C5"
Engineering and Technology,Food and Agricultural Engineering,243,69.38,True,not admitted,"B3, C5, C6, A1, A1"
Engineering and Technology,Materials Science and Engineering,394,85.25,False,not admitted,"C6, C4, B2, C6, A1"
Management and Social Sciences,Business and Entrepreneurship,364,79.5,False,not admitted,"A1, B3, C6, C5, C6"
Agriculture,"Animal Production, Fisheries and Aquaculture",268,72.5,True,not admitted,"B2, B2, C6, A1, C5"
Pure and Applied Science,Plant and Environmental Biology,187,63.38,True,not admitted,"C5, A1, C5, A1, B3"
Arts,"Religions, History and Heritage Studies",355,81.38,False,not admitted,"C6, C5, A1, A1, C5"
Information and Communication Technology,Mass Communication,366,90.75,False,not admitted,"A1, B2, A1, A1, C5"
Management and Social Sciences,Politics and Governance,187,58.38,True,not admitted,"A1, B3, C5, C5, C6"
Management and Social Sciences,Politics and Governance,162,55.25,True,not admitted,"C4, C4, C4, C6, B2"
Law,Jurisprudence and Public Law,175,56.88,True,not admitted,"C5, A1, C4, C6, C4"
Engineering and Technology,Civil and Environmental Engineering,145,56.12,False,not admitted,"B2, C4, B3, C6, B2"
Information and Communication Technology,Library and Information Science,261,71.62,False,not admitted,"A1, C5, C6, B3, A1"
Arts,"Religions, History and Heritage Studies",395,92.38,False,not admitted,"B3, C4, A1, B3, A1"
Law,Common Law,183,61.88,False,not admitted,"C4, C5, B3, A1, B3"
Allied Health Science,Environmental Health Science,299,75.38,False,not admitted,"B2, B2, C6, C5, B2"
Agriculture,Food Science and Technology,144,61.0,False,not admitted,"B2, A1, C5, B3, A1"
Engineering and Technology,Aeronautics and Astronautics Engineering,169,55.12,False,not admitted,"C4, A1, C5, C6, C5"
Education,Arts and Science Education,311,79.88,True,not admitted,"A1, B2, C5, B2, C4"
Pure and Applied Science,Zoology,269,74.62,True,not admitted,"B2, A1, C6, B2, B3"
Education,Human Kinetic and Health Education,292,77.5,False,not admitted,"B2, C5, C5, A1, A1"
Agriculture,"Animal Production, Fisheries and Aquaculture",347,81.38,True,not admitted,"C4, B3, C4, B2, C4"
Arts,Arabic and French,249,70.12,True,not admitted,"C4, A1, C6, B2, B3"
Allied Health Science,Environmental Health Science,290,72.25,True,not admitted,"C4, B2, B3, C4, C6"
Pure and Applied Science,Zoology,235,64.38,False,not admitted,"C4, B2, C4, C6, C4"
Management and Social Sciences,Business and Entrepreneurship,128,52.0,False,not admitted,"C6, B3, B3, B3, C4"
Engineering and Technology,Materials Science and Engineering,181,63.62,True,not admitted,"B2, C6, B3, A1, B2"
Information and Communication Technology,Library and Information Science,130,51.25,True,not admitted,"C6, C4, B3, C5, B2"
Agriculture,Food Science and Technology,273,69.12,True,not admitted,"B2, C5, A1, C6, C6"
Allied Health Science,Environmental Health Science,378,88.25,True,not admitted,"A1, B3, C5, B3, B2"
Pure and Applied Science,Mathematics and Statistics,336,80.0,False,not admitted,"A1, A1, C4, C5, C6"
Education,Educational Management,219,68.38,True,not admitted,"C4, A1, A1, C4, C4"
Arts,"Religions, History and Heritage Studies",186,65.25,True,not admitted,"C4, C6, A1, A1, A1"
Pure and Applied Science,Zoology,343,84.88,True,not admitted,"A1, B2, B2, B3, C5"
Allied Health Science,Medical Laboratory Science,353,76.12,True,not admitted,"C6, B3, C6, C4, C4"
Pure and Applied Science,Plant and Environmental Biology,144,55.0,True,not admitted,"B2, C6, B3, C4, B3"
Management and Social Sciences,Business and Entrepreneurship,196,59.5,True,not admitted,"C5, B2, C5, C4, C4"
Law,Business and Private Law,328,73.0,False,not admitted,"C6, C6, B3, B3, C5"
Management and Social Sciences,Tourism and Hospitality Management,331,75.38,True,not admitted,"C6, A1, C4, C6, C4"
Arts,English Language and Linguistics,164,59.5,True,not admitted,"C6, C5, A1, A1, B3"
